prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
1,1,1,1,no_noise,685
1,1,2,1,noise,720
1,1,3,1,no_noise,487
1,1,4,4,noise,872
1,1,5,4,no_noise,544
1,1,6,1,noise,48
1,1,7,4,noise,783
1,1,8,1,noise,666
1,1,9,4,no_noise,916
1,1,10,1,noise,35
1,1,11,1,noise,567
1,1,12,4,noise,415
1,1,13,4,no_noise,893
1,1,14,1,no_noise,152
1,1,15,4,noise,529
1,1,16,1,no_noise,327
1,1,17,4,noise,441
1,1,18,1,no_noise,845
1,1,19,4,noise,419
1,1,20,4,no_noise,186
1,1,21,1,no_noise,950
1,1,22,1,noise,781
1,1,23,4,noise,974
1,1,24,4,noise,836
1,1,25,1,noise,639
1,1,26,4,no_noise,537
1,1,27,4,noise,29
1,1,28,4,no_noise,693
1,1,29,1,no_noise,528
1,1,30,1,noise,681
1,1,31,4,noise,240
1,1,32,1,noise,9
1,1,33,1,noise,293
1,1,34,1,no_noise,310
1,1,35,4,noise,726
1,1,36,4,noise,750
1,1,37,4,no_noise,748
1,1,38,1,noise,470
1,1,39,4,noise,536
1,1,40,1,noise,782
1,1,41,1,noise,158
1,1,42,4,no_noise,621
1,1,43,1,no_noise,702
1,1,44,1,noise,628
1,1,45,1,no_noise,367
1,1,46,1,noise,808
1,1,47,4,no_noise,223
1,1,48,4,no_noise,887
1,1,49,4,noise,679
1,1,50,1,noise,229
1,1,51,1,no_noise,72
1,1,52,1,noise,239
1,1,53,4,noise,961
1,1,54,1,noise,432
1,1,55,1,no_noise,321
1,1,56,1,noise,151
1,1,57,4,noise,26
1,1,58,1,noise,46
1,1,59,4,noise,535
1,1,60,1,no_noise,954
1,1,61,4,no_noise,703
1,1,62,4,noise,917
1,1,63,4,no_noise,337
1,1,64,4,no_noise,256
1,1,65,1,no_noise,39
1,1,66,1,no_noise,985
1,1,67,4,noise,45
1,1,68,4,no_noise,303
1,1,69,1,no_noise,332
1,1,70,1,no_noise,96
1,1,71,4,noise,686
1,1,72,4,noise,467
1,1,73,4,no_noise,828
1,1,74,1,noise,83
1,1,75,4,no_noise,857
1,1,76,1,no_noise,401
1,1,77,1,no_noise,649
1,1,78,4,no_noise,959
1,1,79,1,noise,382
1,1,80,1,noise,878
1,1,81,4,noise,919
1,1,82,4,noise,159
1,1,83,1,noise,678
1,1,84,4,no_noise,289
1,1,85,1,no_noise,848
1,1,86,1,noise,928
1,1,87,1,noise,584
1,1,88,4,noise,645
1,1,89,4,no_noise,831
1,1,90,4,no_noise,202
1,1,91,1,no_noise,348
1,1,92,4,no_noise,549
1,1,93,4,noise,430
1,1,94,1,noise,927
1,1,95,1,no_noise,144
1,1,96,1,no_noise,6
1,1,97,4,no_noise,764
1,1,98,4,noise,180
1,1,99,1,noise,712
1,1,100,4,no_noise,89
