prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,3,201,noise,4,409
5,3,202,noise,4,706
5,3,203,no_noise,4,266
5,3,204,noise,4,147
5,3,205,noise,1,978
5,3,206,no_noise,4,441
5,3,207,no_noise,4,726
5,3,208,noise,1,790
5,3,209,no_noise,1,835
5,3,210,noise,4,288
5,3,211,no_noise,4,453
5,3,212,no_noise,4,484
5,3,213,no_noise,4,108
5,3,214,noise,4,482
5,3,215,noise,4,554
5,3,216,no_noise,4,81
5,3,217,no_noise,1,886
5,3,218,no_noise,1,850
5,3,219,no_noise,4,300
5,3,220,noise,4,964
5,3,221,noise,4,9
5,3,222,noise,4,863
5,3,223,noise,1,84
5,3,224,no_noise,4,851
5,3,225,noise,4,401
5,3,226,noise,4,568
5,3,227,no_noise,1,530
5,3,228,no_noise,1,783
5,3,229,noise,1,874
5,3,230,noise,4,979
5,3,231,noise,4,930
5,3,232,no_noise,1,915
5,3,233,noise,1,261
5,3,234,no_noise,1,135
5,3,235,no_noise,1,510
5,3,236,no_noise,1,742
5,3,237,noise,1,405
5,3,238,no_noise,1,268
5,3,239,no_noise,4,270
5,3,240,no_noise,4,579
5,3,241,noise,1,77
5,3,242,noise,1,622
5,3,243,no_noise,4,856
5,3,244,noise,1,924
5,3,245,no_noise,4,382
5,3,246,noise,1,535
5,3,247,no_noise,1,998
5,3,248,no_noise,1,562
5,3,249,no_noise,1,826
5,3,250,noise,1,1000
5,3,251,noise,1,233
5,3,252,noise,1,24
5,3,253,no_noise,1,367
5,3,254,no_noise,4,167
5,3,255,no_noise,1,834
5,3,256,no_noise,1,536
5,3,257,noise,1,593
5,3,258,noise,4,343
5,3,259,noise,1,922
5,3,260,no_noise,4,947
5,3,261,noise,4,472
5,3,262,noise,1,993
5,3,263,noise,4,614
5,3,264,no_noise,1,125
5,3,265,noise,1,641
5,3,266,no_noise,4,75
5,3,267,no_noise,4,255
5,3,268,noise,4,273
5,3,269,noise,4,218
5,3,270,no_noise,1,29
5,3,271,noise,1,476
5,3,272,no_noise,1,906
5,3,273,noise,4,739
5,3,274,no_noise,1,704
5,3,275,no_noise,4,797
5,3,276,noise,4,212
5,3,277,no_noise,4,276
5,3,278,no_noise,1,519
5,3,279,noise,1,865
5,3,280,no_noise,4,769
5,3,281,no_noise,4,616
5,3,282,noise,1,111
5,3,283,noise,4,279
5,3,284,noise,4,470
5,3,285,noise,4,670
5,3,286,noise,1,265
5,3,287,noise,1,957
5,3,288,no_noise,4,31
5,3,289,noise,1,768
5,3,290,no_noise,1,945
5,3,291,no_noise,4,320
5,3,292,noise,1,392
5,3,293,noise,1,986
5,3,294,noise,1,42
5,3,295,noise,4,890
5,3,296,noise,4,391
5,3,297,no_noise,1,625
5,3,298,no_noise,4,318
5,3,299,no_noise,4,11
5,3,300,noise,1,196
