prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,9,801,noise,4,815
5,9,802,no_noise,4,735
5,9,803,no_noise,4,23
5,9,804,no_noise,1,780
5,9,805,noise,4,882
5,9,806,no_noise,4,3
5,9,807,noise,4,284
5,9,808,noise,4,576
5,9,809,no_noise,4,72
5,9,810,no_noise,4,959
5,9,811,no_noise,4,351
5,9,812,no_noise,4,232
5,9,813,no_noise,1,870
5,9,814,no_noise,1,513
5,9,815,no_noise,4,819
5,9,816,no_noise,1,34
5,9,817,no_noise,4,260
5,9,818,noise,4,303
5,9,819,no_noise,1,363
5,9,820,noise,1,942
5,9,821,no_noise,1,629
5,9,822,no_noise,1,817
5,9,823,noise,4,675
5,9,824,no_noise,4,380
5,9,825,no_noise,1,989
5,9,826,noise,4,202
5,9,827,no_noise,1,590
5,9,828,no_noise,4,440
5,9,829,no_noise,4,143
5,9,830,no_noise,1,632
5,9,831,noise,1,458
5,9,832,no_noise,4,211
5,9,833,no_noise,4,962
5,9,834,noise,1,731
5,9,835,no_noise,1,63
5,9,836,noise,4,98
5,9,837,noise,1,722
5,9,838,no_noise,4,981
5,9,839,noise,1,371
5,9,840,no_noise,1,710
5,9,841,noise,1,309
5,9,842,noise,4,275
5,9,843,noise,4,79
5,9,844,noise,4,486
5,9,845,no_noise,4,931
5,9,846,noise,4,140
5,9,847,noise,1,823
5,9,848,noise,1,795
5,9,849,no_noise,4,214
5,9,850,noise,1,60
5,9,851,no_noise,1,877
5,9,852,noise,4,290
5,9,853,noise,4,144
5,9,854,no_noise,4,444
5,9,855,no_noise,4,844
5,9,856,noise,4,830
5,9,857,noise,4,223
5,9,858,noise,4,970
5,9,859,noise,4,406
5,9,860,no_noise,1,315
5,9,861,noise,4,434
5,9,862,no_noise,4,478
5,9,863,no_noise,1,721
5,9,864,noise,1,304
5,9,865,no_noise,4,778
5,9,866,no_noise,4,263
5,9,867,no_noise,4,540
5,9,868,no_noise,4,384
5,9,869,noise,4,258
5,9,870,no_noise,4,976
5,9,871,no_noise,1,231
5,9,872,no_noise,4,586
5,9,873,no_noise,1,842
5,9,874,noise,1,291
5,9,875,no_noise,1,333
5,9,876,no_noise,1,550
5,9,877,no_noise,1,164
5,9,878,noise,4,455
5,9,879,no_noise,4,943
5,9,880,no_noise,1,904
5,9,881,noise,4,821
5,9,882,no_noise,1,638
5,9,883,no_noise,1,377
5,9,884,no_noise,1,337
5,9,885,no_noise,1,390
5,9,886,no_noise,1,17
5,9,887,no_noise,1,578
5,9,888,no_noise,4,149
5,9,889,no_noise,4,880
5,9,890,no_noise,1,411
5,9,891,noise,1,565
5,9,892,no_noise,1,317
5,9,893,no_noise,4,438
5,9,894,no_noise,4,546
5,9,895,noise,4,796
5,9,896,noise,4,96
5,9,897,no_noise,4,326
5,9,898,noise,1,348
5,9,899,noise,1,557
5,9,900,no_noise,4,203
