prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,5,401,noise,1,24
4,5,402,noise,4,917
4,5,403,noise,1,125
4,5,404,no_noise,4,881
4,5,405,noise,4,71
4,5,406,no_noise,1,379
4,5,407,noise,1,736
4,5,408,noise,1,61
4,5,409,noise,4,629
4,5,410,noise,1,599
4,5,411,no_noise,1,70
4,5,412,no_noise,1,103
4,5,413,no_noise,4,547
4,5,414,noise,1,955
4,5,415,noise,4,961
4,5,416,no_noise,4,312
4,5,417,no_noise,4,283
4,5,418,no_noise,1,753
4,5,419,no_noise,1,68
4,5,420,no_noise,4,391
4,5,421,noise,1,914
4,5,422,no_noise,4,488
4,5,423,no_noise,1,380
4,5,424,noise,4,900
4,5,425,noise,4,918
4,5,426,noise,1,904
4,5,427,noise,4,163
4,5,428,noise,1,244
4,5,429,noise,4,513
4,5,430,noise,4,13
4,5,431,no_noise,4,702
4,5,432,no_noise,1,564
4,5,433,no_noise,1,323
4,5,434,no_noise,4,294
4,5,435,no_noise,4,585
4,5,436,no_noise,1,178
4,5,437,no_noise,4,991
4,5,438,no_noise,4,33
4,5,439,no_noise,1,522
4,5,440,noise,4,722
4,5,441,no_noise,1,272
4,5,442,noise,1,842
4,5,443,noise,1,135
4,5,444,no_noise,1,117
4,5,445,noise,1,541
4,5,446,noise,4,491
4,5,447,no_noise,1,110
4,5,448,noise,1,298
4,5,449,no_noise,4,324
4,5,450,no_noise,4,589
4,5,451,no_noise,1,190
4,5,452,no_noise,1,21
4,5,453,no_noise,4,578
4,5,454,noise,1,148
4,5,455,noise,1,59
4,5,456,no_noise,4,600
4,5,457,no_noise,4,992
4,5,458,noise,4,483
4,5,459,noise,1,446
4,5,460,noise,1,519
4,5,461,no_noise,1,315
4,5,462,noise,4,304
4,5,463,noise,1,532
4,5,464,no_noise,1,382
4,5,465,no_noise,4,853
4,5,466,noise,1,968
4,5,467,no_noise,1,373
4,5,468,noise,4,668
4,5,469,noise,1,260
4,5,470,no_noise,4,20
4,5,471,noise,1,278
4,5,472,noise,1,39
4,5,473,no_noise,4,919
4,5,474,no_noise,4,502
4,5,475,noise,4,893
4,5,476,noise,4,866
4,5,477,noise,4,164
4,5,478,no_noise,1,247
4,5,479,noise,1,169
4,5,480,noise,1,957
4,5,481,noise,4,388
4,5,482,noise,4,950
4,5,483,noise,1,251
4,5,484,no_noise,4,279
4,5,485,no_noise,4,664
4,5,486,no_noise,4,249
4,5,487,noise,4,768
4,5,488,noise,1,479
4,5,489,no_noise,4,85
4,5,490,noise,4,507
4,5,491,no_noise,4,536
4,5,492,no_noise,1,42
4,5,493,noise,4,858
4,5,494,noise,4,390
4,5,495,no_noise,4,147
4,5,496,noise,1,586
4,5,497,no_noise,1,351
4,5,498,no_noise,4,15
4,5,499,no_noise,1,297
4,5,500,noise,4,275
