prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,3,201,noise,4,22
4,3,202,no_noise,1,105
4,3,203,noise,4,506
4,3,204,no_noise,1,173
4,3,205,noise,4,752
4,3,206,noise,1,704
4,3,207,no_noise,4,852
4,3,208,noise,1,846
4,3,209,noise,1,56
4,3,210,no_noise,4,883
4,3,211,no_noise,4,820
4,3,212,no_noise,4,907
4,3,213,noise,4,695
4,3,214,noise,1,399
4,3,215,no_noise,1,359
4,3,216,noise,4,868
4,3,217,noise,4,738
4,3,218,noise,4,610
4,3,219,no_noise,4,211
4,3,220,noise,4,665
4,3,221,no_noise,4,118
4,3,222,no_noise,4,659
4,3,223,no_noise,1,694
4,3,224,noise,4,680
4,3,225,no_noise,1,602
4,3,226,no_noise,1,546
4,3,227,noise,4,273
4,3,228,no_noise,4,572
4,3,229,no_noise,1,845
4,3,230,no_noise,1,713
4,3,231,noise,1,36
4,3,232,noise,4,46
4,3,233,no_noise,4,579
4,3,234,no_noise,1,12
4,3,235,noise,1,798
4,3,236,no_noise,4,403
4,3,237,no_noise,4,409
4,3,238,no_noise,4,168
4,3,239,no_noise,1,495
4,3,240,no_noise,1,764
4,3,241,no_noise,4,743
4,3,242,no_noise,4,966
4,3,243,no_noise,4,177
4,3,244,noise,4,108
4,3,245,noise,4,693
4,3,246,noise,1,448
4,3,247,noise,4,153
4,3,248,noise,1,235
4,3,249,noise,1,890
4,3,250,no_noise,4,317
4,3,251,noise,4,31
4,3,252,no_noise,4,52
4,3,253,no_noise,1,928
4,3,254,no_noise,1,782
4,3,255,no_noise,1,637
4,3,256,noise,1,882
4,3,257,noise,4,690
4,3,258,no_noise,4,945
4,3,259,no_noise,4,213
4,3,260,no_noise,4,74
4,3,261,noise,1,302
4,3,262,no_noise,4,779
4,3,263,noise,1,654
4,3,264,noise,4,340
4,3,265,noise,1,241
4,3,266,no_noise,1,426
4,3,267,no_noise,4,590
4,3,268,no_noise,4,767
4,3,269,no_noise,4,843
4,3,270,no_noise,1,150
4,3,271,noise,4,766
4,3,272,noise,4,806
4,3,273,noise,1,120
4,3,274,noise,4,647
4,3,275,no_noise,4,276
4,3,276,noise,4,625
4,3,277,no_noise,4,514
4,3,278,noise,4,797
4,3,279,noise,1,461
4,3,280,no_noise,4,208
4,3,281,no_noise,1,648
4,3,282,no_noise,4,438
4,3,283,no_noise,1,26
4,3,284,no_noise,4,699
4,3,285,noise,1,745
4,3,286,noise,1,221
4,3,287,noise,1,431
4,3,288,no_noise,4,501
4,3,289,no_noise,1,990
4,3,290,noise,1,762
4,3,291,no_noise,4,687
4,3,292,noise,4,397
4,3,293,noise,4,703
4,3,294,no_noise,4,237
4,3,295,noise,4,624
4,3,296,noise,4,638
4,3,297,no_noise,4,152
4,3,298,no_noise,1,30
4,3,299,noise,4,395
4,3,300,noise,4,284
