prot_id,trial_id,no_targets,noise_present,trajectory_id
12,1,2,no_noise,9
12,2,4,noise,30
12,3,4,no_noise,144
12,4,2,no_noise,129
12,5,1,no_noise,60
12,6,2,noise,77
12,7,4,noise,140
12,8,2,noise,63
12,9,4,noise,24
12,10,2,no_noise,39
12,11,4,noise,120
12,12,4,noise,100
12,13,4,noise,67
12,14,1,no_noise,119
12,15,1,no_noise,172
12,16,2,no_noise,58
12,17,4,noise,8
12,18,4,noise,18
12,19,1,no_noise,59
12,20,4,no_noise,117
12,21,2,no_noise,70
12,22,4,no_noise,95
12,23,1,noise,65
12,24,4,no_noise,141
12,25,2,no_noise,6
12,26,2,no_noise,10
12,27,1,no_noise,53
12,28,4,no_noise,36
12,29,2,noise,166
12,30,2,no_noise,90
12,31,1,no_noise,177
12,32,1,no_noise,5
12,33,4,no_noise,81
12,34,2,no_noise,162
12,35,2,noise,98
12,36,2,no_noise,134
12,37,1,noise,20
12,38,4,noise,101
12,39,2,noise,148
12,40,2,noise,82
12,41,4,noise,115
12,42,1,noise,13
12,43,4,no_noise,57
12,44,1,noise,23
12,45,1,no_noise,107
12,46,2,no_noise,12
12,47,1,no_noise,160
12,48,4,noise,40
12,49,4,no_noise,143
12,50,2,no_noise,126
12,51,4,noise,150
12,52,1,noise,25
12,53,1,noise,15
12,54,4,no_noise,55
12,55,4,noise,50
12,56,4,no_noise,118
12,57,2,no_noise,80
12,58,2,noise,46
12,59,2,no_noise,131
12,60,2,no_noise,142
12,61,1,noise,105
12,62,1,noise,93
12,63,1,no_noise,79
12,64,1,no_noise,27
12,65,2,no_noise,11
12,66,2,no_noise,137
12,67,4,noise,138
12,68,4,noise,62
12,69,1,noise,124
12,70,1,no_noise,127
12,71,1,noise,54
12,72,4,no_noise,75
12,73,2,no_noise,139
12,74,4,noise,178
12,75,2,noise,19
12,76,1,noise,161
12,77,1,noise,88
12,78,4,noise,14
12,79,4,no_noise,33
12,80,2,noise,97
12,81,2,noise,41
12,82,4,no_noise,17
12,83,1,noise,61
12,84,2,noise,155
12,85,1,noise,104
12,86,2,no_noise,47
12,87,1,noise,38
12,88,2,no_noise,123
12,89,4,no_noise,130
12,90,1,no_noise,111
12,91,2,no_noise,109
12,92,4,no_noise,133
12,93,2,no_noise,163
12,94,4,noise,112
12,95,1,noise,180
12,96,2,noise,156
12,97,1,noise,87
12,98,2,noise,169
12,99,1,noise,56
12,100,2,noise,153
12,101,2,no_noise,44
12,102,4,no_noise,116
12,103,2,noise,2
12,104,2,noise,37
12,105,1,noise,29
12,106,1,no_noise,28
12,107,1,no_noise,86
12,108,2,noise,71
12,109,1,no_noise,151
12,110,2,noise,122
12,111,4,noise,108
12,112,2,noise,158
12,113,4,noise,34
12,114,2,no_noise,51
12,115,1,no_noise,165
12,116,4,noise,7
12,117,1,no_noise,113
12,118,4,no_noise,146
12,119,1,no_noise,73
12,120,2,noise,4
12,121,1,noise,132
12,122,4,no_noise,83
12,123,1,noise,3
12,124,4,noise,157
12,125,4,no_noise,171
12,126,1,noise,92
12,127,2,noise,110
12,128,4,no_noise,96
12,129,1,no_noise,179
12,130,1,no_noise,69
12,131,4,noise,167
12,132,4,noise,85
12,133,1,no_noise,64
12,134,1,noise,16
12,135,1,no_noise,78
12,136,1,no_noise,170
12,137,4,noise,43
12,138,4,no_noise,149
12,139,4,noise,168
12,140,4,no_noise,45
12,141,1,noise,91
12,142,4,noise,136
12,143,2,no_noise,103
12,144,2,noise,1
12,145,1,no_noise,164
12,146,4,no_noise,175
12,147,1,no_noise,121
12,148,2,noise,106
12,149,1,noise,94
12,150,1,no_noise,176
12,151,4,no_noise,135
12,152,2,no_noise,84
12,153,2,no_noise,31
12,154,2,noise,32
12,155,4,no_noise,99
12,156,2,noise,52
12,157,2,no_noise,26
12,158,4,no_noise,76
12,159,4,no_noise,72
12,160,1,noise,22
12,161,4,noise,74
12,162,4,no_noise,125
12,163,4,noise,128
12,164,2,noise,173
12,165,1,no_noise,159
12,166,4,noise,35
12,167,1,noise,42
12,168,2,noise,68
12,169,1,no_noise,114
12,170,1,noise,147
12,171,2,noise,66
12,172,1,no_noise,102
12,173,2,no_noise,174
12,174,2,noise,145
12,175,4,no_noise,152
12,176,1,noise,49
12,177,1,noise,48
12,178,2,noise,89
12,179,4,no_noise,21
12,180,2,no_noise,154
