prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
6,5,401,noise,1,229
6,5,402,no_noise,1,214
6,5,403,no_noise,1,140
6,5,404,noise,1,592
6,5,405,no_noise,1,751
6,5,406,no_noise,1,337
6,5,407,noise,4,30
6,5,408,noise,4,347
6,5,409,noise,1,142
6,5,410,no_noise,4,637
6,5,411,no_noise,4,11
6,5,412,noise,4,817
6,5,413,no_noise,4,854
6,5,414,no_noise,1,202
6,5,415,noise,1,236
6,5,416,no_noise,1,580
6,5,417,noise,1,591
6,5,418,no_noise,4,604
6,5,419,noise,4,789
6,5,420,noise,4,135
6,5,421,noise,1,431
6,5,422,no_noise,1,115
6,5,423,noise,1,556
6,5,424,noise,4,713
6,5,425,no_noise,4,818
6,5,426,no_noise,4,332
6,5,427,noise,1,728
6,5,428,noise,1,561
6,5,429,noise,4,327
6,5,430,no_noise,1,786
6,5,431,no_noise,4,434
6,5,432,no_noise,1,943
6,5,433,noise,1,785
6,5,434,no_noise,4,328
6,5,435,no_noise,1,618
6,5,436,noise,4,620
6,5,437,no_noise,1,284
6,5,438,no_noise,4,840
6,5,439,no_noise,4,95
6,5,440,noise,1,312
6,5,441,noise,1,175
6,5,442,no_noise,4,887
6,5,443,no_noise,1,857
6,5,444,noise,4,212
6,5,445,no_noise,4,578
6,5,446,noise,4,299
6,5,447,no_noise,4,819
6,5,448,noise,1,324
6,5,449,no_noise,1,106
6,5,450,no_noise,1,99
6,5,451,noise,1,292
6,5,452,no_noise,4,289
6,5,453,no_noise,4,878
6,5,454,no_noise,1,63
6,5,455,noise,4,568
6,5,456,no_noise,1,1000
6,5,457,no_noise,4,254
6,5,458,no_noise,1,739
6,5,459,no_noise,4,960
6,5,460,noise,4,225
6,5,461,noise,1,217
6,5,462,no_noise,1,875
6,5,463,noise,1,584
6,5,464,noise,4,180
6,5,465,noise,4,429
6,5,466,no_noise,4,247
6,5,467,no_noise,4,923
6,5,468,noise,4,198
6,5,469,noise,4,147
6,5,470,no_noise,4,498
6,5,471,noise,4,96
6,5,472,noise,1,454
6,5,473,noise,1,137
6,5,474,no_noise,1,300
6,5,475,noise,4,239
6,5,476,no_noise,1,352
6,5,477,noise,4,722
6,5,478,no_noise,4,823
6,5,479,noise,4,479
6,5,480,no_noise,1,293
6,5,481,noise,4,273
6,5,482,noise,1,885
6,5,483,noise,4,226
6,5,484,no_noise,1,342
6,5,485,noise,4,516
6,5,486,noise,1,900
6,5,487,noise,1,764
6,5,488,noise,4,51
6,5,489,noise,1,321
6,5,490,no_noise,1,716
6,5,491,noise,4,410
6,5,492,no_noise,4,870
6,5,493,noise,4,934
6,5,494,noise,4,904
6,5,495,noise,1,962
6,5,496,no_noise,4,845
6,5,497,noise,4,957
6,5,498,no_noise,1,538
6,5,499,no_noise,4,345
6,5,500,noise,4,513
