prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
7,5,401,4,no_noise,340
7,5,402,1,no_noise,65
7,5,403,1,noise,768
7,5,404,1,noise,749
7,5,405,4,noise,270
7,5,406,1,no_noise,212
7,5,407,1,no_noise,874
7,5,408,4,noise,48
7,5,409,4,noise,601
7,5,410,4,noise,202
7,5,411,1,no_noise,207
7,5,412,4,noise,68
7,5,413,1,no_noise,934
7,5,414,4,noise,966
7,5,415,1,no_noise,226
7,5,416,1,no_noise,243
7,5,417,1,no_noise,141
7,5,418,1,noise,112
7,5,419,4,noise,648
7,5,420,1,noise,559
7,5,421,1,no_noise,925
7,5,422,4,no_noise,331
7,5,423,4,noise,66
7,5,424,1,no_noise,368
7,5,425,4,no_noise,690
7,5,426,4,no_noise,313
7,5,427,1,no_noise,759
7,5,428,4,noise,182
7,5,429,1,no_noise,253
7,5,430,1,noise,588
7,5,431,1,no_noise,776
7,5,432,4,noise,318
7,5,433,4,noise,889
7,5,434,4,no_noise,371
7,5,435,1,no_noise,64
7,5,436,4,noise,608
7,5,437,4,no_noise,19
7,5,438,4,no_noise,55
7,5,439,1,noise,373
7,5,440,4,no_noise,845
7,5,441,4,noise,674
7,5,442,4,no_noise,392
7,5,443,1,noise,606
7,5,444,1,no_noise,742
7,5,445,4,noise,483
7,5,446,4,noise,127
7,5,447,4,no_noise,135
7,5,448,1,noise,476
7,5,449,1,noise,852
7,5,450,1,noise,365
7,5,451,4,noise,81
7,5,452,1,no_noise,538
7,5,453,4,noise,359
7,5,454,4,no_noise,360
7,5,455,1,no_noise,97
7,5,456,1,noise,629
7,5,457,1,noise,473
7,5,458,4,no_noise,446
7,5,459,4,noise,260
7,5,460,1,noise,67
7,5,461,1,no_noise,137
7,5,462,1,no_noise,248
7,5,463,1,noise,300
7,5,464,1,noise,472
7,5,465,1,no_noise,784
7,5,466,4,noise,901
7,5,467,1,noise,741
7,5,468,4,noise,760
7,5,469,1,noise,450
7,5,470,1,noise,829
7,5,471,4,no_noise,851
7,5,472,1,no_noise,309
7,5,473,4,noise,217
7,5,474,1,noise,86
7,5,475,4,no_noise,79
7,5,476,1,noise,643
7,5,477,4,noise,381
7,5,478,4,no_noise,11
7,5,479,4,noise,292
7,5,480,1,no_noise,777
7,5,481,4,noise,436
7,5,482,4,noise,341
7,5,483,4,noise,625
7,5,484,1,no_noise,409
7,5,485,4,noise,602
7,5,486,1,no_noise,820
7,5,487,4,no_noise,362
7,5,488,4,no_noise,675
7,5,489,1,no_noise,426
7,5,490,1,noise,408
7,5,491,4,noise,881
7,5,492,1,no_noise,93
7,5,493,4,no_noise,76
7,5,494,4,no_noise,716
7,5,495,1,noise,876
7,5,496,1,no_noise,466
7,5,497,1,noise,761
7,5,498,1,no_noise,6
7,5,499,4,no_noise,388
7,5,500,4,no_noise,887
