prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,9,801,noise,1,894
4,9,802,noise,1,396
4,9,803,no_noise,1,934
4,9,804,noise,1,197
4,9,805,no_noise,1,367
4,9,806,no_noise,4,512
4,9,807,no_noise,4,23
4,9,808,noise,1,505
4,9,809,noise,4,385
4,9,810,noise,4,552
4,9,811,noise,4,234
4,9,812,noise,1,327
4,9,813,no_noise,1,350
4,9,814,noise,4,144
4,9,815,noise,1,535
4,9,816,noise,1,60
4,9,817,noise,1,469
4,9,818,no_noise,1,254
4,9,819,noise,4,499
4,9,820,no_noise,1,314
4,9,821,noise,1,54
4,9,822,no_noise,4,989
4,9,823,no_noise,4,775
4,9,824,no_noise,4,445
4,9,825,noise,1,427
4,9,826,no_noise,1,348
4,9,827,noise,4,89
4,9,828,no_noise,4,498
4,9,829,no_noise,1,577
4,9,830,noise,1,727
4,9,831,no_noise,4,82
4,9,832,noise,1,941
4,9,833,noise,1,939
4,9,834,no_noise,1,172
4,9,835,no_noise,4,378
4,9,836,no_noise,1,851
4,9,837,no_noise,4,353
4,9,838,noise,4,823
4,9,839,noise,1,289
4,9,840,noise,4,669
4,9,841,noise,4,497
4,9,842,noise,4,841
4,9,843,no_noise,4,416
4,9,844,no_noise,1,424
4,9,845,noise,4,616
4,9,846,noise,4,334
4,9,847,noise,4,201
4,9,848,no_noise,1,596
4,9,849,noise,1,191
4,9,850,noise,1,733
4,9,851,no_noise,1,819
4,9,852,no_noise,1,464
4,9,853,no_noise,4,58
4,9,854,noise,1,322
4,9,855,noise,4,615
4,9,856,noise,1,670
4,9,857,no_noise,4,130
4,9,858,noise,4,66
4,9,859,no_noise,1,862
4,9,860,noise,1,828
4,9,861,no_noise,4,34
4,9,862,noise,1,964
4,9,863,noise,1,102
4,9,864,no_noise,4,25
4,9,865,noise,1,29
4,9,866,no_noise,4,337
4,9,867,noise,1,857
4,9,868,noise,4,128
4,9,869,noise,1,308
4,9,870,no_noise,1,72
4,9,871,no_noise,4,981
4,9,872,noise,4,956
4,9,873,no_noise,4,470
4,9,874,noise,1,570
4,9,875,no_noise,1,84
4,9,876,no_noise,1,19
4,9,877,no_noise,1,741
4,9,878,no_noise,1,831
4,9,879,no_noise,1,281
4,9,880,noise,1,912
4,9,881,no_noise,4,838
4,9,882,no_noise,1,473
4,9,883,no_noise,4,778
4,9,884,noise,4,413
4,9,885,no_noise,4,520
4,9,886,no_noise,1,1
4,9,887,noise,1,3
4,9,888,noise,4,658
4,9,889,no_noise,1,462
4,9,890,no_noise,1,142
4,9,891,no_noise,1,432
4,9,892,no_noise,4,357
4,9,893,no_noise,1,517
4,9,894,no_noise,1,267
4,9,895,no_noise,1,492
4,9,896,noise,1,946
4,9,897,noise,4,663
4,9,898,no_noise,1,124
4,9,899,no_noise,1,936
4,9,900,no_noise,4,901
