prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
2,5,401,4,noise,203
2,5,402,1,no_noise,420
2,5,403,4,noise,391
2,5,404,1,noise,931
2,5,405,4,noise,574
2,5,406,4,noise,213
2,5,407,1,no_noise,235
2,5,408,1,noise,462
2,5,409,1,noise,180
2,5,410,4,noise,113
2,5,411,1,no_noise,357
2,5,412,4,no_noise,30
2,5,413,4,no_noise,908
2,5,414,4,no_noise,605
2,5,415,1,no_noise,999
2,5,416,1,no_noise,942
2,5,417,1,no_noise,741
2,5,418,4,noise,475
2,5,419,1,noise,451
2,5,420,1,no_noise,436
2,5,421,1,noise,428
2,5,422,4,noise,406
2,5,423,4,no_noise,556
2,5,424,1,noise,840
2,5,425,4,no_noise,15
2,5,426,1,noise,547
2,5,427,4,no_noise,392
2,5,428,1,no_noise,711
2,5,429,1,no_noise,619
2,5,430,4,no_noise,231
2,5,431,4,no_noise,722
2,5,432,4,noise,318
2,5,433,4,no_noise,151
2,5,434,1,no_noise,267
2,5,435,4,noise,646
2,5,436,4,no_noise,496
2,5,437,1,noise,935
2,5,438,1,noise,757
2,5,439,1,no_noise,3
2,5,440,1,no_noise,703
2,5,441,1,noise,786
2,5,442,1,noise,917
2,5,443,4,no_noise,563
2,5,444,4,no_noise,641
2,5,445,4,noise,632
2,5,446,4,no_noise,17
2,5,447,1,noise,493
2,5,448,4,noise,468
2,5,449,1,no_noise,623
2,5,450,4,no_noise,41
2,5,451,4,noise,24
2,5,452,1,no_noise,127
2,5,453,1,noise,793
2,5,454,1,no_noise,277
2,5,455,1,noise,93
2,5,456,1,noise,899
2,5,457,4,no_noise,138
2,5,458,4,noise,918
2,5,459,4,no_noise,98
2,5,460,4,no_noise,700
2,5,461,4,noise,891
2,5,462,1,no_noise,47
2,5,463,4,no_noise,178
2,5,464,4,no_noise,487
2,5,465,1,no_noise,889
2,5,466,4,no_noise,778
2,5,467,1,no_noise,87
2,5,468,4,no_noise,737
2,5,469,4,noise,799
2,5,470,1,no_noise,807
2,5,471,1,no_noise,665
2,5,472,4,no_noise,836
2,5,473,4,noise,749
2,5,474,4,no_noise,723
2,5,475,1,noise,467
2,5,476,4,no_noise,652
2,5,477,1,noise,107
2,5,478,4,no_noise,730
2,5,479,1,noise,431
2,5,480,4,no_noise,847
2,5,481,1,no_noise,578
2,5,482,4,noise,983
2,5,483,4,noise,751
2,5,484,1,noise,630
2,5,485,1,no_noise,251
2,5,486,4,no_noise,369
2,5,487,1,no_noise,310
2,5,488,1,no_noise,49
2,5,489,4,noise,301
2,5,490,4,no_noise,967
2,5,491,4,no_noise,68
2,5,492,1,no_noise,192
2,5,493,1,no_noise,347
2,5,494,4,no_noise,464
2,5,495,4,noise,328
2,5,496,1,noise,67
2,5,497,4,noise,209
2,5,498,1,noise,405
2,5,499,1,noise,375
2,5,500,4,noise,960
