prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,6,501,no_noise,1,485
5,6,502,no_noise,1,207
5,6,503,no_noise,1,468
5,6,504,no_noise,1,650
5,6,505,no_noise,1,361
5,6,506,noise,1,884
5,6,507,no_noise,1,524
5,6,508,no_noise,1,605
5,6,509,no_noise,4,648
5,6,510,no_noise,1,736
5,6,511,no_noise,1,179
5,6,512,noise,4,496
5,6,513,no_noise,1,639
5,6,514,no_noise,1,927
5,6,515,noise,1,537
5,6,516,noise,1,236
5,6,517,noise,4,878
5,6,518,noise,4,911
5,6,519,no_noise,4,583
5,6,520,no_noise,4,158
5,6,521,noise,1,789
5,6,522,noise,1,611
5,6,523,no_noise,1,415
5,6,524,no_noise,4,919
5,6,525,noise,4,38
5,6,526,noise,4,94
5,6,527,no_noise,4,843
5,6,528,no_noise,4,527
5,6,529,no_noise,1,338
5,6,530,noise,1,408
5,6,531,noise,1,781
5,6,532,noise,4,552
5,6,533,no_noise,4,751
5,6,534,no_noise,1,331
5,6,535,no_noise,4,294
5,6,536,noise,4,683
5,6,537,noise,1,765
5,6,538,noise,4,655
5,6,539,noise,1,940
5,6,540,noise,4,22
5,6,541,no_noise,4,36
5,6,542,no_noise,4,794
5,6,543,noise,1,201
5,6,544,no_noise,4,19
5,6,545,no_noise,4,812
5,6,546,noise,4,417
5,6,547,no_noise,4,903
5,6,548,noise,1,360
5,6,549,noise,1,127
5,6,550,no_noise,1,923
5,6,551,no_noise,1,894
5,6,552,no_noise,1,103
5,6,553,no_noise,4,656
5,6,554,noise,4,347
5,6,555,no_noise,4,428
5,6,556,no_noise,1,177
5,6,557,noise,4,511
5,6,558,noise,4,187
5,6,559,noise,1,684
5,6,560,noise,4,205
5,6,561,no_noise,1,763
5,6,562,noise,1,787
5,6,563,no_noise,4,875
5,6,564,no_noise,4,950
5,6,565,no_noise,4,800
5,6,566,no_noise,4,591
5,6,567,noise,1,152
5,6,568,no_noise,4,86
5,6,569,noise,4,657
5,6,570,noise,4,168
5,6,571,noise,4,574
5,6,572,no_noise,4,264
5,6,573,noise,1,244
5,6,574,noise,1,685
5,6,575,no_noise,1,142
5,6,576,noise,1,58
5,6,577,noise,4,671
5,6,578,no_noise,4,747
5,6,579,no_noise,1,459
5,6,580,noise,4,109
5,6,581,noise,1,443
5,6,582,no_noise,4,82
5,6,583,no_noise,1,825
5,6,584,noise,4,673
5,6,585,no_noise,1,373
5,6,586,noise,1,766
5,6,587,no_noise,4,724
5,6,588,noise,1,667
5,6,589,noise,4,32
5,6,590,no_noise,1,869
5,6,591,noise,1,230
5,6,592,noise,1,398
5,6,593,no_noise,4,324
5,6,594,no_noise,4,779
5,6,595,noise,1,581
5,6,596,no_noise,1,220
5,6,597,noise,1,561
5,6,598,noise,1,653
5,6,599,noise,4,330
5,6,600,noise,4,68
