prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
9,5,401,4,no_noise,641
9,5,402,1,noise,77
9,5,403,4,no_noise,890
9,5,404,1,noise,907
9,5,405,4,no_noise,230
9,5,406,1,no_noise,112
9,5,407,4,noise,36
9,5,408,1,noise,627
9,5,409,4,no_noise,811
9,5,410,1,no_noise,231
9,5,411,1,noise,509
9,5,412,4,no_noise,867
9,5,413,1,no_noise,848
9,5,414,1,no_noise,415
9,5,415,1,no_noise,237
9,5,416,4,noise,293
9,5,417,1,no_noise,739
9,5,418,4,noise,295
9,5,419,4,no_noise,6
9,5,420,1,noise,37
9,5,421,1,noise,497
9,5,422,4,no_noise,217
9,5,423,1,no_noise,185
9,5,424,1,no_noise,817
9,5,425,4,no_noise,873
9,5,426,1,noise,359
9,5,427,1,noise,594
9,5,428,1,noise,175
9,5,429,4,noise,816
9,5,430,1,noise,646
9,5,431,4,no_noise,316
9,5,432,4,no_noise,927
9,5,433,1,no_noise,20
9,5,434,4,no_noise,809
9,5,435,1,no_noise,474
9,5,436,1,noise,841
9,5,437,1,no_noise,476
9,5,438,4,no_noise,32
9,5,439,4,noise,733
9,5,440,1,no_noise,500
9,5,441,4,noise,861
9,5,442,1,noise,143
9,5,443,4,noise,595
9,5,444,1,no_noise,520
9,5,445,1,no_noise,206
9,5,446,1,no_noise,410
9,5,447,1,no_noise,756
9,5,448,4,no_noise,582
9,5,449,4,noise,42
9,5,450,4,no_noise,563
9,5,451,1,noise,655
9,5,452,1,noise,843
9,5,453,1,noise,671
9,5,454,4,no_noise,116
9,5,455,4,noise,911
9,5,456,1,no_noise,141
9,5,457,1,noise,23
9,5,458,4,no_noise,323
9,5,459,4,no_noise,145
9,5,460,1,no_noise,885
9,5,461,1,no_noise,717
9,5,462,1,no_noise,598
9,5,463,1,no_noise,301
9,5,464,1,noise,306
9,5,465,1,noise,630
9,5,466,4,noise,765
9,5,467,1,no_noise,340
9,5,468,1,noise,414
9,5,469,4,no_noise,851
9,5,470,4,noise,249
9,5,471,1,noise,983
9,5,472,4,noise,666
9,5,473,4,no_noise,584
9,5,474,4,noise,433
9,5,475,1,no_noise,826
9,5,476,4,noise,751
9,5,477,4,no_noise,395
9,5,478,1,noise,505
9,5,479,4,no_noise,121
9,5,480,1,noise,673
9,5,481,1,noise,220
9,5,482,1,noise,102
9,5,483,1,noise,125
9,5,484,1,no_noise,909
9,5,485,1,noise,430
9,5,486,1,no_noise,463
9,5,487,1,noise,979
9,5,488,4,noise,887
9,5,489,4,no_noise,772
9,5,490,4,noise,685
9,5,491,4,no_noise,297
9,5,492,1,no_noise,625
9,5,493,4,noise,192
9,5,494,4,noise,682
9,5,495,1,no_noise,854
9,5,496,4,no_noise,517
9,5,497,1,no_noise,692
9,5,498,4,no_noise,398
9,5,499,1,no_noise,901
9,5,500,4,noise,723
