prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,4,301,no_noise,1,595
4,4,302,no_noise,4,307
4,4,303,no_noise,1,962
4,4,304,no_noise,4,815
4,4,305,noise,4,580
4,4,306,noise,4,567
4,4,307,no_noise,1,916
4,4,308,no_noise,1,295
4,4,309,no_noise,1,660
4,4,310,no_noise,1,398
4,4,311,noise,1,171
4,4,312,no_noise,1,460
4,4,313,noise,1,785
4,4,314,no_noise,1,855
4,4,315,no_noise,4,909
4,4,316,noise,1,112
4,4,317,noise,1,299
4,4,318,noise,1,910
4,4,319,noise,1,808
4,4,320,noise,1,533
4,4,321,no_noise,4,915
4,4,322,no_noise,1,870
4,4,323,noise,4,442
4,4,324,noise,4,257
4,4,325,noise,4,730
4,4,326,noise,4,69
4,4,327,no_noise,4,538
4,4,328,noise,4,444
4,4,329,no_noise,4,922
4,4,330,noise,4,119
4,4,331,no_noise,4,555
4,4,332,noise,4,435
4,4,333,no_noise,1,543
4,4,334,noise,4,489
4,4,335,noise,4,310
4,4,336,no_noise,1,758
4,4,337,no_noise,4,263
4,4,338,noise,4,822
4,4,339,noise,4,700
4,4,340,no_noise,1,344
4,4,341,no_noise,4,874
4,4,342,noise,4,575
4,4,343,no_noise,4,588
4,4,344,noise,4,656
4,4,345,noise,4,986
4,4,346,noise,4,617
4,4,347,no_noise,4,162
4,4,348,no_noise,4,386
4,4,349,noise,1,121
4,4,350,no_noise,4,676
4,4,351,noise,4,452
4,4,352,no_noise,1,548
4,4,353,noise,1,421
4,4,354,noise,4,518
4,4,355,noise,4,160
4,4,356,noise,1,372
4,4,357,no_noise,1,835
4,4,358,noise,1,679
4,4,359,no_noise,1,688
4,4,360,noise,4,563
4,4,361,no_noise,1,415
4,4,362,noise,4,51
4,4,363,no_noise,4,161
4,4,364,no_noise,1,193
4,4,365,noise,1,759
4,4,366,noise,4,888
4,4,367,no_noise,4,574
4,4,368,no_noise,1,685
4,4,369,no_noise,4,362
4,4,370,noise,1,672
4,4,371,noise,1,113
4,4,372,no_noise,1,10
4,4,373,noise,1,27
4,4,374,no_noise,4,667
4,4,375,noise,4,557
4,4,376,no_noise,4,763
4,4,377,noise,1,683
4,4,378,no_noise,4,597
4,4,379,noise,4,217
4,4,380,no_noise,4,821
4,4,381,no_noise,1,983
4,4,382,no_noise,4,755
4,4,383,noise,4,623
4,4,384,no_noise,4,62
4,4,385,noise,4,224
4,4,386,no_noise,4,929
4,4,387,no_noise,1,540
4,4,388,no_noise,4,551
4,4,389,noise,4,418
4,4,390,no_noise,1,456
4,4,391,noise,1,156
4,4,392,no_noise,4,11
4,4,393,no_noise,4,719
4,4,394,noise,1,783
4,4,395,noise,1,627
4,4,396,no_noise,1,222
4,4,397,no_noise,1,111
4,4,398,no_noise,1,321
4,4,399,no_noise,1,827
4,4,400,noise,1,848
