prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
7,10,901,4,no_noise,439
7,10,902,4,noise,431
7,10,903,1,no_noise,169
7,10,904,1,noise,635
7,10,905,4,no_noise,953
7,10,906,4,noise,353
7,10,907,4,noise,286
7,10,908,4,no_noise,535
7,10,909,1,noise,69
7,10,910,4,no_noise,819
7,10,911,1,noise,650
7,10,912,1,no_noise,23
7,10,913,4,noise,838
7,10,914,1,noise,668
7,10,915,1,noise,539
7,10,916,4,noise,489
7,10,917,4,no_noise,51
7,10,918,1,noise,770
7,10,919,4,noise,321
7,10,920,1,noise,968
7,10,921,4,no_noise,516
7,10,922,1,noise,997
7,10,923,1,noise,84
7,10,924,1,noise,210
7,10,925,1,noise,548
7,10,926,1,noise,702
7,10,927,1,noise,303
7,10,928,4,no_noise,536
7,10,929,4,noise,460
7,10,930,1,noise,358
7,10,931,1,noise,173
7,10,932,4,noise,718
7,10,933,1,no_noise,27
7,10,934,1,noise,526
7,10,935,4,noise,336
7,10,936,4,noise,540
7,10,937,4,no_noise,782
7,10,938,1,noise,611
7,10,939,4,no_noise,963
7,10,940,1,noise,378
7,10,941,4,noise,882
7,10,942,1,no_noise,35
7,10,943,4,no_noise,230
7,10,944,1,noise,63
7,10,945,4,no_noise,713
7,10,946,4,no_noise,590
7,10,947,4,no_noise,41
7,10,948,1,no_noise,122
7,10,949,1,no_noise,34
7,10,950,4,noise,50
7,10,951,1,no_noise,480
7,10,952,4,no_noise,793
7,10,953,1,no_noise,422
7,10,954,4,noise,973
7,10,955,1,noise,609
7,10,956,1,noise,252
7,10,957,1,no_noise,30
7,10,958,4,noise,529
7,10,959,1,noise,710
7,10,960,4,noise,725
7,10,961,4,no_noise,276
7,10,962,1,noise,482
7,10,963,4,no_noise,266
7,10,964,1,no_noise,746
7,10,965,4,noise,486
7,10,966,4,no_noise,295
7,10,967,4,no_noise,59
7,10,968,1,noise,753
7,10,969,4,no_noise,21
7,10,970,4,no_noise,382
7,10,971,4,no_noise,60
7,10,972,4,noise,622
7,10,973,4,no_noise,613
7,10,974,1,noise,305
7,10,975,4,no_noise,836
7,10,976,1,noise,194
7,10,977,1,no_noise,896
7,10,978,1,no_noise,325
7,10,979,4,no_noise,435
7,10,980,1,no_noise,708
7,10,981,4,noise,277
7,10,982,1,noise,88
7,10,983,4,no_noise,567
7,10,984,1,no_noise,370
7,10,985,1,no_noise,192
7,10,986,4,noise,316
7,10,987,1,no_noise,500
7,10,988,1,no_noise,842
7,10,989,1,no_noise,978
7,10,990,4,no_noise,788
7,10,991,1,noise,729
7,10,992,4,noise,200
7,10,993,4,no_noise,898
7,10,994,1,no_noise,717
7,10,995,4,noise,939
7,10,996,1,no_noise,8
7,10,997,4,noise,75
7,10,998,1,noise,178
7,10,999,4,noise,704
7,10,1000,4,no_noise,864
