prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,6,501,no_noise,1,705
4,6,502,no_noise,1,807
4,6,503,noise,1,849
4,6,504,no_noise,4,609
4,6,505,no_noise,1,666
4,6,506,noise,1,449
4,6,507,noise,4,200
4,6,508,noise,1,338
4,6,509,no_noise,1,206
4,6,510,no_noise,1,1000
4,6,511,no_noise,4,749
4,6,512,no_noise,1,817
4,6,513,noise,1,810
4,6,514,noise,4,998
4,6,515,no_noise,4,836
4,6,516,no_noise,1,606
4,6,517,noise,4,471
4,6,518,no_noise,1,77
4,6,519,noise,1,187
4,6,520,noise,4,751
4,6,521,no_noise,1,724
4,6,522,noise,1,423
4,6,523,no_noise,1,830
4,6,524,noise,1,626
4,6,525,no_noise,1,184
4,6,526,no_noise,4,686
4,6,527,no_noise,1,604
4,6,528,noise,4,582
4,6,529,no_noise,1,712
4,6,530,noise,1,481
4,6,531,no_noise,4,594
4,6,532,no_noise,4,472
4,6,533,no_noise,4,18
4,6,534,noise,4,787
4,6,535,noise,1,824
4,6,536,no_noise,1,288
4,6,537,noise,1,486
4,6,538,no_noise,4,155
4,6,539,noise,1,791
4,6,540,noise,4,215
4,6,541,no_noise,4,94
4,6,542,noise,1,726
4,6,543,no_noise,1,80
4,6,544,no_noise,4,433
4,6,545,no_noise,4,104
4,6,546,no_noise,1,262
4,6,547,noise,4,632
4,6,548,no_noise,1,212
4,6,549,no_noise,4,107
4,6,550,no_noise,1,384
4,6,551,noise,4,675
4,6,552,noise,4,877
4,6,553,no_noise,1,603
4,6,554,no_noise,1,266
4,6,555,noise,1,511
4,6,556,noise,4,383
4,6,557,no_noise,4,720
4,6,558,noise,1,777
4,6,559,noise,4,203
4,6,560,no_noise,1,115
4,6,561,noise,4,773
4,6,562,no_noise,4,300
4,6,563,no_noise,4,742
4,6,564,no_noise,1,938
4,6,565,noise,4,412
4,6,566,noise,4,959
4,6,567,no_noise,1,949
4,6,568,no_noise,4,345
4,6,569,noise,4,65
4,6,570,no_noise,4,530
4,6,571,noise,1,524
4,6,572,noise,1,649
4,6,573,no_noise,4,394
4,6,574,noise,4,789
4,6,575,no_noise,4,5
4,6,576,noise,1,561
4,6,577,noise,4,180
4,6,578,no_noise,4,723
4,6,579,no_noise,1,640
4,6,580,no_noise,1,655
4,6,581,noise,4,410
4,6,582,no_noise,4,927
4,6,583,no_noise,4,996
4,6,584,no_noise,4,718
4,6,585,no_noise,1,371
4,6,586,noise,1,496
4,6,587,noise,1,542
4,6,588,no_noise,1,360
4,6,589,noise,1,571
4,6,590,noise,4,641
4,6,591,no_noise,1,516
4,6,592,no_noise,4,801
4,6,593,no_noise,1,905
4,6,594,noise,4,374
4,6,595,noise,1,32
4,6,596,no_noise,4,802
4,6,597,no_noise,4,363
4,6,598,no_noise,4,803
4,6,599,no_noise,1,839
4,6,600,noise,4,240
