prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
4,2,101,no_noise,1,145
4,2,102,no_noise,4,770
4,2,103,noise,1,896
4,2,104,no_noise,1,974
4,2,105,no_noise,4,886
4,2,106,no_noise,4,9
4,2,107,noise,4,873
4,2,108,noise,4,971
4,2,109,noise,1,2
4,2,110,noise,4,942
4,2,111,no_noise,4,157
4,2,112,noise,1,341
4,2,113,noise,1,319
4,2,114,no_noise,4,95
4,2,115,no_noise,1,967
4,2,116,noise,1,326
4,2,117,noise,4,750
4,2,118,no_noise,1,534
4,2,119,noise,1,528
4,2,120,no_noise,1,568
4,2,121,noise,4,804
4,2,122,no_noise,4,441
4,2,123,noise,4,182
4,2,124,no_noise,1,375
4,2,125,noise,1,387
4,2,126,no_noise,1,248
4,2,127,noise,4,493
4,2,128,no_noise,4,635
4,2,129,noise,4,185
4,2,130,noise,4,933
4,2,131,noise,1,731
4,2,132,noise,1,769
4,2,133,no_noise,4,477
4,2,134,noise,1,226
4,2,135,noise,4,186
4,2,136,no_noise,1,565
4,2,137,noise,4,170
4,2,138,no_noise,1,786
4,2,139,noise,1,859
4,2,140,noise,4,453
4,2,141,noise,1,840
4,2,142,noise,4,100
4,2,143,noise,1,550
4,2,144,no_noise,4,677
4,2,145,no_noise,1,569
4,2,146,noise,4,139
4,2,147,no_noise,4,562
4,2,148,noise,4,818
4,2,149,noise,4,657
4,2,150,noise,1,250
4,2,151,no_noise,4,611
4,2,152,noise,4,90
4,2,153,no_noise,4,467
4,2,154,noise,1,891
4,2,155,noise,1,681
4,2,156,noise,1,653
4,2,157,noise,1,358
4,2,158,no_noise,4,980
4,2,159,no_noise,1,708
4,2,160,noise,1,879
4,2,161,no_noise,4,832
4,2,162,noise,4,325
4,2,163,noise,1,478
4,2,164,noise,1,527
4,2,165,noise,1,313
4,2,166,no_noise,1,833
4,2,167,noise,1,976
4,2,168,noise,1,630
4,2,169,noise,1,8
4,2,170,no_noise,1,813
4,2,171,noise,1,646
4,2,172,noise,4,165
4,2,173,no_noise,1,650
4,2,174,noise,4,809
4,2,175,no_noise,1,287
4,2,176,noise,4,735
4,2,177,noise,1,978
4,2,178,no_noise,1,573
4,2,179,no_noise,4,662
4,2,180,no_noise,4,691
4,2,181,no_noise,4,259
4,2,182,noise,4,954
4,2,183,no_noise,4,872
4,2,184,noise,1,40
4,2,185,no_noise,4,494
4,2,186,no_noise,1,906
4,2,187,noise,4,366
4,2,188,no_noise,1,196
4,2,189,noise,1,280
4,2,190,no_noise,4,636
4,2,191,noise,4,406
4,2,192,no_noise,4,697
4,2,193,noise,1,902
4,2,194,no_noise,1,243
4,2,195,noise,1,258
4,2,196,noise,1,671
4,2,197,noise,1,329
4,2,198,noise,1,434
4,2,199,noise,4,812
4,2,200,no_noise,1,129
