prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
3,2,101,4,no_noise,605
3,2,102,1,noise,399
3,2,103,4,no_noise,707
3,2,104,1,noise,335
3,2,105,1,noise,397
3,2,106,4,no_noise,891
3,2,107,4,no_noise,645
3,2,108,4,no_noise,317
3,2,109,4,no_noise,398
3,2,110,1,noise,130
3,2,111,4,no_noise,292
3,2,112,1,noise,706
3,2,113,4,noise,609
3,2,114,4,no_noise,182
3,2,115,4,noise,920
3,2,116,4,no_noise,679
3,2,117,4,noise,279
3,2,118,1,noise,216
3,2,119,1,no_noise,653
3,2,120,1,noise,926
3,2,121,4,noise,162
3,2,122,1,no_noise,881
3,2,123,4,noise,180
3,2,124,1,no_noise,660
3,2,125,1,noise,148
3,2,126,4,noise,966
3,2,127,4,noise,374
3,2,128,1,no_noise,315
3,2,129,4,no_noise,224
3,2,130,1,no_noise,152
3,2,131,4,noise,845
3,2,132,1,no_noise,886
3,2,133,1,noise,10
3,2,134,4,noise,576
3,2,135,4,noise,70
3,2,136,4,noise,543
3,2,137,4,no_noise,314
3,2,138,4,no_noise,316
3,2,139,1,noise,482
3,2,140,4,noise,293
3,2,141,4,noise,696
3,2,142,1,noise,640
3,2,143,1,no_noise,319
3,2,144,4,no_noise,558
3,2,145,4,noise,874
3,2,146,1,no_noise,658
3,2,147,1,noise,773
3,2,148,1,noise,443
3,2,149,1,noise,568
3,2,150,4,noise,762
3,2,151,1,no_noise,249
3,2,152,4,noise,485
3,2,153,4,noise,785
3,2,154,1,noise,457
3,2,155,1,no_noise,751
3,2,156,4,no_noise,242
3,2,157,1,noise,750
3,2,158,1,no_noise,802
3,2,159,1,noise,352
3,2,160,1,no_noise,27
3,2,161,1,noise,157
3,2,162,1,no_noise,760
3,2,163,1,no_noise,520
3,2,164,4,no_noise,323
3,2,165,1,noise,516
3,2,166,1,no_noise,465
3,2,167,4,no_noise,904
3,2,168,4,no_noise,594
3,2,169,4,noise,280
3,2,170,1,noise,517
3,2,171,1,no_noise,69
3,2,172,1,noise,17
3,2,173,1,no_noise,662
3,2,174,4,no_noise,983
3,2,175,1,no_noise,915
3,2,176,4,noise,913
3,2,177,4,no_noise,857
3,2,178,4,noise,92
3,2,179,4,no_noise,51
3,2,180,4,noise,879
3,2,181,1,noise,537
3,2,182,1,noise,533
3,2,183,1,no_noise,591
3,2,184,4,noise,900
3,2,185,4,noise,434
3,2,186,1,no_noise,855
3,2,187,1,noise,431
3,2,188,4,no_noise,992
3,2,189,4,noise,859
3,2,190,4,noise,961
3,2,191,1,no_noise,229
3,2,192,4,no_noise,934
3,2,193,4,no_noise,888
3,2,194,4,noise,100
3,2,195,1,noise,337
3,2,196,1,no_noise,692
3,2,197,4,no_noise,972
3,2,198,1,no_noise,703
3,2,199,1,no_noise,158
3,2,200,4,noise,637
