prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
7,8,701,1,noise,467
7,8,702,1,no_noise,970
7,8,703,4,noise,584
7,8,704,4,noise,616
7,8,705,1,no_noise,58
7,8,706,1,noise,809
7,8,707,4,no_noise,3
7,8,708,4,noise,537
7,8,709,4,no_noise,637
7,8,710,1,noise,386
7,8,711,4,noise,835
7,8,712,1,no_noise,695
7,8,713,4,noise,237
7,8,714,4,noise,603
7,8,715,1,noise,998
7,8,716,4,noise,910
7,8,717,1,noise,593
7,8,718,4,no_noise,615
7,8,719,1,noise,172
7,8,720,1,noise,640
7,8,721,4,noise,796
7,8,722,1,noise,849
7,8,723,1,noise,57
7,8,724,4,noise,219
7,8,725,4,no_noise,699
7,8,726,1,noise,642
7,8,727,1,no_noise,627
7,8,728,4,noise,958
7,8,729,1,no_noise,682
7,8,730,4,no_noise,688
7,8,731,4,noise,259
7,8,732,1,noise,862
7,8,733,1,no_noise,817
7,8,734,4,noise,553
7,8,735,4,noise,74
7,8,736,4,noise,946
7,8,737,1,no_noise,646
7,8,738,4,noise,327
7,8,739,1,noise,70
7,8,740,4,no_noise,726
7,8,741,4,no_noise,987
7,8,742,4,no_noise,857
7,8,743,1,no_noise,680
7,8,744,4,noise,826
7,8,745,1,no_noise,872
7,8,746,1,no_noise,786
7,8,747,1,no_noise,205
7,8,748,1,noise,799
7,8,749,4,noise,547
7,8,750,4,noise,129
7,8,751,1,no_noise,983
7,8,752,4,no_noise,885
7,8,753,4,no_noise,517
7,8,754,1,noise,930
7,8,755,1,no_noise,474
7,8,756,4,noise,401
7,8,757,1,no_noise,645
7,8,758,4,no_noise,698
7,8,759,4,no_noise,144
7,8,760,4,noise,297
7,8,761,4,no_noise,414
7,8,762,1,no_noise,310
7,8,763,1,noise,518
7,8,764,4,no_noise,986
7,8,765,4,no_noise,649
7,8,766,4,no_noise,789
7,8,767,4,no_noise,972
7,8,768,1,noise,490
7,8,769,1,no_noise,418
7,8,770,4,no_noise,888
7,8,771,1,noise,379
7,8,772,1,noise,311
7,8,773,4,no_noise,641
7,8,774,1,noise,121
7,8,775,1,noise,578
7,8,776,1,noise,831
7,8,777,4,noise,22
7,8,778,1,noise,660
7,8,779,4,no_noise,800
7,8,780,1,no_noise,595
7,8,781,1,no_noise,445
7,8,782,4,no_noise,156
7,8,783,4,noise,892
7,8,784,4,no_noise,740
7,8,785,1,noise,909
7,8,786,1,noise,891
7,8,787,4,no_noise,780
7,8,788,1,noise,452
7,8,789,1,noise,138
7,8,790,4,no_noise,208
7,8,791,1,noise,354
7,8,792,4,no_noise,847
7,8,793,1,no_noise,245
7,8,794,4,noise,632
7,8,795,1,noise,911
7,8,796,1,noise,647
7,8,797,4,noise,656
7,8,798,4,no_noise,284
7,8,799,4,noise,25
7,8,800,1,no_noise,82
