prot_id,trial_id,no_targets,noise_present,trajectory_id
20,1,1,no_noise,118
20,2,1,noise,51
20,3,1,no_noise,17
20,4,4,noise,57
20,5,2,noise,76
20,6,2,noise,137
20,7,2,no_noise,53
20,8,1,noise,44
20,9,1,noise,21
20,10,1,no_noise,113
20,11,2,noise,103
20,12,2,noise,18
20,13,1,noise,177
20,14,1,noise,10
20,15,1,noise,20
20,16,2,noise,153
20,17,1,noise,166
20,18,2,no_noise,39
20,19,1,noise,15
20,20,4,noise,150
20,21,1,no_noise,175
20,22,1,noise,64
20,23,1,no_noise,167
20,24,1,no_noise,112
20,25,1,noise,33
20,26,1,noise,125
20,27,2,no_noise,38
20,28,2,no_noise,73
20,29,4,no_noise,139
20,30,1,no_noise,65
20,31,1,noise,156
20,32,2,noise,88
20,33,4,noise,114
20,34,1,no_noise,123
20,35,2,no_noise,134
20,36,4,no_noise,32
20,37,4,no_noise,142
20,38,2,noise,147
20,39,1,noise,127
20,40,4,noise,13
20,41,4,no_noise,86
20,42,4,no_noise,104
20,43,4,no_noise,72
20,44,4,noise,179
20,45,4,no_noise,9
20,46,4,noise,173
20,47,4,no_noise,97
20,48,1,noise,19
20,49,2,no_noise,50
20,50,4,noise,40
20,51,2,noise,22
20,52,4,no_noise,27
20,53,1,no_noise,152
20,54,4,no_noise,117
20,55,2,noise,42
20,56,2,no_noise,29
20,57,2,noise,5
20,58,2,noise,90
20,59,4,noise,164
20,60,2,noise,115
20,61,2,no_noise,70
20,62,1,no_noise,95
20,63,2,no_noise,176
20,64,2,noise,37
20,65,2,noise,52
20,66,4,no_noise,66
20,67,1,no_noise,91
20,68,1,noise,79
20,69,2,no_noise,7
20,70,2,no_noise,78
20,71,4,noise,162
20,72,4,no_noise,110
20,73,1,no_noise,67
20,74,4,noise,47
20,75,2,noise,121
20,76,4,noise,2
20,77,2,noise,163
20,78,1,no_noise,93
20,79,4,no_noise,35
20,80,4,no_noise,107
20,81,2,noise,55
20,82,1,no_noise,119
20,83,2,noise,24
20,84,4,noise,148
20,85,2,noise,49
20,86,1,no_noise,34
20,87,1,no_noise,178
20,88,4,no_noise,155
20,89,4,noise,54
20,90,4,no_noise,74
20,91,4,no_noise,31
20,92,1,noise,102
20,93,1,no_noise,87
20,94,4,noise,45
20,95,1,no_noise,56
20,96,4,no_noise,174
20,97,2,no_noise,126
20,98,4,noise,14
20,99,2,noise,1
20,100,4,no_noise,82
20,101,4,no_noise,25
20,102,4,noise,43
20,103,1,noise,46
20,104,4,no_noise,26
20,105,4,noise,120
20,106,4,no_noise,159
20,107,4,noise,129
20,108,4,no_noise,69
20,109,4,noise,133
20,110,2,no_noise,157
20,111,2,no_noise,84
20,112,2,noise,36
20,113,2,no_noise,146
20,114,1,noise,61
20,115,2,noise,131
20,116,2,no_noise,4
20,117,1,no_noise,111
20,118,4,noise,116
20,119,1,no_noise,109
20,120,4,noise,30
20,121,4,noise,144
20,122,4,noise,132
20,123,1,no_noise,3
20,124,1,noise,16
20,125,2,no_noise,108
20,126,4,no_noise,106
20,127,2,no_noise,101
20,128,2,no_noise,11
20,129,1,no_noise,160
20,130,1,noise,138
20,131,1,no_noise,96
20,132,4,noise,149
20,133,2,no_noise,100
20,134,4,noise,141
20,135,4,noise,151
20,136,2,noise,63
20,137,2,no_noise,75
20,138,1,noise,62
20,139,4,noise,122
20,140,4,noise,58
20,141,2,no_noise,135
20,142,4,no_noise,154
20,143,1,noise,161
20,144,1,no_noise,94
20,145,2,no_noise,172
20,146,4,no_noise,136
20,147,2,no_noise,169
20,148,2,noise,12
20,149,1,noise,59
20,150,1,noise,165
20,151,1,noise,171
20,152,1,noise,130
20,153,2,noise,60
20,154,1,no_noise,98
20,155,4,no_noise,6
20,156,4,no_noise,41
20,157,2,no_noise,85
20,158,1,no_noise,28
20,159,2,no_noise,92
20,160,4,no_noise,80
20,161,2,no_noise,23
20,162,1,noise,158
20,163,2,no_noise,83
20,164,1,noise,170
20,165,1,no_noise,140
20,166,2,noise,105
20,167,2,noise,8
20,168,2,noise,81
20,169,1,noise,145
20,170,4,no_noise,124
20,171,2,no_noise,128
20,172,1,noise,99
20,173,4,noise,68
20,174,2,noise,143
20,175,1,no_noise,89
20,176,2,noise,168
20,177,1,no_noise,77
20,178,4,noise,48
20,179,1,no_noise,180
20,180,2,no_noise,71
