prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,7,601,no_noise,4,454
5,7,602,noise,4,448
5,7,603,no_noise,1,16
5,7,604,no_noise,1,359
5,7,605,no_noise,1,727
5,7,606,noise,4,322
5,7,607,noise,1,883
5,7,608,no_noise,1,83
5,7,609,no_noise,1,941
5,7,610,noise,4,306
5,7,611,noise,4,61
5,7,612,noise,1,792
5,7,613,noise,4,461
5,7,614,noise,1,248
5,7,615,noise,1,6
5,7,616,noise,1,946
5,7,617,no_noise,1,756
5,7,618,no_noise,1,137
5,7,619,no_noise,4,548
5,7,620,no_noise,4,425
5,7,621,noise,1,85
5,7,622,noise,4,133
5,7,623,noise,4,508
5,7,624,no_noise,4,837
5,7,625,no_noise,1,803
5,7,626,no_noise,4,267
5,7,627,no_noise,4,786
5,7,628,noise,1,221
5,7,629,noise,1,339
5,7,630,no_noise,1,709
5,7,631,no_noise,4,694
5,7,632,no_noise,1,669
5,7,633,no_noise,4,866
5,7,634,noise,1,686
5,7,635,no_noise,4,490
5,7,636,noise,4,618
5,7,637,no_noise,4,737
5,7,638,no_noise,1,48
5,7,639,no_noise,1,120
5,7,640,no_noise,1,219
5,7,641,no_noise,1,368
5,7,642,noise,1,897
5,7,643,no_noise,1,116
5,7,644,noise,4,831
5,7,645,no_noise,4,423
5,7,646,noise,1,913
5,7,647,noise,4,460
5,7,648,noise,4,394
5,7,649,noise,1,12
5,7,650,noise,4,678
5,7,651,no_noise,1,138
5,7,652,no_noise,4,154
5,7,653,noise,1,730
5,7,654,no_noise,1,748
5,7,655,no_noise,4,295
5,7,656,no_noise,1,477
5,7,657,noise,4,51
5,7,658,no_noise,1,115
5,7,659,no_noise,4,92
5,7,660,no_noise,1,804
5,7,661,no_noise,4,793
5,7,662,noise,1,334
5,7,663,noise,4,740
5,7,664,noise,1,744
5,7,665,noise,4,649
5,7,666,no_noise,1,547
5,7,667,noise,1,424
5,7,668,noise,4,66
5,7,669,noise,1,612
5,7,670,noise,1,934
5,7,671,noise,4,224
5,7,672,noise,4,243
5,7,673,noise,1,538
5,7,674,noise,4,283
5,7,675,no_noise,1,475
5,7,676,noise,4,146
5,7,677,noise,4,988
5,7,678,no_noise,4,507
5,7,679,no_noise,1,948
5,7,680,no_noise,4,532
5,7,681,noise,4,521
5,7,682,noise,4,928
5,7,683,no_noise,4,332
5,7,684,noise,4,822
5,7,685,no_noise,1,858
5,7,686,noise,1,828
5,7,687,noise,4,719
5,7,688,no_noise,1,70
5,7,689,noise,1,174
5,7,690,noise,4,240
5,7,691,no_noise,4,711
5,7,692,noise,4,646
5,7,693,no_noise,1,899
5,7,694,noise,4,356
5,7,695,no_noise,4,522
5,7,696,no_noise,1,297
5,7,697,noise,4,429
5,7,698,no_noise,4,274
5,7,699,no_noise,1,977
5,7,700,noise,1,181
