prot_id,trial_id,no_targets,noise_present,trajectory_id
35,1,2,noise,120
35,2,1,no_noise,124
35,3,4,noise,80
35,4,2,no_noise,98
35,5,4,noise,137
35,6,1,noise,165
35,7,4,noise,114
35,8,1,no_noise,91
35,9,2,no_noise,111
35,10,2,noise,156
35,11,1,no_noise,92
35,12,1,no_noise,150
35,13,4,no_noise,59
35,14,4,noise,7
35,15,1,no_noise,30
35,16,2,noise,10
35,17,1,no_noise,57
35,18,1,noise,167
35,19,2,no_noise,141
35,20,2,noise,85
35,21,2,no_noise,116
35,22,1,no_noise,41
35,23,1,no_noise,169
35,24,4,no_noise,131
35,25,2,no_noise,71
35,26,1,no_noise,161
35,27,2,no_noise,177
35,28,4,noise,142
35,29,1,noise,49
35,30,2,noise,157
35,31,1,noise,60
35,32,2,noise,42
35,33,1,no_noise,110
35,34,2,no_noise,130
35,35,1,noise,139
35,36,4,noise,128
35,37,4,noise,74
35,38,4,no_noise,138
35,39,4,noise,2
35,40,1,no_noise,81
35,41,1,no_noise,25
35,42,2,noise,19
35,43,4,noise,108
35,44,4,no_noise,126
35,45,4,noise,94
35,46,4,no_noise,47
35,47,4,noise,38
35,48,2,noise,103
35,49,4,no_noise,95
35,50,2,noise,176
35,51,4,no_noise,40
35,52,2,no_noise,73
35,53,2,noise,152
35,54,1,noise,52
35,55,1,noise,24
35,56,2,noise,27
35,57,1,no_noise,83
35,58,1,noise,12
35,59,2,no_noise,18
35,60,1,noise,134
35,61,1,noise,34
35,62,1,no_noise,163
35,63,4,no_noise,70
35,64,1,noise,158
35,65,4,noise,64
35,66,2,no_noise,69
35,67,1,no_noise,166
35,68,4,no_noise,14
35,69,2,no_noise,100
35,70,2,no_noise,107
35,71,1,no_noise,79
35,72,2,no_noise,4
35,73,2,noise,179
35,74,1,noise,82
35,75,4,noise,178
35,76,1,noise,140
35,77,1,noise,112
35,78,4,no_noise,20
35,79,4,no_noise,77
35,80,4,noise,68
35,81,2,no_noise,171
35,82,1,noise,35
35,83,2,no_noise,145
35,84,4,noise,175
35,85,2,no_noise,155
35,86,1,noise,28
35,87,2,no_noise,87
35,88,4,no_noise,54
35,89,2,noise,122
35,90,1,noise,17
35,91,1,noise,144
35,92,2,noise,8
35,93,4,no_noise,50
35,94,1,no_noise,65
35,95,4,no_noise,51
35,96,4,no_noise,21
35,97,1,noise,6
35,98,2,noise,84
35,99,4,no_noise,45
35,100,2,no_noise,113
35,101,4,no_noise,146
35,102,4,noise,129
35,103,4,no_noise,105
35,104,1,no_noise,90
35,105,4,noise,168
35,106,1,noise,29
35,107,2,no_noise,89
35,108,1,no_noise,133
35,109,4,no_noise,58
35,110,1,noise,26
35,111,2,noise,127
35,112,2,no_noise,109
35,113,2,no_noise,172
35,114,2,no_noise,44
35,115,1,noise,56
35,116,1,noise,22
35,117,4,noise,53
35,118,2,no_noise,88
35,119,2,noise,97
35,120,4,noise,153
35,121,4,no_noise,63
35,122,2,noise,148
35,123,2,noise,62
35,124,4,no_noise,78
35,125,4,no_noise,46
35,126,4,noise,125
35,127,4,no_noise,43
35,128,1,noise,5
35,129,2,noise,86
35,130,1,noise,99
35,131,1,noise,121
35,132,4,noise,149
35,133,4,no_noise,174
35,134,2,noise,160
35,135,4,no_noise,101
35,136,2,noise,67
35,137,2,no_noise,96
35,138,1,no_noise,159
35,139,2,no_noise,36
35,140,1,noise,23
35,141,4,noise,173
35,142,2,noise,3
35,143,4,noise,76
35,144,1,noise,11
35,145,4,noise,119
35,146,1,no_noise,136
35,147,2,noise,66
35,148,4,no_noise,132
35,149,4,noise,151
35,150,4,noise,118
35,151,1,no_noise,93
35,152,1,no_noise,102
35,153,2,no_noise,164
35,154,1,no_noise,143
35,155,2,no_noise,16
35,156,2,no_noise,55
35,157,4,no_noise,48
35,158,2,noise,180
35,159,2,noise,1
35,160,4,noise,135
35,161,2,noise,15
35,162,1,no_noise,162
35,163,4,no_noise,104
35,164,2,noise,61
35,165,2,noise,13
35,166,1,no_noise,72
35,167,1,no_noise,170
35,168,1,no_noise,32
35,169,2,no_noise,33
35,170,1,no_noise,75
35,171,1,no_noise,123
35,172,4,noise,37
35,173,4,noise,117
35,174,4,noise,115
35,175,4,no_noise,31
35,176,4,no_noise,106
35,177,1,noise,9
35,178,1,noise,39
35,179,2,noise,147
35,180,2,no_noise,154
