prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
6,10,901,noise,1,483
6,10,902,no_noise,4,55
6,10,903,no_noise,4,210
6,10,904,no_noise,4,901
6,10,905,noise,4,253
6,10,906,no_noise,4,586
6,10,907,no_noise,1,709
6,10,908,noise,4,913
6,10,909,no_noise,4,35
6,10,910,noise,1,430
6,10,911,no_noise,1,134
6,10,912,noise,4,174
6,10,913,noise,4,90
6,10,914,noise,1,735
6,10,915,noise,4,558
6,10,916,no_noise,4,457
6,10,917,noise,1,291
6,10,918,noise,4,664
6,10,919,no_noise,4,315
6,10,920,noise,1,190
6,10,921,noise,4,298
6,10,922,noise,4,290
6,10,923,no_noise,1,221
6,10,924,no_noise,1,499
6,10,925,noise,4,667
6,10,926,noise,1,704
6,10,927,no_noise,4,975
6,10,928,no_noise,4,883
6,10,929,no_noise,4,524
6,10,930,noise,1,264
6,10,931,no_noise,1,674
6,10,932,noise,1,672
6,10,933,noise,1,666
6,10,934,no_noise,1,394
6,10,935,noise,1,160
6,10,936,noise,4,474
6,10,937,no_noise,4,53
6,10,938,no_noise,4,20
6,10,939,no_noise,4,837
6,10,940,no_noise,4,859
6,10,941,noise,1,61
6,10,942,no_noise,1,763
6,10,943,noise,4,977
6,10,944,no_noise,4,523
6,10,945,noise,4,487
6,10,946,noise,4,658
6,10,947,no_noise,1,182
6,10,948,noise,4,695
6,10,949,noise,4,91
6,10,950,no_noise,1,606
6,10,951,noise,1,906
6,10,952,no_noise,4,547
6,10,953,noise,4,267
6,10,954,noise,1,398
6,10,955,noise,1,830
6,10,956,no_noise,4,576
6,10,957,no_noise,1,358
6,10,958,no_noise,4,882
6,10,959,no_noise,4,636
6,10,960,noise,1,372
6,10,961,noise,1,310
6,10,962,noise,4,843
6,10,963,noise,4,83
6,10,964,no_noise,4,188
6,10,965,no_noise,4,449
6,10,966,noise,4,373
6,10,967,no_noise,1,72
6,10,968,noise,4,686
6,10,969,no_noise,4,80
6,10,970,noise,1,34
6,10,971,no_noise,4,263
6,10,972,no_noise,1,824
6,10,973,no_noise,4,375
6,10,974,no_noise,4,929
6,10,975,no_noise,1,316
6,10,976,no_noise,1,931
6,10,977,noise,1,699
6,10,978,no_noise,4,88
6,10,979,no_noise,4,881
6,10,980,noise,4,727
6,10,981,no_noise,4,10
6,10,982,no_noise,1,340
6,10,983,noise,1,865
6,10,984,noise,4,145
6,10,985,noise,1,910
6,10,986,no_noise,1,496
6,10,987,noise,4,250
6,10,988,no_noise,4,495
6,10,989,no_noise,1,557
6,10,990,no_noise,1,990
6,10,991,noise,1,89
6,10,992,no_noise,1,950
6,10,993,no_noise,1,697
6,10,994,noise,4,208
6,10,995,noise,1,81
6,10,996,no_noise,1,650
6,10,997,noise,4,587
6,10,998,noise,4,125
6,10,999,no_noise,4,534
6,10,1000,no_noise,4,371
