prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
6,1,1,no_noise,4,895
6,1,2,noise,4,39
6,1,3,noise,1,602
6,1,4,no_noise,4,305
6,1,5,noise,1,542
6,1,6,noise,1,27
6,1,7,no_noise,1,640
6,1,8,noise,4,559
6,1,9,noise,1,937
6,1,10,no_noise,1,565
6,1,11,no_noise,1,994
6,1,12,noise,4,309
6,1,13,noise,1,37
6,1,14,no_noise,4,367
6,1,15,noise,1,681
6,1,16,no_noise,4,403
6,1,17,no_noise,1,797
6,1,18,noise,1,38
6,1,19,noise,4,998
6,1,20,noise,4,652
6,1,21,no_noise,4,21
6,1,22,noise,4,822
6,1,23,noise,4,723
6,1,24,noise,1,231
6,1,25,no_noise,1,275
6,1,26,no_noise,4,628
6,1,27,no_noise,1,185
6,1,28,noise,1,598
6,1,29,no_noise,4,186
6,1,30,no_noise,1,918
6,1,31,noise,4,562
6,1,32,noise,1,193
6,1,33,no_noise,1,551
6,1,34,no_noise,4,601
6,1,35,noise,1,359
6,1,36,no_noise,1,571
6,1,37,no_noise,1,698
6,1,38,no_noise,1,173
6,1,39,no_noise,1,800
6,1,40,no_noise,1,504
6,1,41,noise,1,467
6,1,42,noise,1,199
6,1,43,noise,4,232
6,1,44,no_noise,1,535
6,1,45,no_noise,4,489
6,1,46,no_noise,4,639
6,1,47,no_noise,1,685
6,1,48,noise,4,46
6,1,49,no_noise,1,382
6,1,50,no_noise,4,719
6,1,51,noise,1,717
6,1,52,no_noise,4,286
6,1,53,no_noise,1,257
6,1,54,noise,1,49
6,1,55,no_noise,1,767
6,1,56,no_noise,1,9
6,1,57,no_noise,1,146
6,1,58,no_noise,1,320
6,1,59,no_noise,4,100
6,1,60,no_noise,4,555
6,1,61,no_noise,4,541
6,1,62,no_noise,1,179
6,1,63,noise,1,847
6,1,64,noise,4,249
6,1,65,noise,1,510
6,1,66,noise,1,402
6,1,67,noise,4,603
6,1,68,no_noise,4,484
6,1,69,noise,1,626
6,1,70,no_noise,1,108
6,1,71,no_noise,1,181
6,1,72,no_noise,1,451
6,1,73,noise,4,679
6,1,74,noise,1,252
6,1,75,noise,4,105
6,1,76,noise,1,101
6,1,77,noise,1,956
6,1,78,no_noise,4,104
6,1,79,no_noise,1,404
6,1,80,no_noise,4,508
6,1,81,noise,1,615
6,1,82,noise,4,344
6,1,83,noise,4,879
6,1,84,noise,1,485
6,1,85,noise,1,114
6,1,86,no_noise,4,938
6,1,87,no_noise,1,228
6,1,88,noise,1,401
6,1,89,no_noise,1,690
6,1,90,noise,1,868
6,1,91,no_noise,1,356
6,1,92,noise,4,908
6,1,93,no_noise,1,769
6,1,94,no_noise,4,663
6,1,95,no_noise,4,191
6,1,96,noise,4,941
6,1,97,no_noise,4,58
6,1,98,no_noise,1,17
6,1,99,no_noise,1,32
6,1,100,noise,1,684
