prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
5,8,701,noise,1,122
5,8,702,no_noise,1,623
5,8,703,no_noise,4,178
5,8,704,no_noise,1,847
5,8,705,no_noise,1,938
5,8,706,noise,1,553
5,8,707,noise,1,246
5,8,708,noise,1,53
5,8,709,no_noise,1,499
5,8,710,noise,1,975
5,8,711,no_noise,4,226
5,8,712,no_noise,4,871
5,8,713,no_noise,1,995
5,8,714,no_noise,4,132
5,8,715,noise,1,71
5,8,716,no_noise,1,980
5,8,717,no_noise,4,852
5,8,718,no_noise,4,435
5,8,719,noise,4,184
5,8,720,noise,4,952
5,8,721,noise,1,159
5,8,722,no_noise,4,659
5,8,723,no_noise,1,589
5,8,724,noise,4,176
5,8,725,noise,1,465
5,8,726,noise,1,141
5,8,727,no_noise,4,389
5,8,728,no_noise,4,422
5,8,729,no_noise,1,39
5,8,730,no_noise,4,10
5,8,731,no_noise,4,939
5,8,732,noise,4,860
5,8,733,noise,4,584
5,8,734,noise,4,974
5,8,735,noise,1,758
5,8,736,no_noise,1,534
5,8,737,no_noise,1,973
5,8,738,noise,1,402
5,8,739,noise,4,829
5,8,740,no_noise,1,691
5,8,741,noise,4,487
5,8,742,noise,4,963
5,8,743,noise,1,20
5,8,744,no_noise,4,577
5,8,745,noise,1,892
5,8,746,noise,1,566
5,8,747,no_noise,1,944
5,8,748,noise,1,404
5,8,749,noise,1,148
5,8,750,noise,4,100
5,8,751,no_noise,1,708
5,8,752,noise,4,292
5,8,753,no_noise,1,192
5,8,754,noise,4,366
5,8,755,noise,4,905
5,8,756,no_noise,1,281
5,8,757,noise,1,463
5,8,758,no_noise,4,592
5,8,759,no_noise,4,732
5,8,760,no_noise,1,362
5,8,761,no_noise,4,386
5,8,762,no_noise,4,372
5,8,763,no_noise,1,155
5,8,764,no_noise,4,350
5,8,765,noise,4,427
5,8,766,noise,1,696
5,8,767,no_noise,4,695
5,8,768,no_noise,4,752
5,8,769,noise,4,494
5,8,770,noise,1,193
5,8,771,no_noise,4,62
5,8,772,noise,4,57
5,8,773,noise,4,955
5,8,774,noise,1,997
5,8,775,no_noise,1,929
5,8,776,noise,4,235
5,8,777,noise,1,628
5,8,778,no_noise,4,457
5,8,779,no_noise,1,551
5,8,780,noise,1,416
5,8,781,no_noise,4,493
5,8,782,no_noise,1,707
5,8,783,no_noise,1,91
5,8,784,noise,1,131
5,8,785,no_noise,4,342
5,8,786,no_noise,1,370
5,8,787,no_noise,4,713
5,8,788,no_noise,4,73
5,8,789,no_noise,1,161
5,8,790,noise,4,621
5,8,791,noise,1,741
5,8,792,noise,4,862
5,8,793,noise,1,597
5,8,794,no_noise,4,369
5,8,795,no_noise,1,130
5,8,796,noise,1,701
5,8,797,no_noise,4,388
5,8,798,noise,4,474
5,8,799,no_noise,4,419
5,8,800,no_noise,4,720
