prot_id,prot_subset,trial_id,noise_present,no_targets,trajectory_id
6,2,101,no_noise,1,849
6,2,102,no_noise,1,486
6,2,103,noise,1,41
6,2,104,no_noise,1,392
6,2,105,no_noise,4,651
6,2,106,no_noise,1,808
6,2,107,noise,4,798
6,2,108,no_noise,1,579
6,2,109,no_noise,4,947
6,2,110,noise,4,530
6,2,111,no_noise,4,828
6,2,112,no_noise,1,78
6,2,113,noise,4,463
6,2,114,noise,4,70
6,2,115,noise,1,418
6,2,116,noise,1,445
6,2,117,noise,1,807
6,2,118,no_noise,4,693
6,2,119,no_noise,1,633
6,2,120,noise,1,564
6,2,121,no_noise,1,425
6,2,122,noise,1,450
6,2,123,no_noise,4,477
6,2,124,noise,1,440
6,2,125,no_noise,4,194
6,2,126,noise,4,805
6,2,127,noise,1,397
6,2,128,noise,4,311
6,2,129,no_noise,4,159
6,2,130,no_noise,4,594
6,2,131,no_noise,1,383
6,2,132,no_noise,1,935
6,2,133,noise,1,19
6,2,134,noise,1,544
6,2,135,no_noise,1,325
6,2,136,noise,1,548
6,2,137,no_noise,4,597
6,2,138,noise,1,153
6,2,139,no_noise,4,780
6,2,140,no_noise,1,993
6,2,141,no_noise,1,537
6,2,142,no_noise,4,149
6,2,143,no_noise,1,93
6,2,144,noise,4,406
6,2,145,no_noise,1,646
6,2,146,noise,4,743
6,2,147,no_noise,4,621
6,2,148,noise,1,951
6,2,149,no_noise,1,378
6,2,150,no_noise,4,509
6,2,151,noise,4,813
6,2,152,no_noise,1,654
6,2,153,no_noise,1,488
6,2,154,no_noise,1,643
6,2,155,no_noise,1,314
6,2,156,noise,1,219
6,2,157,noise,4,341
6,2,158,no_noise,4,880
6,2,159,noise,1,400
6,2,160,noise,4,617
6,2,161,noise,1,57
6,2,162,no_noise,4,803
6,2,163,noise,1,867
6,2,164,no_noise,4,86
6,2,165,noise,4,806
6,2,166,noise,4,224
6,2,167,noise,1,729
6,2,168,no_noise,4,997
6,2,169,noise,4,343
6,2,170,noise,4,227
6,2,171,no_noise,4,525
6,2,172,noise,4,540
6,2,173,noise,4,831
6,2,174,no_noise,1,624
6,2,175,no_noise,1,746
6,2,176,no_noise,4,262
6,2,177,noise,1,995
6,2,178,noise,4,396
6,2,179,no_noise,1,245
6,2,180,no_noise,1,688
6,2,181,no_noise,1,590
6,2,182,noise,4,237
6,2,183,no_noise,1,898
6,2,184,no_noise,4,575
6,2,185,noise,1,888
6,2,186,no_noise,1,453
6,2,187,noise,4,649
6,2,188,no_noise,1,794
6,2,189,no_noise,1,420
6,2,190,no_noise,4,573
6,2,191,no_noise,1,497
6,2,192,no_noise,1,755
6,2,193,no_noise,4,306
6,2,194,noise,4,25
6,2,195,no_noise,1,718
6,2,196,noise,4,835
6,2,197,noise,1,894
6,2,198,no_noise,1,261
6,2,199,no_noise,4,209
6,2,200,no_noise,4,399
