prot_id,prot_subset,trial_id,no_targets,noise_present,trajectory_id
9,8,701,1,noise,202
9,8,702,1,noise,986
9,8,703,1,noise,985
9,8,704,1,noise,72
9,8,705,4,no_noise,767
9,8,706,4,no_noise,548
9,8,707,1,noise,479
9,8,708,1,no_noise,959
9,8,709,1,no_noise,383
9,8,710,4,no_noise,982
9,8,711,1,noise,977
9,8,712,1,noise,546
9,8,713,1,no_noise,897
9,8,714,1,noise,656
9,8,715,4,no_noise,904
9,8,716,1,noise,490
9,8,717,1,noise,951
9,8,718,4,noise,448
9,8,719,1,noise,356
9,8,720,1,noise,275
9,8,721,4,noise,272
9,8,722,1,no_noise,634
9,8,723,1,no_noise,351
9,8,724,1,noise,399
9,8,725,4,noise,605
9,8,726,4,no_noise,602
9,8,727,4,noise,852
9,8,728,4,noise,837
9,8,729,1,noise,973
9,8,730,1,no_noise,859
9,8,731,1,noise,373
9,8,732,1,noise,264
9,8,733,4,no_noise,507
9,8,734,4,noise,198
9,8,735,1,no_noise,999
9,8,736,4,no_noise,180
9,8,737,4,no_noise,637
9,8,738,1,noise,182
9,8,739,4,noise,705
9,8,740,1,noise,477
9,8,741,4,noise,745
9,8,742,1,noise,154
9,8,743,4,noise,654
9,8,744,1,no_noise,667
9,8,745,1,noise,30
9,8,746,4,noise,96
9,8,747,1,noise,568
9,8,748,1,noise,132
9,8,749,4,noise,928
9,8,750,4,no_noise,728
9,8,751,1,no_noise,215
9,8,752,1,no_noise,379
9,8,753,1,no_noise,957
9,8,754,1,noise,580
9,8,755,4,no_noise,336
9,8,756,1,noise,940
9,8,757,4,no_noise,659
9,8,758,1,no_noise,943
9,8,759,1,no_noise,576
9,8,760,4,noise,308
9,8,761,4,no_noise,922
9,8,762,4,no_noise,108
9,8,763,4,noise,305
9,8,764,1,noise,905
9,8,765,4,no_noise,266
9,8,766,1,no_noise,506
9,8,767,1,no_noise,478
9,8,768,1,no_noise,616
9,8,769,1,noise,987
9,8,770,1,no_noise,495
9,8,771,1,no_noise,821
9,8,772,4,noise,329
9,8,773,4,noise,531
9,8,774,1,noise,850
9,8,775,1,no_noise,622
9,8,776,4,no_noise,727
9,8,777,4,no_noise,404
9,8,778,4,noise,864
9,8,779,4,noise,439
9,8,780,1,noise,768
9,8,781,1,noise,284
9,8,782,1,noise,438
9,8,783,4,no_noise,722
9,8,784,1,noise,246
9,8,785,1,noise,48
9,8,786,1,no_noise,881
9,8,787,4,no_noise,472
9,8,788,1,noise,662
9,8,789,4,no_noise,914
9,8,790,4,no_noise,263
9,8,791,4,noise,85
9,8,792,4,noise,889
9,8,793,1,no_noise,422
9,8,794,1,noise,267
9,8,795,1,noise,893
9,8,796,1,no_noise,47
9,8,797,4,no_noise,589
9,8,798,4,noise,123
9,8,799,1,no_noise,471
9,8,800,1,no_noise,73
