prot_id,trial_id,no_targets,noise_present,trajectory_id
22,1,1,noise,46
22,2,2,no_noise,27
22,3,4,noise,29
22,4,1,noise,155
22,5,2,noise,150
22,6,4,no_noise,141
22,7,2,no_noise,1
22,8,1,noise,9
22,9,1,no_noise,90
22,10,1,noise,24
22,11,1,no_noise,67
22,12,2,no_noise,166
22,13,1,no_noise,176
22,14,4,no_noise,57
22,15,1,no_noise,59
22,16,2,noise,134
22,17,1,no_noise,12
22,18,4,noise,82
22,19,4,noise,3
22,20,1,noise,21
22,21,2,no_noise,167
22,22,2,no_noise,177
22,23,4,no_noise,99
22,24,4,no_noise,78
22,25,1,noise,160
22,26,4,no_noise,50
22,27,2,no_noise,32
22,28,4,no_noise,165
22,29,1,noise,79
22,30,4,no_noise,2
22,31,1,no_noise,68
22,32,2,no_noise,43
22,33,4,no_noise,56
22,34,1,noise,129
22,35,2,no_noise,152
22,36,2,noise,158
22,37,2,no_noise,58
22,38,4,noise,174
22,39,2,noise,13
22,40,1,noise,75
22,41,4,no_noise,102
22,42,4,noise,63
22,43,2,no_noise,8
22,44,2,no_noise,64
22,45,2,no_noise,51
22,46,2,noise,137
22,47,4,noise,76
22,48,2,noise,173
22,49,1,no_noise,171
22,50,1,no_noise,33
22,51,1,no_noise,96
22,52,4,noise,105
22,53,4,noise,88
22,54,2,noise,111
22,55,4,no_noise,74
22,56,4,noise,161
22,57,4,no_noise,122
22,58,2,no_noise,62
22,59,1,noise,53
22,60,2,noise,101
22,61,4,no_noise,37
22,62,4,no_noise,119
22,63,4,noise,70
22,64,1,no_noise,144
22,65,2,no_noise,170
22,66,2,noise,19
22,67,2,noise,26
22,68,1,noise,38
22,69,1,no_noise,156
22,70,1,no_noise,149
22,71,1,no_noise,95
22,72,2,noise,113
22,73,2,no_noise,87
22,74,4,noise,83
22,75,2,no_noise,164
22,76,2,no_noise,169
22,77,1,noise,132
22,78,2,noise,55
22,79,2,no_noise,94
22,80,1,noise,157
22,81,1,noise,163
22,82,1,no_noise,40
22,83,1,no_noise,145
22,84,2,noise,72
22,85,4,no_noise,60
22,86,1,no_noise,148
22,87,2,no_noise,93
22,88,1,noise,124
22,89,4,no_noise,109
22,90,2,no_noise,39
22,91,2,noise,123
22,92,2,noise,34
22,93,4,noise,5
22,94,4,noise,73
22,95,4,noise,153
22,96,1,no_noise,104
22,97,1,noise,103
22,98,1,noise,172
22,99,2,noise,121
22,100,4,noise,6
22,101,1,no_noise,98
22,102,1,no_noise,77
22,103,4,no_noise,133
22,104,4,noise,108
22,105,2,no_noise,31
22,106,1,noise,69
22,107,2,noise,86
22,108,1,no_noise,48
22,109,2,noise,128
22,110,2,noise,17
22,111,1,noise,7
22,112,4,noise,142
22,113,4,no_noise,154
22,114,2,noise,179
22,115,1,no_noise,11
22,116,2,noise,4
22,117,4,no_noise,25
22,118,1,no_noise,41
22,119,1,no_noise,112
22,120,4,no_noise,139
22,121,4,no_noise,20
22,122,2,noise,80
22,123,2,noise,116
22,124,4,noise,71
22,125,2,no_noise,131
22,126,1,no_noise,54
22,127,4,no_noise,100
22,128,1,noise,117
22,129,1,no_noise,130
22,130,1,noise,14
22,131,4,noise,49
22,132,2,no_noise,127
22,133,1,no_noise,178
22,134,1,noise,18
22,135,2,no_noise,81
22,136,2,noise,136
22,137,1,no_noise,35
22,138,1,no_noise,138
22,139,1,no_noise,168
22,140,2,noise,44
22,141,4,noise,118
22,142,4,no_noise,110
22,143,2,no_noise,114
22,144,2,no_noise,30
22,145,4,noise,42
22,146,4,noise,180
22,147,4,no_noise,61
22,148,1,noise,89
22,149,2,no_noise,126
22,150,4,noise,91
22,151,4,no_noise,22
22,152,1,noise,97
22,153,1,noise,151
22,154,1,noise,66
22,155,4,no_noise,143
22,156,2,no_noise,159
22,157,1,noise,107
22,158,4,noise,15
22,159,2,noise,106
22,160,4,noise,135
22,161,4,noise,16
22,162,1,noise,45
22,163,2,no_noise,125
22,164,4,noise,52
22,165,1,no_noise,36
22,166,4,no_noise,146
22,167,4,noise,23
22,168,1,noise,147
22,169,4,noise,28
22,170,2,noise,10
22,171,1,noise,92
22,172,2,no_noise,47
22,173,4,no_noise,65
22,174,4,noise,175
22,175,4,no_noise,84
22,176,2,noise,140
22,177,4,no_noise,115
22,178,4,no_noise,120
22,179,2,noise,85
22,180,2,noise,162
