prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
13,1,22,22,1,noMark
13,2,35,35,1,noMark
13,3,30,30,1,noMark
13,4,20,20,1,noMark
13,5,58,58,1,noMark
13,6,52,52,1,noMark
13,7,2,2,1,noMark
13,8,47,47,1,noMark
13,9,10,10,1,noMark
13,10,39,39,1,noMark
13,11,14,14,1,noMark
13,12,56,56,1,noMark
13,13,13,13,1,noMark
13,14,44,44,1,noMark
13,15,6,6,1,noMark
13,16,24,24,1,noMark
13,17,15,15,1,noMark
13,18,34,34,1,noMark
13,19,27,27,1,noMark
13,20,3,3,1,noMark
13,21,4,4,1,noMark
13,22,25,25,1,noMark
13,23,19,19,1,noMark
13,24,33,33,1,noMark
13,25,50,50,1,noMark
13,26,31,31,1,noMark
13,27,17,17,1,noMark
13,28,51,51,1,noMark
13,29,54,54,1,noMark
13,30,18,18,1,noMark
13,31,43,43,1,mark
13,32,49,49,1,mark
13,33,40,40,1,mark
13,34,46,46,1,mark
13,35,45,45,1,mark
13,36,5,5,1,mark
13,37,12,12,1,mark
13,38,26,26,1,mark
13,39,28,28,1,mark
13,40,1,1,1,mark
13,41,16,16,1,mark
13,42,38,38,1,mark
13,43,57,57,1,mark
13,44,32,32,1,mark
13,45,36,36,1,mark
13,46,55,55,1,mark
13,47,29,29,1,mark
13,48,53,53,1,mark
13,49,60,60,1,mark
13,50,8,8,1,mark
13,51,41,41,1,mark
13,52,21,21,1,mark
13,53,48,48,1,mark
13,54,37,37,1,mark
13,55,9,9,1,mark
13,56,11,11,1,mark
13,57,42,42,1,mark
13,58,59,59,1,mark
13,59,7,7,1,mark
13,60,23,23,1,mark
13,61,108,108,2,mark
13,62,80,80,2,mark
13,63,78,78,2,mark
13,64,68,68,2,mark
13,65,67,67,2,mark
13,66,114,114,2,mark
13,67,112,112,2,mark
13,68,72,72,2,mark
13,69,113,113,2,mark
13,70,111,111,2,mark
13,71,88,88,2,mark
13,72,115,115,2,mark
13,73,109,109,2,mark
13,74,119,119,2,mark
13,75,104,104,2,mark
13,76,92,92,2,mark
13,77,120,120,2,mark
13,78,73,73,2,mark
13,79,107,107,2,mark
13,80,66,66,2,mark
13,81,82,82,2,mark
13,82,110,110,2,mark
13,83,69,69,2,mark
13,84,97,97,2,mark
13,85,81,81,2,mark
13,86,83,83,2,mark
13,87,70,70,2,mark
13,88,91,91,2,mark
13,89,106,106,2,mark
13,90,77,77,2,mark
13,91,90,90,2,noMark
13,92,64,64,2,noMark
13,93,103,103,2,noMark
13,94,79,79,2,noMark
13,95,95,95,2,noMark
13,96,100,100,2,noMark
13,97,65,65,2,noMark
13,98,98,98,2,noMark
13,99,63,63,2,noMark
13,100,86,86,2,noMark
13,101,75,75,2,noMark
13,102,74,74,2,noMark
13,103,84,84,2,noMark
13,104,76,76,2,noMark
13,105,71,71,2,noMark
13,106,102,102,2,noMark
13,107,85,85,2,noMark
13,108,105,105,2,noMark
13,109,99,99,2,noMark
13,110,93,93,2,noMark
13,111,87,87,2,noMark
13,112,94,94,2,noMark
13,113,101,101,2,noMark
13,114,118,118,2,noMark
13,115,61,61,2,noMark
13,116,116,116,2,noMark
13,117,62,62,2,noMark
13,118,89,89,2,noMark
13,119,96,96,2,noMark
13,120,117,117,2,noMark
13,121,178,178,3,noMark
13,122,136,136,3,noMark
13,123,153,153,3,noMark
13,124,146,146,3,noMark
13,125,167,167,3,noMark
13,126,147,147,3,noMark
13,127,125,125,3,noMark
13,128,157,157,3,noMark
13,129,163,163,3,noMark
13,130,171,171,3,noMark
13,131,135,135,3,noMark
13,132,179,179,3,noMark
13,133,155,155,3,noMark
13,134,149,149,3,noMark
13,135,158,158,3,noMark
13,136,170,170,3,noMark
13,137,145,145,3,noMark
13,138,169,169,3,noMark
13,139,159,159,3,noMark
13,140,150,150,3,noMark
13,141,137,137,3,noMark
13,142,130,130,3,noMark
13,143,143,143,3,noMark
13,144,131,131,3,noMark
13,145,124,124,3,noMark
13,146,162,162,3,noMark
13,147,144,144,3,noMark
13,148,154,154,3,noMark
13,149,140,140,3,noMark
13,150,175,175,3,noMark
13,151,133,133,3,mark
13,152,148,148,3,mark
13,153,132,132,3,mark
13,154,141,141,3,mark
13,155,176,176,3,mark
13,156,177,177,3,mark
13,157,156,156,3,mark
13,158,164,164,3,mark
13,159,172,172,3,mark
13,160,129,129,3,mark
13,161,122,122,3,mark
13,162,142,142,3,mark
13,163,160,160,3,mark
13,164,161,161,3,mark
13,165,165,165,3,mark
13,166,173,173,3,mark
13,167,121,121,3,mark
13,168,168,168,3,mark
13,169,138,138,3,mark
13,170,127,127,3,mark
13,171,134,134,3,mark
13,172,128,128,3,mark
13,173,174,174,3,mark
13,174,126,126,3,mark
13,175,180,180,3,mark
13,176,139,139,3,mark
13,177,151,151,3,mark
13,178,166,166,3,mark
13,179,152,152,3,mark
13,180,123,123,3,mark
