prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
1,1,35,35,1,noMark
1,2,60,60,1,noMark
1,3,14,14,1,noMark
1,4,8,8,1,noMark
1,5,3,3,1,noMark
1,6,43,43,1,noMark
1,7,47,47,1,noMark
1,8,34,34,1,noMark
1,9,7,7,1,noMark
1,10,20,20,1,noMark
1,11,45,45,1,noMark
1,12,59,59,1,noMark
1,13,32,32,1,noMark
1,14,22,22,1,noMark
1,15,27,27,1,noMark
1,16,55,55,1,noMark
1,17,46,46,1,noMark
1,18,29,29,1,noMark
1,19,2,2,1,noMark
1,20,16,16,1,noMark
1,21,10,10,1,noMark
1,22,56,56,1,noMark
1,23,11,11,1,noMark
1,24,15,15,1,noMark
1,25,21,21,1,noMark
1,26,12,12,1,noMark
1,27,9,9,1,noMark
1,28,53,53,1,noMark
1,29,6,6,1,noMark
1,30,44,44,1,noMark
1,31,19,19,1,mark
1,32,23,23,1,mark
1,33,31,31,1,mark
1,34,17,17,1,mark
1,35,1,1,1,mark
1,36,24,24,1,mark
1,37,41,41,1,mark
1,38,38,38,1,mark
1,39,33,33,1,mark
1,40,54,54,1,mark
1,41,26,26,1,mark
1,42,36,36,1,mark
1,43,57,57,1,mark
1,44,49,49,1,mark
1,45,5,5,1,mark
1,46,37,37,1,mark
1,47,13,13,1,mark
1,48,50,50,1,mark
1,49,40,40,1,mark
1,50,28,28,1,mark
1,51,25,25,1,mark
1,52,42,42,1,mark
1,53,48,48,1,mark
1,54,39,39,1,mark
1,55,30,30,1,mark
1,56,18,18,1,mark
1,57,58,58,1,mark
1,58,51,51,1,mark
1,59,4,4,1,mark
1,60,52,52,1,mark
1,61,120,120,2,noMark
1,62,71,71,2,noMark
1,63,96,96,2,noMark
1,64,80,80,2,noMark
1,65,70,70,2,noMark
1,66,115,115,2,noMark
1,67,104,104,2,noMark
1,68,86,86,2,noMark
1,69,63,63,2,noMark
1,70,90,90,2,noMark
1,71,66,66,2,noMark
1,72,73,73,2,noMark
1,73,68,68,2,noMark
1,74,93,93,2,noMark
1,75,98,98,2,noMark
1,76,114,114,2,noMark
1,77,69,69,2,noMark
1,78,112,112,2,noMark
1,79,107,107,2,noMark
1,80,84,84,2,noMark
1,81,117,117,2,noMark
1,82,109,109,2,noMark
1,83,100,100,2,noMark
1,84,65,65,2,noMark
1,85,113,113,2,noMark
1,86,105,105,2,noMark
1,87,85,85,2,noMark
1,88,111,111,2,noMark
1,89,91,91,2,noMark
1,90,83,83,2,noMark
1,91,81,81,2,mark
1,92,78,78,2,mark
1,93,64,64,2,mark
1,94,89,89,2,mark
1,95,101,101,2,mark
1,96,94,94,2,mark
1,97,88,88,2,mark
1,98,97,97,2,mark
1,99,62,62,2,mark
1,100,118,118,2,mark
1,101,92,92,2,mark
1,102,76,76,2,mark
1,103,99,99,2,mark
1,104,116,116,2,mark
1,105,74,74,2,mark
1,106,61,61,2,mark
1,107,77,77,2,mark
1,108,75,75,2,mark
1,109,79,79,2,mark
1,110,95,95,2,mark
1,111,67,67,2,mark
1,112,108,108,2,mark
1,113,82,82,2,mark
1,114,119,119,2,mark
1,115,72,72,2,mark
1,116,103,103,2,mark
1,117,106,106,2,mark
1,118,87,87,2,mark
1,119,110,110,2,mark
1,120,102,102,2,mark
1,121,158,158,3,mark
1,122,126,126,3,mark
1,123,174,174,3,mark
1,124,149,149,3,mark
1,125,144,144,3,mark
1,126,124,124,3,mark
1,127,152,152,3,mark
1,128,166,166,3,mark
1,129,179,179,3,mark
1,130,172,172,3,mark
1,131,156,156,3,mark
1,132,132,132,3,mark
1,133,141,141,3,mark
1,134,121,121,3,mark
1,135,122,122,3,mark
1,136,148,148,3,mark
1,137,162,162,3,mark
1,138,140,140,3,mark
1,139,170,170,3,mark
1,140,123,123,3,mark
1,141,163,163,3,mark
1,142,151,151,3,mark
1,143,160,160,3,mark
1,144,171,171,3,mark
1,145,180,180,3,mark
1,146,125,125,3,mark
1,147,167,167,3,mark
1,148,128,128,3,mark
1,149,150,150,3,mark
1,150,146,146,3,mark
1,151,135,135,3,noMark
1,152,154,154,3,noMark
1,153,153,153,3,noMark
1,154,137,137,3,noMark
1,155,178,178,3,noMark
1,156,168,168,3,noMark
1,157,142,142,3,noMark
1,158,139,139,3,noMark
1,159,155,155,3,noMark
1,160,145,145,3,noMark
1,161,131,131,3,noMark
1,162,176,176,3,noMark
1,163,147,147,3,noMark
1,164,177,177,3,noMark
1,165,169,169,3,noMark
1,166,165,165,3,noMark
1,167,138,138,3,noMark
1,168,157,157,3,noMark
1,169,175,175,3,noMark
1,170,143,143,3,noMark
1,171,130,130,3,noMark
1,172,129,129,3,noMark
1,173,127,127,3,noMark
1,174,133,133,3,noMark
1,175,164,164,3,noMark
1,176,161,161,3,noMark
1,177,159,159,3,noMark
1,178,136,136,3,noMark
1,179,134,134,3,noMark
1,180,173,173,3,noMark
