prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
14,1,238,238,MOT,noMark
14,2,195,195,MOT,noMark
14,3,191,191,MOT,noMark
14,4,223,223,MOT,noMark
14,5,234,234,MOT,noMark
14,6,201,201,MOT,noMark
14,7,197,197,MOT,noMark
14,8,227,227,MOT,noMark
14,9,217,217,MOT,noMark
14,10,225,225,MOT,noMark
14,11,229,229,MOT,noMark
14,12,204,204,MOT,noMark
14,13,213,213,MOT,noMark
14,14,203,203,MOT,noMark
14,15,202,202,MOT,noMark
14,16,226,226,MOT,noMark
14,17,222,222,MOT,noMark
14,18,184,184,MOT,noMark
14,19,240,240,MOT,noMark
14,20,194,194,MOT,noMark
14,21,212,212,MOT,noMark
14,22,209,209,MOT,noMark
14,23,235,235,MOT,noMark
14,24,196,196,MOT,noMark
14,25,198,198,MOT,noMark
14,26,221,221,MOT,noMark
14,27,186,186,MOT,noMark
14,28,207,207,MOT,noMark
14,29,214,214,MOT,noMark
14,30,206,206,MOT,noMark
14,31,185,185,MOT,mark
14,32,228,228,MOT,mark
14,33,199,199,MOT,mark
14,34,190,190,MOT,mark
14,35,233,233,MOT,mark
14,36,237,237,MOT,mark
14,37,188,188,MOT,mark
14,38,239,239,MOT,mark
14,39,215,215,MOT,mark
14,40,183,183,MOT,mark
14,41,224,224,MOT,mark
14,42,231,231,MOT,mark
14,43,208,208,MOT,mark
14,44,182,182,MOT,mark
14,45,236,236,MOT,mark
14,46,200,200,MOT,mark
14,47,192,192,MOT,mark
14,48,181,181,MOT,mark
14,49,230,230,MOT,mark
14,50,205,205,MOT,mark
14,51,218,218,MOT,mark
14,52,189,189,MOT,mark
14,53,211,211,MOT,mark
14,54,232,232,MOT,mark
14,55,219,219,MOT,mark
14,56,187,187,MOT,mark
14,57,210,210,MOT,mark
14,58,193,193,MOT,mark
14,59,216,216,MOT,mark
14,60,220,220,MOT,mark
