prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
2,1,221,221,MOT,mark
2,2,205,205,MOT,mark
2,3,228,228,MOT,mark
2,4,198,198,MOT,mark
2,5,194,194,MOT,mark
2,6,235,235,MOT,mark
2,7,185,185,MOT,mark
2,8,188,188,MOT,mark
2,9,236,236,MOT,mark
2,10,195,195,MOT,mark
2,11,233,233,MOT,mark
2,12,230,230,MOT,mark
2,13,196,196,MOT,mark
2,14,210,210,MOT,mark
2,15,214,214,MOT,mark
2,16,181,181,MOT,mark
2,17,206,206,MOT,mark
2,18,200,200,MOT,mark
2,19,199,199,MOT,mark
2,20,213,213,MOT,mark
2,21,239,239,MOT,mark
2,22,237,237,MOT,mark
2,23,193,193,MOT,mark
2,24,211,211,MOT,mark
2,25,226,226,MOT,mark
2,26,191,191,MOT,mark
2,27,203,203,MOT,mark
2,28,224,224,MOT,mark
2,29,182,182,MOT,mark
2,30,234,234,MOT,mark
2,31,219,219,MOT,noMark
2,32,223,223,MOT,noMark
2,33,201,201,MOT,noMark
2,34,222,222,MOT,noMark
2,35,209,209,MOT,noMark
2,36,232,232,MOT,noMark
2,37,220,220,MOT,noMark
2,38,202,202,MOT,noMark
2,39,240,240,MOT,noMark
2,40,197,197,MOT,noMark
2,41,192,192,MOT,noMark
2,42,212,212,MOT,noMark
2,43,204,204,MOT,noMark
2,44,229,229,MOT,noMark
2,45,218,218,MOT,noMark
2,46,208,208,MOT,noMark
2,47,225,225,MOT,noMark
2,48,217,217,MOT,noMark
2,49,189,189,MOT,noMark
2,50,184,184,MOT,noMark
2,51,183,183,MOT,noMark
2,52,215,215,MOT,noMark
2,53,207,207,MOT,noMark
2,54,187,187,MOT,noMark
2,55,186,186,MOT,noMark
2,56,231,231,MOT,noMark
2,57,216,216,MOT,noMark
2,58,238,238,MOT,noMark
2,59,190,190,MOT,noMark
2,60,227,227,MOT,noMark
