prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
5,1,214,214,MOT,mark
5,2,185,185,MOT,mark
5,3,235,235,MOT,mark
5,4,225,225,MOT,mark
5,5,226,226,MOT,mark
5,6,182,182,MOT,mark
5,7,219,219,MOT,mark
5,8,217,217,MOT,mark
5,9,195,195,MOT,mark
5,10,234,234,MOT,mark
5,11,208,208,MOT,mark
5,12,233,233,MOT,mark
5,13,238,238,MOT,mark
5,14,209,209,MOT,mark
5,15,198,198,MOT,mark
5,16,207,207,MOT,mark
5,17,211,211,MOT,mark
5,18,199,199,MOT,mark
5,19,220,220,MOT,mark
5,20,184,184,MOT,mark
5,21,213,213,MOT,mark
5,22,194,194,MOT,mark
5,23,240,240,MOT,mark
5,24,230,230,MOT,mark
5,25,221,221,MOT,mark
5,26,227,227,MOT,mark
5,27,222,222,MOT,mark
5,28,193,193,MOT,mark
5,29,212,212,MOT,mark
5,30,218,218,MOT,mark
5,31,192,192,MOT,noMark
5,32,204,204,MOT,noMark
5,33,189,189,MOT,noMark
5,34,228,228,MOT,noMark
5,35,237,237,MOT,noMark
5,36,183,183,MOT,noMark
5,37,200,200,MOT,noMark
5,38,191,191,MOT,noMark
5,39,229,229,MOT,noMark
5,40,197,197,MOT,noMark
5,41,187,187,MOT,noMark
5,42,201,201,MOT,noMark
5,43,196,196,MOT,noMark
5,44,223,223,MOT,noMark
5,45,239,239,MOT,noMark
5,46,206,206,MOT,noMark
5,47,224,224,MOT,noMark
5,48,216,216,MOT,noMark
5,49,188,188,MOT,noMark
5,50,202,202,MOT,noMark
5,51,232,232,MOT,noMark
5,52,215,215,MOT,noMark
5,53,190,190,MOT,noMark
5,54,236,236,MOT,noMark
5,55,205,205,MOT,noMark
5,56,186,186,MOT,noMark
5,57,203,203,MOT,noMark
5,58,231,231,MOT,noMark
5,59,210,210,MOT,noMark
5,60,181,181,MOT,noMark
