prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
1,1,218,218,MOT,mark
1,2,231,231,MOT,mark
1,3,233,233,MOT,mark
1,4,228,228,MOT,mark
1,5,225,225,MOT,mark
1,6,194,194,MOT,mark
1,7,226,226,MOT,mark
1,8,195,195,MOT,mark
1,9,238,238,MOT,mark
1,10,193,193,MOT,mark
1,11,229,229,MOT,mark
1,12,205,205,MOT,mark
1,13,237,237,MOT,mark
1,14,186,186,MOT,mark
1,15,201,201,MOT,mark
1,16,184,184,MOT,mark
1,17,199,199,MOT,mark
1,18,197,197,MOT,mark
1,19,204,204,MOT,mark
1,20,223,223,MOT,mark
1,21,187,187,MOT,mark
1,22,191,191,MOT,mark
1,23,202,202,MOT,mark
1,24,224,224,MOT,mark
1,25,214,214,MOT,mark
1,26,196,196,MOT,mark
1,27,192,192,MOT,mark
1,28,182,182,MOT,mark
1,29,219,219,MOT,mark
1,30,203,203,MOT,mark
1,31,210,210,MOT,noMark
1,32,217,217,MOT,noMark
1,33,185,185,MOT,noMark
1,34,239,239,MOT,noMark
1,35,216,216,MOT,noMark
1,36,220,220,MOT,noMark
1,37,213,213,MOT,noMark
1,38,212,212,MOT,noMark
1,39,207,207,MOT,noMark
1,40,232,232,MOT,noMark
1,41,206,206,MOT,noMark
1,42,227,227,MOT,noMark
1,43,181,181,MOT,noMark
1,44,190,190,MOT,noMark
1,45,183,183,MOT,noMark
1,46,234,234,MOT,noMark
1,47,209,209,MOT,noMark
1,48,236,236,MOT,noMark
1,49,211,211,MOT,noMark
1,50,200,200,MOT,noMark
1,51,222,222,MOT,noMark
1,52,221,221,MOT,noMark
1,53,230,230,MOT,noMark
1,54,235,235,MOT,noMark
1,55,188,188,MOT,noMark
1,56,208,208,MOT,noMark
1,57,198,198,MOT,noMark
1,58,189,189,MOT,noMark
1,59,240,240,MOT,noMark
1,60,215,215,MOT,noMark
