prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
8,1,16,16,1,mark
8,2,36,36,1,mark
8,3,12,12,1,mark
8,4,15,15,1,mark
8,5,1,1,1,mark
8,6,46,46,1,mark
8,7,4,4,1,mark
8,8,53,53,1,mark
8,9,8,8,1,mark
8,10,58,58,1,mark
8,11,9,9,1,mark
8,12,34,34,1,mark
8,13,19,19,1,mark
8,14,32,32,1,mark
8,15,35,35,1,mark
8,16,23,23,1,mark
8,17,40,40,1,mark
8,18,57,57,1,mark
8,19,6,6,1,mark
8,20,52,52,1,mark
8,21,60,60,1,mark
8,22,54,54,1,mark
8,23,45,45,1,mark
8,24,17,17,1,mark
8,25,50,50,1,mark
8,26,33,33,1,mark
8,27,37,37,1,mark
8,28,49,49,1,mark
8,29,42,42,1,mark
8,30,39,39,1,mark
8,31,24,24,1,noMark
8,32,2,2,1,noMark
8,33,44,44,1,noMark
8,34,7,7,1,noMark
8,35,56,56,1,noMark
8,36,43,43,1,noMark
8,37,31,31,1,noMark
8,38,38,38,1,noMark
8,39,21,21,1,noMark
8,40,25,25,1,noMark
8,41,10,10,1,noMark
8,42,14,14,1,noMark
8,43,30,30,1,noMark
8,44,11,11,1,noMark
8,45,48,48,1,noMark
8,46,3,3,1,noMark
8,47,20,20,1,noMark
8,48,29,29,1,noMark
8,49,28,28,1,noMark
8,50,55,55,1,noMark
8,51,5,5,1,noMark
8,52,26,26,1,noMark
8,53,59,59,1,noMark
8,54,27,27,1,noMark
8,55,22,22,1,noMark
8,56,13,13,1,noMark
8,57,41,41,1,noMark
8,58,18,18,1,noMark
8,59,47,47,1,noMark
8,60,51,51,1,noMark
8,61,76,76,3,noMark
8,62,66,66,3,noMark
8,63,84,84,3,noMark
8,64,106,106,3,noMark
8,65,87,87,3,noMark
8,66,78,78,3,noMark
8,67,109,109,3,noMark
8,68,114,114,3,noMark
8,69,104,104,3,noMark
8,70,99,99,3,noMark
8,71,97,97,3,noMark
8,72,70,70,3,noMark
8,73,62,62,3,noMark
8,74,85,85,3,noMark
8,75,91,91,3,noMark
8,76,77,77,3,noMark
8,77,88,88,3,noMark
8,78,113,113,3,noMark
8,79,115,115,3,noMark
8,80,101,101,3,noMark
8,81,63,63,3,noMark
8,82,67,67,3,noMark
8,83,61,61,3,noMark
8,84,119,119,3,noMark
8,85,120,120,3,noMark
8,86,69,69,3,noMark
8,87,93,93,3,noMark
8,88,89,89,3,noMark
8,89,95,95,3,noMark
8,90,65,65,3,noMark
8,91,86,86,3,mark
8,92,100,100,3,mark
8,93,75,75,3,mark
8,94,82,82,3,mark
8,95,105,105,3,mark
8,96,74,74,3,mark
8,97,96,96,3,mark
8,98,112,112,3,mark
8,99,108,108,3,mark
8,100,107,107,3,mark
8,101,110,110,3,mark
8,102,103,103,3,mark
8,103,71,71,3,mark
8,104,72,72,3,mark
8,105,92,92,3,mark
8,106,81,81,3,mark
8,107,68,68,3,mark
8,108,73,73,3,mark
8,109,90,90,3,mark
8,110,118,118,3,mark
8,111,79,79,3,mark
8,112,83,83,3,mark
8,113,80,80,3,mark
8,114,116,116,3,mark
8,115,64,64,3,mark
8,116,117,117,3,mark
8,117,94,94,3,mark
8,118,102,102,3,mark
8,119,98,98,3,mark
8,120,111,111,3,mark
8,121,154,154,2,mark
8,122,174,174,2,mark
8,123,130,130,2,mark
8,124,180,180,2,mark
8,125,179,179,2,mark
8,126,143,143,2,mark
8,127,161,161,2,mark
8,128,155,155,2,mark
8,129,171,171,2,mark
8,130,126,126,2,mark
8,131,137,137,2,mark
8,132,172,172,2,mark
8,133,129,129,2,mark
8,134,133,133,2,mark
8,135,156,156,2,mark
8,136,164,164,2,mark
8,137,159,159,2,mark
8,138,176,176,2,mark
8,139,158,158,2,mark
8,140,127,127,2,mark
8,141,145,145,2,mark
8,142,147,147,2,mark
8,143,131,131,2,mark
8,144,148,148,2,mark
8,145,136,136,2,mark
8,146,122,122,2,mark
8,147,144,144,2,mark
8,148,157,157,2,mark
8,149,142,142,2,mark
8,150,125,125,2,mark
8,151,121,121,2,noMark
8,152,123,123,2,noMark
8,153,170,170,2,noMark
8,154,167,167,2,noMark
8,155,173,173,2,noMark
8,156,178,178,2,noMark
8,157,139,139,2,noMark
8,158,165,165,2,noMark
8,159,177,177,2,noMark
8,160,168,168,2,noMark
8,161,153,153,2,noMark
8,162,163,163,2,noMark
8,163,169,169,2,noMark
8,164,135,135,2,noMark
8,165,166,166,2,noMark
8,166,149,149,2,noMark
8,167,140,140,2,noMark
8,168,160,160,2,noMark
8,169,138,138,2,noMark
8,170,175,175,2,noMark
8,171,146,146,2,noMark
8,172,132,132,2,noMark
8,173,141,141,2,noMark
8,174,151,151,2,noMark
8,175,150,150,2,noMark
8,176,128,128,2,noMark
8,177,162,162,2,noMark
8,178,152,152,2,noMark
8,179,134,134,2,noMark
8,180,124,124,2,noMark
