prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
4,1,34,34,1,noMark
4,2,20,20,1,noMark
4,3,43,43,1,noMark
4,4,19,19,1,noMark
4,5,23,23,1,noMark
4,6,39,39,1,noMark
4,7,53,53,1,noMark
4,8,18,18,1,noMark
4,9,50,50,1,noMark
4,10,3,3,1,noMark
4,11,37,37,1,noMark
4,12,56,56,1,noMark
4,13,21,21,1,noMark
4,14,2,2,1,noMark
4,15,45,45,1,noMark
4,16,1,1,1,noMark
4,17,26,26,1,noMark
4,18,5,5,1,noMark
4,19,27,27,1,noMark
4,20,60,60,1,noMark
4,21,54,54,1,noMark
4,22,36,36,1,noMark
4,23,28,28,1,noMark
4,24,44,44,1,noMark
4,25,7,7,1,noMark
4,26,13,13,1,noMark
4,27,6,6,1,noMark
4,28,24,24,1,noMark
4,29,9,9,1,noMark
4,30,4,4,1,noMark
4,31,55,55,1,mark
4,32,31,31,1,mark
4,33,14,14,1,mark
4,34,10,10,1,mark
4,35,22,22,1,mark
4,36,35,35,1,mark
4,37,25,25,1,mark
4,38,15,15,1,mark
4,39,17,17,1,mark
4,40,57,57,1,mark
4,41,30,30,1,mark
4,42,40,40,1,mark
4,43,52,52,1,mark
4,44,32,32,1,mark
4,45,38,38,1,mark
4,46,47,47,1,mark
4,47,51,51,1,mark
4,48,49,49,1,mark
4,49,42,42,1,mark
4,50,8,8,1,mark
4,51,58,58,1,mark
4,52,33,33,1,mark
4,53,16,16,1,mark
4,54,59,59,1,mark
4,55,12,12,1,mark
4,56,48,48,1,mark
4,57,29,29,1,mark
4,58,41,41,1,mark
4,59,11,11,1,mark
4,60,46,46,1,mark
4,61,105,105,2,mark
4,62,86,86,2,mark
4,63,118,118,2,mark
4,64,67,67,2,mark
4,65,84,84,2,mark
4,66,112,112,2,mark
4,67,89,89,2,mark
4,68,71,71,2,mark
4,69,117,117,2,mark
4,70,75,75,2,mark
4,71,62,62,2,mark
4,72,101,101,2,mark
4,73,72,72,2,mark
4,74,119,119,2,mark
4,75,79,79,2,mark
4,76,70,70,2,mark
4,77,80,80,2,mark
4,78,95,95,2,mark
4,79,99,99,2,mark
4,80,103,103,2,mark
4,81,110,110,2,mark
4,82,85,85,2,mark
4,83,78,78,2,mark
4,84,87,87,2,mark
4,85,92,92,2,mark
4,86,114,114,2,mark
4,87,65,65,2,mark
4,88,106,106,2,mark
4,89,68,68,2,mark
4,90,69,69,2,mark
4,91,104,104,2,noMark
4,92,82,82,2,noMark
4,93,93,93,2,noMark
4,94,98,98,2,noMark
4,95,96,96,2,noMark
4,96,116,116,2,noMark
4,97,115,115,2,noMark
4,98,83,83,2,noMark
4,99,108,108,2,noMark
4,100,63,63,2,noMark
4,101,111,111,2,noMark
4,102,100,100,2,noMark
4,103,97,97,2,noMark
4,104,113,113,2,noMark
4,105,90,90,2,noMark
4,106,91,91,2,noMark
4,107,109,109,2,noMark
4,108,94,94,2,noMark
4,109,76,76,2,noMark
4,110,61,61,2,noMark
4,111,102,102,2,noMark
4,112,107,107,2,noMark
4,113,74,74,2,noMark
4,114,66,66,2,noMark
4,115,88,88,2,noMark
4,116,77,77,2,noMark
4,117,73,73,2,noMark
4,118,120,120,2,noMark
4,119,81,81,2,noMark
4,120,64,64,2,noMark
4,121,158,158,3,mark
4,122,135,135,3,mark
4,123,164,164,3,mark
4,124,131,131,3,mark
4,125,178,178,3,mark
4,126,174,174,3,mark
4,127,132,132,3,mark
4,128,171,171,3,mark
4,129,169,169,3,mark
4,130,152,152,3,mark
4,131,126,126,3,mark
4,132,149,149,3,mark
4,133,146,146,3,mark
4,134,123,123,3,mark
4,135,150,150,3,mark
4,136,163,163,3,mark
4,137,162,162,3,mark
4,138,168,168,3,mark
4,139,155,155,3,mark
4,140,147,147,3,mark
4,141,159,159,3,mark
4,142,176,176,3,mark
4,143,134,134,3,mark
4,144,148,148,3,mark
4,145,139,139,3,mark
4,146,156,156,3,mark
4,147,172,172,3,mark
4,148,180,180,3,mark
4,149,141,141,3,mark
4,150,161,161,3,mark
4,151,121,121,3,noMark
4,152,137,137,3,noMark
4,153,138,138,3,noMark
4,154,143,143,3,noMark
4,155,165,165,3,noMark
4,156,170,170,3,noMark
4,157,167,167,3,noMark
4,158,153,153,3,noMark
4,159,127,127,3,noMark
4,160,166,166,3,noMark
4,161,173,173,3,noMark
4,162,130,130,3,noMark
4,163,128,128,3,noMark
4,164,125,125,3,noMark
4,165,175,175,3,noMark
4,166,142,142,3,noMark
4,167,179,179,3,noMark
4,168,160,160,3,noMark
4,169,129,129,3,noMark
4,170,151,151,3,noMark
4,171,154,154,3,noMark
4,172,145,145,3,noMark
4,173,140,140,3,noMark
4,174,136,136,3,noMark
4,175,122,122,3,noMark
4,176,133,133,3,noMark
4,177,157,157,3,noMark
4,178,144,144,3,noMark
4,179,124,124,3,noMark
4,180,177,177,3,noMark
