prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
12,1,239,239,MOT,noMark
12,2,218,218,MOT,noMark
12,3,182,182,MOT,noMark
12,4,200,200,MOT,noMark
12,5,226,226,MOT,noMark
12,6,219,219,MOT,noMark
12,7,198,198,MOT,noMark
12,8,193,193,MOT,noMark
12,9,209,209,MOT,noMark
12,10,204,204,MOT,noMark
12,11,231,231,MOT,noMark
12,12,216,216,MOT,noMark
12,13,229,229,MOT,noMark
12,14,220,220,MOT,noMark
12,15,196,196,MOT,noMark
12,16,233,233,MOT,noMark
12,17,188,188,MOT,noMark
12,18,206,206,MOT,noMark
12,19,225,225,MOT,noMark
12,20,201,201,MOT,noMark
12,21,205,205,MOT,noMark
12,22,197,197,MOT,noMark
12,23,186,186,MOT,noMark
12,24,195,195,MOT,noMark
12,25,189,189,MOT,noMark
12,26,199,199,MOT,noMark
12,27,234,234,MOT,noMark
12,28,228,228,MOT,noMark
12,29,192,192,MOT,noMark
12,30,194,194,MOT,noMark
12,31,202,202,MOT,mark
12,32,240,240,MOT,mark
12,33,217,217,MOT,mark
12,34,221,221,MOT,mark
12,35,191,191,MOT,mark
12,36,222,222,MOT,mark
12,37,238,238,MOT,mark
12,38,224,224,MOT,mark
12,39,235,235,MOT,mark
12,40,211,211,MOT,mark
12,41,181,181,MOT,mark
12,42,230,230,MOT,mark
12,43,227,227,MOT,mark
12,44,232,232,MOT,mark
12,45,214,214,MOT,mark
12,46,213,213,MOT,mark
12,47,190,190,MOT,mark
12,48,212,212,MOT,mark
12,49,203,203,MOT,mark
12,50,208,208,MOT,mark
12,51,187,187,MOT,mark
12,52,236,236,MOT,mark
12,53,215,215,MOT,mark
12,54,223,223,MOT,mark
12,55,207,207,MOT,mark
12,56,185,185,MOT,mark
12,57,183,183,MOT,mark
12,58,210,210,MOT,mark
12,59,184,184,MOT,mark
12,60,237,237,MOT,mark
