prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
12,1,24,24,2,mark
12,2,60,60,2,mark
12,3,23,23,2,mark
12,4,7,7,2,mark
12,5,22,22,2,mark
12,6,12,12,2,mark
12,7,30,30,2,mark
12,8,33,33,2,mark
12,9,32,32,2,mark
12,10,47,47,2,mark
12,11,34,34,2,mark
12,12,52,52,2,mark
12,13,44,44,2,mark
12,14,8,8,2,mark
12,15,48,48,2,mark
12,16,49,49,2,mark
12,17,57,57,2,mark
12,18,31,31,2,mark
12,19,9,9,2,mark
12,20,42,42,2,mark
12,21,17,17,2,mark
12,22,40,40,2,mark
12,23,11,11,2,mark
12,24,20,20,2,mark
12,25,5,5,2,mark
12,26,3,3,2,mark
12,27,6,6,2,mark
12,28,19,19,2,mark
12,29,27,27,2,mark
12,30,1,1,2,mark
12,31,51,51,2,noMark
12,32,28,28,2,noMark
12,33,54,54,2,noMark
12,34,46,46,2,noMark
12,35,10,10,2,noMark
12,36,50,50,2,noMark
12,37,59,59,2,noMark
12,38,39,39,2,noMark
12,39,38,38,2,noMark
12,40,4,4,2,noMark
12,41,56,56,2,noMark
12,42,43,43,2,noMark
12,43,29,29,2,noMark
12,44,36,36,2,noMark
12,45,18,18,2,noMark
12,46,55,55,2,noMark
12,47,41,41,2,noMark
12,48,13,13,2,noMark
12,49,58,58,2,noMark
12,50,37,37,2,noMark
12,51,45,45,2,noMark
12,52,21,21,2,noMark
12,53,53,53,2,noMark
12,54,25,25,2,noMark
12,55,16,16,2,noMark
12,56,14,14,2,noMark
12,57,2,2,2,noMark
12,58,26,26,2,noMark
12,59,15,15,2,noMark
12,60,35,35,2,noMark
12,61,87,87,1,mark
12,62,106,106,1,mark
12,63,72,72,1,mark
12,64,76,76,1,mark
12,65,101,101,1,mark
12,66,81,81,1,mark
12,67,116,116,1,mark
12,68,113,113,1,mark
12,69,118,118,1,mark
12,70,70,70,1,mark
12,71,84,84,1,mark
12,72,90,90,1,mark
12,73,109,109,1,mark
12,74,83,83,1,mark
12,75,71,71,1,mark
12,76,97,97,1,mark
12,77,93,93,1,mark
12,78,115,115,1,mark
12,79,88,88,1,mark
12,80,68,68,1,mark
12,81,114,114,1,mark
12,82,103,103,1,mark
12,83,74,74,1,mark
12,84,91,91,1,mark
12,85,94,94,1,mark
12,86,108,108,1,mark
12,87,69,69,1,mark
12,88,110,110,1,mark
12,89,99,99,1,mark
12,90,117,117,1,mark
12,91,104,104,1,noMark
12,92,100,100,1,noMark
12,93,105,105,1,noMark
12,94,102,102,1,noMark
12,95,80,80,1,noMark
12,96,62,62,1,noMark
12,97,92,92,1,noMark
12,98,89,89,1,noMark
12,99,73,73,1,noMark
12,100,98,98,1,noMark
12,101,120,120,1,noMark
12,102,119,119,1,noMark
12,103,86,86,1,noMark
12,104,64,64,1,noMark
12,105,61,61,1,noMark
12,106,63,63,1,noMark
12,107,82,82,1,noMark
12,108,111,111,1,noMark
12,109,85,85,1,noMark
12,110,77,77,1,noMark
12,111,112,112,1,noMark
12,112,107,107,1,noMark
12,113,95,95,1,noMark
12,114,75,75,1,noMark
12,115,79,79,1,noMark
12,116,67,67,1,noMark
12,117,78,78,1,noMark
12,118,66,66,1,noMark
12,119,96,96,1,noMark
12,120,65,65,1,noMark
12,121,166,166,3,noMark
12,122,178,178,3,noMark
12,123,137,137,3,noMark
12,124,130,130,3,noMark
12,125,175,175,3,noMark
12,126,131,131,3,noMark
12,127,143,143,3,noMark
12,128,134,134,3,noMark
12,129,140,140,3,noMark
12,130,142,142,3,noMark
12,131,162,162,3,noMark
12,132,171,171,3,noMark
12,133,172,172,3,noMark
12,134,149,149,3,noMark
12,135,152,152,3,noMark
12,136,164,164,3,noMark
12,137,138,138,3,noMark
12,138,174,174,3,noMark
12,139,129,129,3,noMark
12,140,163,163,3,noMark
12,141,161,161,3,noMark
12,142,176,176,3,noMark
12,143,177,177,3,noMark
12,144,123,123,3,noMark
12,145,158,158,3,noMark
12,146,157,157,3,noMark
12,147,122,122,3,noMark
12,148,180,180,3,noMark
12,149,147,147,3,noMark
12,150,136,136,3,noMark
12,151,135,135,3,mark
12,152,167,167,3,mark
12,153,146,146,3,mark
12,154,153,153,3,mark
12,155,156,156,3,mark
12,156,154,154,3,mark
12,157,168,168,3,mark
12,158,139,139,3,mark
12,159,148,148,3,mark
12,160,145,145,3,mark
12,161,121,121,3,mark
12,162,141,141,3,mark
12,163,169,169,3,mark
12,164,155,155,3,mark
12,165,160,160,3,mark
12,166,132,132,3,mark
12,167,128,128,3,mark
12,168,124,124,3,mark
12,169,151,151,3,mark
12,170,159,159,3,mark
12,171,150,150,3,mark
12,172,173,173,3,mark
12,173,179,179,3,mark
12,174,126,126,3,mark
12,175,133,133,3,mark
12,176,170,170,3,mark
12,177,127,127,3,mark
12,178,125,125,3,mark
12,179,144,144,3,mark
12,180,165,165,3,mark
