prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
7,1,50,50,1,noMark
7,2,32,32,1,noMark
7,3,31,31,1,noMark
7,4,4,4,1,noMark
7,5,20,20,1,noMark
7,6,16,16,1,noMark
7,7,40,40,1,noMark
7,8,54,54,1,noMark
7,9,53,53,1,noMark
7,10,10,10,1,noMark
7,11,34,34,1,noMark
7,12,2,2,1,noMark
7,13,42,42,1,noMark
7,14,14,14,1,noMark
7,15,43,43,1,noMark
7,16,9,9,1,noMark
7,17,30,30,1,noMark
7,18,12,12,1,noMark
7,19,23,23,1,noMark
7,20,52,52,1,noMark
7,21,13,13,1,noMark
7,22,15,15,1,noMark
7,23,57,57,1,noMark
7,24,3,3,1,noMark
7,25,6,6,1,noMark
7,26,19,19,1,noMark
7,27,36,36,1,noMark
7,28,46,46,1,noMark
7,29,1,1,1,noMark
7,30,56,56,1,noMark
7,31,8,8,1,mark
7,32,28,28,1,mark
7,33,38,38,1,mark
7,34,45,45,1,mark
7,35,44,44,1,mark
7,36,22,22,1,mark
7,37,47,47,1,mark
7,38,49,49,1,mark
7,39,41,41,1,mark
7,40,35,35,1,mark
7,41,17,17,1,mark
7,42,11,11,1,mark
7,43,39,39,1,mark
7,44,27,27,1,mark
7,45,26,26,1,mark
7,46,25,25,1,mark
7,47,59,59,1,mark
7,48,58,58,1,mark
7,49,24,24,1,mark
7,50,33,33,1,mark
7,51,37,37,1,mark
7,52,51,51,1,mark
7,53,29,29,1,mark
7,54,21,21,1,mark
7,55,7,7,1,mark
7,56,48,48,1,mark
7,57,55,55,1,mark
7,58,60,60,1,mark
7,59,5,5,1,mark
7,60,18,18,1,mark
7,61,114,114,3,noMark
7,62,109,109,3,noMark
7,63,104,104,3,noMark
7,64,70,70,3,noMark
7,65,106,106,3,noMark
7,66,89,89,3,noMark
7,67,117,117,3,noMark
7,68,108,108,3,noMark
7,69,116,116,3,noMark
7,70,110,110,3,noMark
7,71,93,93,3,noMark
7,72,72,72,3,noMark
7,73,80,80,3,noMark
7,74,65,65,3,noMark
7,75,61,61,3,noMark
7,76,78,78,3,noMark
7,77,105,105,3,noMark
7,78,62,62,3,noMark
7,79,107,107,3,noMark
7,80,98,98,3,noMark
7,81,88,88,3,noMark
7,82,69,69,3,noMark
7,83,90,90,3,noMark
7,84,102,102,3,noMark
7,85,73,73,3,noMark
7,86,95,95,3,noMark
7,87,100,100,3,noMark
7,88,83,83,3,noMark
7,89,77,77,3,noMark
7,90,71,71,3,noMark
7,91,96,96,3,mark
7,92,87,87,3,mark
7,93,112,112,3,mark
7,94,82,82,3,mark
7,95,113,113,3,mark
7,96,115,115,3,mark
7,97,74,74,3,mark
7,98,103,103,3,mark
7,99,68,68,3,mark
7,100,111,111,3,mark
7,101,84,84,3,mark
7,102,81,81,3,mark
7,103,118,118,3,mark
7,104,79,79,3,mark
7,105,66,66,3,mark
7,106,67,67,3,mark
7,107,85,85,3,mark
7,108,92,92,3,mark
7,109,120,120,3,mark
7,110,97,97,3,mark
7,111,94,94,3,mark
7,112,86,86,3,mark
7,113,99,99,3,mark
7,114,119,119,3,mark
7,115,91,91,3,mark
7,116,101,101,3,mark
7,117,64,64,3,mark
7,118,76,76,3,mark
7,119,63,63,3,mark
7,120,75,75,3,mark
7,121,122,122,2,noMark
7,122,134,134,2,noMark
7,123,166,166,2,noMark
7,124,123,123,2,noMark
7,125,161,161,2,noMark
7,126,162,162,2,noMark
7,127,165,165,2,noMark
7,128,152,152,2,noMark
7,129,156,156,2,noMark
7,130,138,138,2,noMark
7,131,160,160,2,noMark
7,132,175,175,2,noMark
7,133,144,144,2,noMark
7,134,127,127,2,noMark
7,135,136,136,2,noMark
7,136,145,145,2,noMark
7,137,155,155,2,noMark
7,138,135,135,2,noMark
7,139,167,167,2,noMark
7,140,173,173,2,noMark
7,141,124,124,2,noMark
7,142,130,130,2,noMark
7,143,132,132,2,noMark
7,144,153,153,2,noMark
7,145,150,150,2,noMark
7,146,141,141,2,noMark
7,147,149,149,2,noMark
7,148,171,171,2,noMark
7,149,142,142,2,noMark
7,150,133,133,2,noMark
7,151,154,154,2,mark
7,152,137,137,2,mark
7,153,146,146,2,mark
7,154,139,139,2,mark
7,155,170,170,2,mark
7,156,128,128,2,mark
7,157,157,157,2,mark
7,158,147,147,2,mark
7,159,169,169,2,mark
7,160,148,148,2,mark
7,161,176,176,2,mark
7,162,158,158,2,mark
7,163,129,129,2,mark
7,164,177,177,2,mark
7,165,164,164,2,mark
7,166,159,159,2,mark
7,167,174,174,2,mark
7,168,179,179,2,mark
7,169,172,172,2,mark
7,170,140,140,2,mark
7,171,168,168,2,mark
7,172,125,125,2,mark
7,173,178,178,2,mark
7,174,163,163,2,mark
7,175,121,121,2,mark
7,176,143,143,2,mark
7,177,126,126,2,mark
7,178,131,131,2,mark
7,179,151,151,2,mark
7,180,180,180,2,mark
