prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
18,1,225,225,MOT,mark
18,2,228,228,MOT,mark
18,3,192,192,MOT,mark
18,4,232,232,MOT,mark
18,5,230,230,MOT,mark
18,6,223,223,MOT,mark
18,7,235,235,MOT,mark
18,8,205,205,MOT,mark
18,9,229,229,MOT,mark
18,10,183,183,MOT,mark
18,11,209,209,MOT,mark
18,12,218,218,MOT,mark
18,13,234,234,MOT,mark
18,14,238,238,MOT,mark
18,15,186,186,MOT,mark
18,16,188,188,MOT,mark
18,17,233,233,MOT,mark
18,18,216,216,MOT,mark
18,19,202,202,MOT,mark
18,20,187,187,MOT,mark
18,21,239,239,MOT,mark
18,22,201,201,MOT,mark
18,23,194,194,MOT,mark
18,24,189,189,MOT,mark
18,25,213,213,MOT,mark
18,26,206,206,MOT,mark
18,27,240,240,MOT,mark
18,28,185,185,MOT,mark
18,29,219,219,MOT,mark
18,30,221,221,MOT,mark
18,31,231,231,MOT,noMark
18,32,207,207,MOT,noMark
18,33,196,196,MOT,noMark
18,34,203,203,MOT,noMark
18,35,217,217,MOT,noMark
18,36,237,237,MOT,noMark
18,37,224,224,MOT,noMark
18,38,190,190,MOT,noMark
18,39,193,193,MOT,noMark
18,40,211,211,MOT,noMark
18,41,181,181,MOT,noMark
18,42,215,215,MOT,noMark
18,43,227,227,MOT,noMark
18,44,197,197,MOT,noMark
18,45,220,220,MOT,noMark
18,46,199,199,MOT,noMark
18,47,204,204,MOT,noMark
18,48,226,226,MOT,noMark
18,49,200,200,MOT,noMark
18,50,222,222,MOT,noMark
18,51,210,210,MOT,noMark
18,52,191,191,MOT,noMark
18,53,236,236,MOT,noMark
18,54,214,214,MOT,noMark
18,55,184,184,MOT,noMark
18,56,212,212,MOT,noMark
18,57,182,182,MOT,noMark
18,58,198,198,MOT,noMark
18,59,195,195,MOT,noMark
18,60,208,208,MOT,noMark
