prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
20,1,2,2,3,noMark
20,2,47,47,3,noMark
20,3,9,9,3,noMark
20,4,27,27,3,noMark
20,5,25,25,3,noMark
20,6,8,8,3,noMark
20,7,54,54,3,noMark
20,8,53,53,3,noMark
20,9,43,43,3,noMark
20,10,55,55,3,noMark
20,11,24,24,3,noMark
20,12,41,41,3,noMark
20,13,22,22,3,noMark
20,14,36,36,3,noMark
20,15,19,19,3,noMark
20,16,12,12,3,noMark
20,17,33,33,3,noMark
20,18,38,38,3,noMark
20,19,44,44,3,noMark
20,20,10,10,3,noMark
20,21,56,56,3,noMark
20,22,20,20,3,noMark
20,23,52,52,3,noMark
20,24,42,42,3,noMark
20,25,29,29,3,noMark
20,26,30,30,3,noMark
20,27,15,15,3,noMark
20,28,51,51,3,noMark
20,29,39,39,3,noMark
20,30,49,49,3,noMark
20,31,11,11,3,mark
20,32,18,18,3,mark
20,33,31,31,3,mark
20,34,16,16,3,mark
20,35,3,3,3,mark
20,36,26,26,3,mark
20,37,40,40,3,mark
20,38,28,28,3,mark
20,39,21,21,3,mark
20,40,35,35,3,mark
20,41,1,1,3,mark
20,42,50,50,3,mark
20,43,48,48,3,mark
20,44,7,7,3,mark
20,45,5,5,3,mark
20,46,60,60,3,mark
20,47,23,23,3,mark
20,48,4,4,3,mark
20,49,6,6,3,mark
20,50,17,17,3,mark
20,51,59,59,3,mark
20,52,32,32,3,mark
20,53,34,34,3,mark
20,54,14,14,3,mark
20,55,13,13,3,mark
20,56,57,57,3,mark
20,57,46,46,3,mark
20,58,37,37,3,mark
20,59,45,45,3,mark
20,60,58,58,3,mark
20,61,119,119,1,mark
20,62,99,99,1,mark
20,63,115,115,1,mark
20,64,89,89,1,mark
20,65,83,83,1,mark
20,66,77,77,1,mark
20,67,73,73,1,mark
20,68,69,69,1,mark
20,69,94,94,1,mark
20,70,107,107,1,mark
20,71,111,111,1,mark
20,72,68,68,1,mark
20,73,113,113,1,mark
20,74,95,95,1,mark
20,75,105,105,1,mark
20,76,82,82,1,mark
20,77,79,79,1,mark
20,78,97,97,1,mark
20,79,84,84,1,mark
20,80,67,67,1,mark
20,81,85,85,1,mark
20,82,98,98,1,mark
20,83,109,109,1,mark
20,84,93,93,1,mark
20,85,81,81,1,mark
20,86,72,72,1,mark
20,87,90,90,1,mark
20,88,114,114,1,mark
20,89,76,76,1,mark
20,90,66,66,1,mark
20,91,100,100,1,noMark
20,92,112,112,1,noMark
20,93,118,118,1,noMark
20,94,71,71,1,noMark
20,95,62,62,1,noMark
20,96,102,102,1,noMark
20,97,88,88,1,noMark
20,98,65,65,1,noMark
20,99,117,117,1,noMark
20,100,103,103,1,noMark
20,101,61,61,1,noMark
20,102,86,86,1,noMark
20,103,63,63,1,noMark
20,104,74,74,1,noMark
20,105,108,108,1,noMark
20,106,70,70,1,noMark
20,107,104,104,1,noMark
20,108,116,116,1,noMark
20,109,75,75,1,noMark
20,110,96,96,1,noMark
20,111,91,91,1,noMark
20,112,110,110,1,noMark
20,113,92,92,1,noMark
20,114,120,120,1,noMark
20,115,106,106,1,noMark
20,116,87,87,1,noMark
20,117,101,101,1,noMark
20,118,64,64,1,noMark
20,119,80,80,1,noMark
20,120,78,78,1,noMark
20,121,125,125,2,noMark
20,122,137,137,2,noMark
20,123,141,141,2,noMark
20,124,160,160,2,noMark
20,125,136,136,2,noMark
20,126,154,154,2,noMark
20,127,173,173,2,noMark
20,128,169,169,2,noMark
20,129,171,171,2,noMark
20,130,163,163,2,noMark
20,131,152,152,2,noMark
20,132,158,158,2,noMark
20,133,155,155,2,noMark
20,134,148,148,2,noMark
20,135,143,143,2,noMark
20,136,127,127,2,noMark
20,137,170,170,2,noMark
20,138,150,150,2,noMark
20,139,168,168,2,noMark
20,140,129,129,2,noMark
20,141,144,144,2,noMark
20,142,135,135,2,noMark
20,143,128,128,2,noMark
20,144,172,172,2,noMark
20,145,140,140,2,noMark
20,146,175,175,2,noMark
20,147,167,167,2,noMark
20,148,161,161,2,noMark
20,149,131,131,2,noMark
20,150,147,147,2,noMark
20,151,156,156,2,mark
20,152,176,176,2,mark
20,153,180,180,2,mark
20,154,138,138,2,mark
20,155,165,165,2,mark
20,156,162,162,2,mark
20,157,157,157,2,mark
20,158,146,146,2,mark
20,159,177,177,2,mark
20,160,126,126,2,mark
20,161,153,153,2,mark
20,162,145,145,2,mark
20,163,132,132,2,mark
20,164,139,139,2,mark
20,165,123,123,2,mark
20,166,151,151,2,mark
20,167,149,149,2,mark
20,168,133,133,2,mark
20,169,174,174,2,mark
20,170,166,166,2,mark
20,171,178,178,2,mark
20,172,130,130,2,mark
20,173,122,122,2,mark
20,174,142,142,2,mark
20,175,134,134,2,mark
20,176,121,121,2,mark
20,177,179,179,2,mark
20,178,124,124,2,mark
20,179,159,159,2,mark
20,180,164,164,2,mark
