prot_id,trial_id,noise_id,trajectory_id,t_contr,mark_type
16,1,6,6,3,noMark
16,2,19,19,3,noMark
16,3,10,10,3,noMark
16,4,24,24,3,noMark
16,5,43,43,3,noMark
16,6,25,25,3,noMark
16,7,56,56,3,noMark
16,8,50,50,3,noMark
16,9,44,44,3,noMark
16,10,16,16,3,noMark
16,11,57,57,3,noMark
16,12,34,34,3,noMark
16,13,55,55,3,noMark
16,14,4,4,3,noMark
16,15,32,32,3,noMark
16,16,46,46,3,noMark
16,17,12,12,3,noMark
16,18,28,28,3,noMark
16,19,1,1,3,noMark
16,20,38,38,3,noMark
16,21,22,22,3,noMark
16,22,21,21,3,noMark
16,23,42,42,3,noMark
16,24,45,45,3,noMark
16,25,8,8,3,noMark
16,26,59,59,3,noMark
16,27,51,51,3,noMark
16,28,26,26,3,noMark
16,29,53,53,3,noMark
16,30,31,31,3,noMark
16,31,41,41,3,mark
16,32,60,60,3,mark
16,33,47,47,3,mark
16,34,58,58,3,mark
16,35,3,3,3,mark
16,36,2,2,3,mark
16,37,23,23,3,mark
16,38,48,48,3,mark
16,39,49,49,3,mark
16,40,7,7,3,mark
16,41,54,54,3,mark
16,42,36,36,3,mark
16,43,29,29,3,mark
16,44,18,18,3,mark
16,45,9,9,3,mark
16,46,37,37,3,mark
16,47,52,52,3,mark
16,48,11,11,3,mark
16,49,17,17,3,mark
16,50,39,39,3,mark
16,51,20,20,3,mark
16,52,35,35,3,mark
16,53,14,14,3,mark
16,54,33,33,3,mark
16,55,15,15,3,mark
16,56,30,30,3,mark
16,57,40,40,3,mark
16,58,5,5,3,mark
16,59,27,27,3,mark
16,60,13,13,3,mark
16,61,107,107,2,noMark
16,62,81,81,2,noMark
16,63,114,114,2,noMark
16,64,111,111,2,noMark
16,65,117,117,2,noMark
16,66,92,92,2,noMark
16,67,79,79,2,noMark
16,68,78,78,2,noMark
16,69,93,93,2,noMark
16,70,82,82,2,noMark
16,71,66,66,2,noMark
16,72,119,119,2,noMark
16,73,83,83,2,noMark
16,74,103,103,2,noMark
16,75,74,74,2,noMark
16,76,110,110,2,noMark
16,77,109,109,2,noMark
16,78,106,106,2,noMark
16,79,87,87,2,noMark
16,80,67,67,2,noMark
16,81,86,86,2,noMark
16,82,89,89,2,noMark
16,83,69,69,2,noMark
16,84,98,98,2,noMark
16,85,118,118,2,noMark
16,86,68,68,2,noMark
16,87,116,116,2,noMark
16,88,61,61,2,noMark
16,89,84,84,2,noMark
16,90,120,120,2,noMark
16,91,100,100,2,mark
16,92,105,105,2,mark
16,93,115,115,2,mark
16,94,75,75,2,mark
16,95,99,99,2,mark
16,96,85,85,2,mark
16,97,96,96,2,mark
16,98,72,72,2,mark
16,99,112,112,2,mark
16,100,76,76,2,mark
16,101,70,70,2,mark
16,102,91,91,2,mark
16,103,101,101,2,mark
16,104,62,62,2,mark
16,105,73,73,2,mark
16,106,108,108,2,mark
16,107,113,113,2,mark
16,108,65,65,2,mark
16,109,77,77,2,mark
16,110,71,71,2,mark
16,111,95,95,2,mark
16,112,90,90,2,mark
16,113,94,94,2,mark
16,114,102,102,2,mark
16,115,80,80,2,mark
16,116,88,88,2,mark
16,117,63,63,2,mark
16,118,104,104,2,mark
16,119,97,97,2,mark
16,120,64,64,2,mark
16,121,149,149,1,mark
16,122,158,158,1,mark
16,123,137,137,1,mark
16,124,140,140,1,mark
16,125,177,177,1,mark
16,126,178,178,1,mark
16,127,160,160,1,mark
16,128,156,156,1,mark
16,129,167,167,1,mark
16,130,150,150,1,mark
16,131,143,143,1,mark
16,132,153,153,1,mark
16,133,132,132,1,mark
16,134,130,130,1,mark
16,135,144,144,1,mark
16,136,128,128,1,mark
16,137,124,124,1,mark
16,138,151,151,1,mark
16,139,180,180,1,mark
16,140,147,147,1,mark
16,141,162,162,1,mark
16,142,129,129,1,mark
16,143,134,134,1,mark
16,144,136,136,1,mark
16,145,145,145,1,mark
16,146,127,127,1,mark
16,147,159,159,1,mark
16,148,125,125,1,mark
16,149,175,175,1,mark
16,150,146,146,1,mark
16,151,161,161,1,noMark
16,152,142,142,1,noMark
16,153,173,173,1,noMark
16,154,165,165,1,noMark
16,155,174,174,1,noMark
16,156,123,123,1,noMark
16,157,170,170,1,noMark
16,158,135,135,1,noMark
16,159,122,122,1,noMark
16,160,133,133,1,noMark
16,161,164,164,1,noMark
16,162,126,126,1,noMark
16,163,168,168,1,noMark
16,164,179,179,1,noMark
16,165,157,157,1,noMark
16,166,141,141,1,noMark
16,167,171,171,1,noMark
16,168,131,131,1,noMark
16,169,172,172,1,noMark
16,170,169,169,1,noMark
16,171,176,176,1,noMark
16,172,152,152,1,noMark
16,173,166,166,1,noMark
16,174,154,154,1,noMark
16,175,148,148,1,noMark
16,176,121,121,1,noMark
16,177,163,163,1,noMark
16,178,139,139,1,noMark
16,179,138,138,1,noMark
16,180,155,155,1,noMark
