prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
6,1,172,2500,1500,2000,noise,1.6972984109258968
6,2,178,1500,2500,2000,no_noise,0.2493564229930536
6,3,25,1500,2500,2000,no_noise,4.943051465203039
6,4,8,1500,2500,2000,noise,5.088006955981069
6,5,182,2500,1500,2000,no_noise,1.5780236599794764
6,6,26,2500,1500,2000,noise,2.4792055222098686
6,7,105,2500,2000,1500,no_noise,3.53538197645001
6,8,189,1500,2500,2000,no_noise,4.466758058219414
6,9,156,2500,2000,1500,noise,4.236914917244309
6,10,183,1500,2500,2000,no_noise,3.6540869032495378
6,11,68,2000,2500,1500,no_noise,4.096385622629403
6,12,210,1500,2500,2000,noise,3.5836668208961626
6,13,20,1500,2000,2500,no_noise,5.896833293061704
6,14,29,2000,2500,1500,noise,1.929085345782104
6,15,97,2500,2000,1500,noise,0.7564924279746865
6,16,199,1500,2500,2000,no_noise,5.814729861238498
6,17,44,2500,2000,1500,no_noise,2.8960581523551214
6,18,15,1500,2500,2000,noise,5.523201249238783
6,19,163,2000,2500,1500,noise,5.710542196146905
6,20,196,2000,2500,1500,noise,0.521402092432866
6,21,214,1500,2500,2000,no_noise,5.16316177416091
6,22,197,2500,1500,2000,no_noise,3.2339232608559065
6,23,221,2000,1500,2500,no_noise,3.46676674587024
6,24,39,1500,2500,2000,no_noise,0.11921949799348397
6,25,98,2500,1500,2000,noise,6.126637946125061
6,26,204,2500,2000,1500,no_noise,3.1605486925563326
6,27,18,2000,2500,1500,no_noise,2.5683129830132803
6,28,135,2500,2000,1500,noise,0.321018805138916
6,29,159,1500,2000,2500,no_noise,3.1640760630740443
6,30,53,1500,2000,2500,no_noise,2.969406026788503
6,31,38,2000,2500,1500,noise,6.023922395015781
6,32,42,2000,1500,2500,noise,2.4889217954573644
6,33,55,2000,1500,2500,no_noise,6.282240949671877
6,34,110,2000,1500,2500,no_noise,2.5166490728326183
6,35,30,2000,1500,2500,no_noise,0.19942949689046507
6,36,166,1500,2000,2500,noise,3.0069358705599947
6,37,23,1500,2500,2000,no_noise,5.500502869794456
6,38,202,2000,2500,1500,noise,3.1936083487551397
6,39,175,2500,2000,1500,noise,2.8964507732350713
6,40,71,1500,2500,2000,noise,3.376116624785979
6,41,169,1500,2500,2000,noise,3.2073816069009116
6,42,181,1500,2000,2500,no_noise,2.6854216701573055
6,43,153,1500,2000,2500,no_noise,3.138375407075705
6,44,5,1500,2000,2500,noise,0.2504639470687344
6,45,107,2500,1500,2000,noise,0.02305651641931261
6,46,121,2500,1500,2000,no_noise,5.828619447704098
6,47,7,2000,2500,1500,no_noise,4.2731650441676
6,48,170,2500,1500,2000,noise,3.567733044870435
