prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
13,1,90,1500,2500,2000,noise,2.0578457892171205
13,2,200,2000,1500,2500,no_noise,5.881962884392351
13,3,199,1500,2500,2000,no_noise,5.814729861238498
13,4,95,2000,1500,2500,noise,3.3653699817623046
13,5,38,2000,2500,1500,no_noise,6.023922395015781
13,6,154,2500,2000,1500,noise,2.996614477341109
13,7,85,2000,2500,1500,no_noise,1.828690437714065
13,8,171,1500,2500,2000,no_noise,0.002980265488591538
13,9,151,2000,1500,2500,noise,0.7866992739596399
13,10,4,2500,2000,1500,no_noise,5.368524934075115
13,11,159,1500,2000,2500,no_noise,3.1640760630740443
13,12,202,2000,2500,1500,noise,3.1936083487551397
13,13,45,1500,2000,2500,no_noise,4.80784028888625
13,14,99,2000,2500,1500,noise,2.9302384667081256
13,15,131,2000,2500,1500,noise,3.334963090507518
13,16,83,2000,2500,1500,no_noise,6.108676338889166
13,17,114,2000,1500,2500,no_noise,4.722622652646788
13,18,77,2500,2000,1500,noise,3.827131411545036
13,19,149,1500,2500,2000,noise,5.645470745636943
13,20,119,2500,2000,1500,noise,1.3502141228892794
13,21,140,2500,2000,1500,no_noise,2.022829313314632
13,22,222,2500,1500,2000,no_noise,3.455324568686205
13,23,212,2500,1500,2000,no_noise,3.830055362002166
13,24,182,2500,1500,2000,no_noise,1.5780236599794764
13,25,195,2500,2000,1500,noise,3.334647948694883
13,26,81,2000,1500,2500,no_noise,3.161824734554318
13,27,71,1500,2500,2000,no_noise,3.376116624785979
13,28,203,2000,2500,1500,noise,5.469480616678807
13,29,156,2500,2000,1500,no_noise,4.236914917244309
13,30,229,2000,1500,2500,no_noise,0.6220390680925636
13,31,19,2500,2000,1500,noise,3.923178183295745
13,32,116,2500,2000,1500,noise,5.545756645995879
13,33,137,2000,1500,2500,no_noise,5.68615664059635
13,34,211,2000,2500,1500,no_noise,3.547011581235443
13,35,65,1500,2500,2000,no_noise,0.8536925877457779
13,36,141,1500,2000,2500,noise,3.868521173446182
13,37,25,1500,2500,2000,no_noise,4.943051465203039
13,38,43,1500,2500,2000,noise,2.6877982420196345
13,39,145,2500,2000,1500,noise,0.3996930735979882
13,40,53,1500,2000,2500,noise,2.969406026788503
13,41,143,2000,1500,2500,noise,6.26954792193918
13,42,47,2000,2500,1500,no_noise,5.384325834714621
13,43,35,2500,1500,2000,no_noise,3.9393194903431157
13,44,103,2500,1500,2000,noise,4.22984174782984
13,45,21,2000,2500,1500,noise,2.2878152970559116
13,46,147,1500,2000,2500,no_noise,3.384097332985938
13,47,58,2500,2000,1500,no_noise,6.272152387179897
13,48,213,2000,2500,1500,noise,2.250644925903612
13,49,120,2000,2500,1500,noise,0.15888633007054498
13,50,161,2000,1500,2500,no_noise,2.6511799922425494
13,51,2,1500,2500,2000,no_noise,3.757958266434459
13,52,106,1500,2000,2500,noise,0.17510597784397897
13,53,122,2000,1500,2500,noise,1.8681345609944096
13,54,10,2000,1500,2500,no_noise,4.9772138485691455
13,55,184,1500,2000,2500,noise,4.210197702879376
13,56,216,1500,2500,2000,no_noise,5.848635982318823
13,57,22,2500,2000,1500,no_noise,5.033564442106124
13,58,44,2500,2000,1500,noise,2.8960581523551214
13,59,237,1500,2500,2000,noise,1.8094454943706415
13,60,236,2500,1500,2000,no_noise,2.8787617354327875
13,61,39,1500,2500,2000,no_noise,0.11921949799348397
13,62,32,2000,2500,1500,noise,6.249884834184078
13,63,75,2000,1500,2500,noise,0.4537703114577205
13,64,124,2500,1500,2000,no_noise,6.01721250180751
13,65,64,2500,1500,2000,no_noise,5.520150307251946
13,66,126,2000,1500,2500,no_noise,1.1338538186370144
13,67,118,1500,2500,2000,noise,5.992464876958172
13,68,3,2000,2500,1500,noise,5.544699749126168
13,69,191,2500,1500,2000,noise,5.701282248010039
13,70,82,2500,1500,2000,noise,0.33117588339913784
13,71,61,1500,2500,2000,noise,3.286432766944746
13,72,139,1500,2500,2000,noise,4.504077161326996
13,73,135,2500,2000,1500,noise,0.321018805138916
13,74,127,1500,2000,2500,no_noise,4.877227082941877
13,75,109,2000,1500,2500,noise,4.472150865800067
13,76,170,2500,1500,2000,no_noise,3.567733044870435
13,77,57,2500,2000,1500,no_noise,4.279645853182166
13,78,198,2000,1500,2500,noise,0.29210100064199995
13,79,101,2500,1500,2000,no_noise,1.3153269484641452
13,80,133,2500,2000,1500,noise,4.878521895641738
13,81,62,1500,2000,2500,noise,4.60394656142552
13,82,34,2500,2000,1500,no_noise,0.017426114850487284
13,83,11,1500,2500,2000,no_noise,5.373080525342348
13,84,102,2000,1500,2500,noise,1.1498526872026797
13,85,16,2000,1500,2500,noise,0.12246561080711249
13,86,172,2500,1500,2000,noise,1.6972984109258968
13,87,100,2500,2000,1500,noise,1.8146109205942338
13,88,224,2500,1500,2000,noise,0.08187695893827174
13,89,113,2000,2500,1500,no_noise,5.58591364194166
13,90,68,2000,2500,1500,no_noise,4.096385622629403
13,91,8,1500,2500,2000,noise,5.088006955981069
13,92,144,2000,1500,2500,noise,0.9472523563371089
13,93,226,1500,2000,2500,noise,3.4128940137175636
13,94,91,1500,2500,2000,noise,2.0184633820617846
13,95,13,2000,2500,1500,no_noise,4.206478333141269
13,96,51,2500,2000,1500,no_noise,6.192532937590237
13,97,138,2500,2000,1500,no_noise,2.759022253448454
13,98,93,1500,2000,2500,noise,4.324641314623743
13,99,59,2000,2500,1500,noise,3.8475364928128606
13,100,24,2500,1500,2000,no_noise,2.9591198211381786
13,101,89,1500,2500,2000,no_noise,3.80952239389877
13,102,86,2500,2000,1500,noise,2.7208434884753614
13,103,209,2000,2500,1500,no_noise,3.4422555870992353
13,104,148,1500,2500,2000,no_noise,6.258609146569564
13,105,128,1500,2500,2000,noise,5.87075918187317
13,106,134,2000,2500,1500,no_noise,5.980464947627234
13,107,193,2000,2500,1500,no_noise,3.7272682698100557
13,108,76,1500,2500,2000,noise,0.8252867767811622
13,109,46,1500,2000,2500,noise,6.021027048995855
13,110,230,2500,1500,2000,noise,1.280496447485401
13,111,97,2500,2000,1500,no_noise,0.7564924279746865
13,112,92,1500,2500,2000,noise,4.234341019676858
13,113,221,2000,1500,2500,noise,3.46676674587024
