prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
4,1,23,1500,2500,2000,noise,5.500502869794456
4,2,12,1500,2000,2500,no_noise,2.9237876533658564
4,3,98,2500,1500,2000,no_noise,6.126637946125061
4,4,225,1500,2000,2500,noise,1.9007851823724184
4,5,93,1500,2000,2500,no_noise,4.324641314623743
4,6,2,1500,2500,2000,noise,3.757958266434459
4,7,85,2000,2500,1500,no_noise,1.828690437714065
4,8,39,1500,2500,2000,no_noise,0.11921949799348397
4,9,48,1500,2500,2000,noise,5.197347523254578
4,10,174,2000,2500,1500,no_noise,0.5102753540338356
4,11,172,2500,1500,2000,no_noise,1.6972984109258968
4,12,95,2000,1500,2500,noise,3.3653699817623046
4,13,203,2000,2500,1500,no_noise,5.469480616678807
4,14,49,1500,2000,2500,noise,3.846299762349501
4,15,155,2000,2500,1500,noise,2.426650065864159
4,16,207,2000,2500,1500,no_noise,3.2386941717206366
4,17,157,2500,1500,2000,no_noise,5.202100238344238
4,18,187,1500,2000,2500,noise,1.3624400569713648
4,19,201,2000,1500,2500,noise,0.7620510543937882
4,20,42,2000,1500,2500,noise,2.4889217954573644
4,21,170,2500,1500,2000,no_noise,3.567733044870435
4,22,216,1500,2500,2000,no_noise,5.848635982318823
4,23,6,1500,2500,2000,no_noise,3.888158581137321
4,24,114,2000,1500,2500,no_noise,4.722622652646788
4,25,169,1500,2500,2000,noise,3.2073816069009116
4,26,64,2500,1500,2000,no_noise,5.520150307251946
4,27,151,2000,1500,2500,no_noise,0.7866992739596399
4,28,220,2500,1500,2000,noise,4.5572402977507345
4,29,168,2000,1500,2500,no_noise,5.981187490181174
4,30,236,2500,1500,2000,no_noise,2.8787617354327875
4,31,177,1500,2500,2000,noise,3.379302583871106
4,32,140,2500,2000,1500,noise,2.022829313314632
4,33,217,2500,1500,2000,no_noise,5.880287932429593
4,34,156,2500,2000,1500,no_noise,4.236914917244309
4,35,164,1500,2000,2500,no_noise,4.088542396544697
4,36,58,2500,2000,1500,noise,6.272152387179897
4,37,148,1500,2500,2000,no_noise,6.258609146569564
4,38,113,2000,2500,1500,noise,5.58591364194166
4,39,154,2500,2000,1500,noise,2.996614477341109
4,40,150,2500,1500,2000,noise,3.6066086533155692
4,41,167,1500,2500,2000,noise,1.9671190638905562
4,42,130,2500,2000,1500,no_noise,4.318042295976699
4,43,17,1500,2000,2500,no_noise,4.71598635445833
4,44,89,1500,2500,2000,noise,3.80952239389877
4,45,123,1500,2500,2000,noise,2.4648170338658613
4,46,188,2500,2000,1500,no_noise,5.750041213965257
4,47,235,2000,2500,1500,no_noise,3.217260313794421
4,48,131,2000,2500,1500,noise,3.334963090507518
4,49,30,2000,1500,2500,noise,0.19942949689046507
4,50,124,2500,1500,2000,no_noise,6.01721250180751
4,51,107,2500,1500,2000,no_noise,0.02305651641931261
4,52,3,2000,2500,1500,noise,5.544699749126168
4,53,91,1500,2500,2000,noise,2.0184633820617846
4,54,57,2500,2000,1500,no_noise,4.279645853182166
4,55,66,2500,1500,2000,noise,1.9426097805805282
4,56,16,2000,1500,2500,no_noise,0.12246561080711249
4,57,149,1500,2500,2000,no_noise,5.645470745636943
4,58,69,2000,2500,1500,noise,1.1829519372793023
4,59,71,1500,2500,2000,noise,3.376116624785979
4,60,60,2500,1500,2000,no_noise,1.1453668332402849
4,61,222,2500,1500,2000,no_noise,3.455324568686205
4,62,22,2500,2000,1500,noise,5.033564442106124
4,63,178,1500,2500,2000,noise,0.2493564229930536
4,64,211,2000,2500,1500,no_noise,3.547011581235443
4,65,119,2500,2000,1500,no_noise,1.3502141228892794
4,66,176,1500,2000,2500,no_noise,1.431237616883025
4,67,229,2000,1500,2500,noise,0.6220390680925636
4,68,162,2500,2000,1500,noise,0.42267590137073086
4,69,238,2000,1500,2500,noise,4.180245654799206
4,70,120,2000,2500,1500,noise,0.15888633007054498
4,71,230,2500,1500,2000,noise,1.280496447485401
4,72,138,2500,2000,1500,noise,2.759022253448454
4,73,20,1500,2000,2500,noise,5.896833293061704
4,74,121,2500,1500,2000,no_noise,5.828619447704098
4,75,105,2500,2000,1500,noise,3.53538197645001
4,76,117,2000,1500,2500,no_noise,5.583993398115798
4,77,101,2500,1500,2000,no_noise,1.3153269484641452
4,78,94,2500,2000,1500,noise,2.284965374642347
4,79,181,1500,2000,2500,no_noise,2.6854216701573055
4,80,226,1500,2000,2500,noise,3.4128940137175636
4,81,175,2500,2000,1500,noise,2.8964507732350713
4,82,206,2000,2500,1500,no_noise,5.586611674766101
4,83,77,2500,2000,1500,no_noise,3.827131411545036
4,84,104,2000,2500,1500,noise,1.2745877491586848
4,85,214,1500,2500,2000,noise,5.16316177416091
4,86,142,1500,2500,2000,noise,3.6552936278001735
4,87,240,2000,2500,1500,noise,0.6362188009524967
4,88,228,2000,1500,2500,noise,3.2511659857588953
4,89,173,2500,1500,2000,no_noise,6.19234799256082
4,90,74,2500,2000,1500,no_noise,2.1372033340459673
4,91,183,1500,2500,2000,noise,3.6540869032495378
4,92,126,2000,1500,2500,noise,1.1338538186370144
4,93,1,1500,2000,2500,noise,1.8683528254460002
4,94,92,1500,2500,2000,noise,4.234341019676858
4,95,118,1500,2500,2000,no_noise,5.992464876958172
4,96,15,1500,2500,2000,no_noise,5.523201249238783
4,97,32,2000,2500,1500,no_noise,6.249884834184078
4,98,163,2000,2500,1500,noise,5.710542196146905
4,99,208,2500,1500,2000,noise,5.253477893492658
4,100,108,2000,1500,2500,no_noise,2.6086916856568934
4,101,63,2000,1500,2500,no_noise,1.3672281439572638
4,102,136,2500,1500,2000,noise,5.129597869118114
4,103,18,2000,2500,1500,no_noise,2.5683129830132803
4,104,4,2500,2000,1500,no_noise,5.368524934075115
4,105,13,2000,2500,1500,noise,4.206478333141269
4,106,204,2500,2000,1500,no_noise,3.1605486925563326
4,107,102,2000,1500,2500,no_noise,1.1498526872026797
4,108,73,1500,2000,2500,noise,4.974375979137636
4,109,7,2000,2500,1500,noise,4.2731650441676
4,110,10,2000,1500,2500,noise,4.9772138485691455
4,111,84,2000,2500,1500,no_noise,0.704015416222223
4,112,171,1500,2500,2000,noise,0.002980265488591538
4,113,33,2000,1500,2500,noise,1.532611277125735
4,114,152,2000,2500,1500,no_noise,4.332851022168158
4,115,25,1500,2500,2000,noise,4.943051465203039
4,116,27,1500,2000,2500,noise,3.5449542649113885
4,117,82,2500,1500,2000,noise,0.33117588339913784
4,118,41,2500,1500,2000,noise,2.0400685008817048
4,119,200,2000,1500,2500,noise,5.881962884392351
4,120,80,2000,2500,1500,no_noise,2.773829761029152
4,121,31,1500,2000,2500,noise,6.173287654849819
4,122,88,2500,2000,1500,noise,3.6872048245496067
4,123,166,1500,2000,2500,no_noise,3.0069358705599947
4,124,5,1500,2000,2500,noise,0.2504639470687344
4,125,202,2000,2500,1500,no_noise,3.1936083487551397
4,126,99,2000,2500,1500,no_noise,2.9302384667081256
4,127,199,1500,2500,2000,no_noise,5.814729861238498
4,128,100,2500,2000,1500,no_noise,1.8146109205942338
4,129,127,1500,2000,2500,no_noise,4.877227082941877
4,130,132,2500,1500,2000,no_noise,0.29802341967738144
4,131,185,2500,1500,2000,no_noise,0.07411321758156753
4,132,67,1500,2500,2000,noise,5.8317534000515066
4,133,198,2000,1500,2500,no_noise,0.29210100064199995
4,134,141,1500,2000,2500,no_noise,3.868521173446182
4,135,232,1500,2500,2000,noise,2.2167357561020102
4,136,50,2500,1500,2000,no_noise,4.404183342199894
4,137,161,2000,1500,2500,no_noise,2.6511799922425494
4,138,68,2000,2500,1500,noise,4.096385622629403
4,139,38,2000,2500,1500,noise,6.023922395015781
4,140,133,2500,2000,1500,noise,4.878521895641738
4,141,86,2500,2000,1500,no_noise,2.7208434884753614
