prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
17,1,211,2000,2500,1500,noise,3.547011581235443
17,2,167,1500,2500,2000,no_noise,1.9671190638905562
17,3,166,1500,2000,2500,no_noise,3.0069358705599947
17,4,194,2000,1500,2500,noise,1.4762143661394491
17,5,77,2500,2000,1500,no_noise,3.827131411545036
17,6,105,2500,2000,1500,noise,3.53538197645001
17,7,70,2000,1500,2500,no_noise,1.0551944880344495
17,8,116,2500,2000,1500,no_noise,5.545756645995879
17,9,88,2500,2000,1500,noise,3.6872048245496067
17,10,155,2000,2500,1500,no_noise,2.426650065864159
17,11,137,2000,1500,2500,no_noise,5.68615664059635
17,12,224,2500,1500,2000,noise,0.08187695893827174
17,13,228,2000,1500,2500,no_noise,3.2511659857588953
17,14,173,2500,1500,2000,noise,6.19234799256082
17,15,226,1500,2000,2500,noise,3.4128940137175636
17,16,161,2000,1500,2500,no_noise,2.6511799922425494
17,17,87,2500,1500,2000,no_noise,4.709268350832229
17,18,86,2500,2000,1500,noise,2.7208434884753614
17,19,144,2000,1500,2500,noise,0.9472523563371089
17,20,203,2000,2500,1500,noise,5.469480616678807
17,21,153,1500,2000,2500,no_noise,3.138375407075705
17,22,19,2500,2000,1500,no_noise,3.923178183295745
17,23,220,2500,1500,2000,no_noise,4.5572402977507345
17,24,3,2000,2500,1500,no_noise,5.544699749126168
17,25,26,2500,1500,2000,noise,2.4792055222098686
17,26,127,1500,2000,2500,no_noise,4.877227082941877
17,27,51,2500,2000,1500,no_noise,6.192532937590237
17,28,75,2000,1500,2500,noise,0.4537703114577205
17,29,225,1500,2000,2500,no_noise,1.9007851823724184
17,30,4,2500,2000,1500,no_noise,5.368524934075115
17,31,175,2500,2000,1500,noise,2.8964507732350713
17,32,82,2500,1500,2000,noise,0.33117588339913784
17,33,29,2000,2500,1500,no_noise,1.929085345782104
17,34,40,1500,2000,2500,no_noise,3.025656626948927
17,35,160,1500,2000,2500,no_noise,2.8970656815913296
17,36,205,2500,2000,1500,noise,5.974375671081567
17,37,197,2500,1500,2000,no_noise,3.2339232608559065
17,38,145,2500,2000,1500,noise,0.3996930735979882
17,39,217,2500,1500,2000,noise,5.880287932429593
17,40,134,2000,2500,1500,noise,5.980464947627234
17,41,55,2000,1500,2500,noise,6.282240949671877
17,42,57,2500,2000,1500,no_noise,4.279645853182166
17,43,223,1500,2000,2500,no_noise,4.119122707960271
17,44,65,1500,2500,2000,noise,0.8536925877457779
17,45,195,2500,2000,1500,noise,3.334647948694883
17,46,180,2500,1500,2000,no_noise,2.2868897526747016
17,47,20,1500,2000,2500,no_noise,5.896833293061704
17,48,210,1500,2500,2000,noise,3.5836668208961626
17,49,63,2000,1500,2500,noise,1.3672281439572638
17,50,59,2000,2500,1500,no_noise,3.8475364928128606
17,51,46,1500,2000,2500,no_noise,6.021027048995855
17,52,190,2000,1500,2500,noise,0.1644562151071849
17,53,214,1500,2500,2000,noise,5.16316177416091
17,54,206,2000,2500,1500,no_noise,5.586611674766101
17,55,104,2000,2500,1500,noise,1.2745877491586848
17,56,156,2500,2000,1500,no_noise,4.236914917244309
17,57,118,1500,2500,2000,no_noise,5.992464876958172
17,58,236,2500,1500,2000,noise,2.8787617354327875
17,59,221,2000,1500,2500,noise,3.46676674587024
