prot_id,trial_id,noise_present,no_targets,trajectory_id
30,1,no_noise,2,6
30,2,noise,2,43
30,3,no_noise,4,151
30,4,noise,2,143
30,5,noise,4,29
30,6,noise,1,109
30,7,noise,1,84
30,8,no_noise,4,41
30,9,no_noise,4,79
30,10,no_noise,2,18
30,11,no_noise,1,38
30,12,noise,1,116
30,13,noise,4,95
30,14,noise,2,122
30,15,noise,1,5
30,16,noise,4,145
30,17,noise,2,68
30,18,noise,1,67
30,19,noise,4,54
30,20,noise,2,58
30,21,no_noise,4,171
30,22,no_noise,1,4
30,23,no_noise,1,17
30,24,noise,1,150
30,25,no_noise,1,78
30,26,noise,2,82
30,27,no_noise,2,119
30,28,noise,4,56
30,29,no_noise,4,111
30,30,noise,4,102
30,31,noise,4,9
30,32,no_noise,2,140
30,33,noise,1,80
30,34,no_noise,1,2
30,35,no_noise,4,81
30,36,no_noise,4,30
30,37,noise,1,91
30,38,no_noise,1,88
30,39,noise,2,28
30,40,no_noise,2,1
30,41,noise,1,11
30,42,noise,2,176
30,43,no_noise,2,180
30,44,no_noise,1,63
30,45,no_noise,4,172
30,46,noise,4,35
30,47,noise,1,164
30,48,noise,2,141
30,49,noise,4,10
30,50,no_noise,2,115
30,51,no_noise,2,44
30,52,noise,1,163
30,53,noise,1,130
30,54,noise,4,77
30,55,no_noise,1,177
30,56,no_noise,1,113
30,57,noise,1,144
30,58,no_noise,1,173
30,59,no_noise,2,76
30,60,no_noise,1,166
30,61,noise,1,155
30,62,no_noise,1,49
30,63,no_noise,1,71
30,64,no_noise,4,153
30,65,noise,4,50
30,66,noise,4,64
30,67,noise,4,136
30,68,noise,2,154
30,69,noise,2,72
30,70,noise,4,147
30,71,noise,1,99
30,72,no_noise,1,160
30,73,noise,1,142
30,74,no_noise,4,97
30,75,noise,1,57
30,76,no_noise,4,168
30,77,no_noise,4,117
30,78,noise,4,123
30,79,noise,4,47
30,80,no_noise,2,70
30,81,no_noise,2,22
30,82,no_noise,2,125
30,83,no_noise,1,174
30,84,no_noise,1,128
30,85,noise,2,161
30,86,no_noise,1,179
30,87,no_noise,2,165
30,88,noise,4,134
30,89,no_noise,4,60
30,90,no_noise,4,13
30,91,noise,2,42
30,92,no_noise,2,45
30,93,noise,4,133
30,94,no_noise,1,36
30,95,noise,1,33
30,96,noise,1,127
30,97,no_noise,2,137
30,98,noise,2,110
30,99,no_noise,4,34
30,100,no_noise,1,169
30,101,noise,4,121
30,102,no_noise,4,7
30,103,noise,2,112
30,104,no_noise,2,156
30,105,no_noise,4,158
30,106,noise,1,26
30,107,no_noise,4,126
30,108,noise,1,52
30,109,noise,2,87
30,110,no_noise,1,146
30,111,noise,4,89
30,112,no_noise,2,124
30,113,no_noise,2,19
30,114,noise,2,175
30,115,no_noise,1,157
30,116,no_noise,1,107
30,117,no_noise,2,129
30,118,no_noise,4,178
30,119,no_noise,4,32
30,120,noise,2,104
30,121,no_noise,2,139
30,122,noise,2,92
30,123,noise,2,24
30,124,noise,2,105
30,125,noise,2,12
30,126,no_noise,1,14
30,127,no_noise,1,31
30,128,no_noise,1,46
30,129,noise,1,37
30,130,no_noise,1,167
30,131,noise,4,65
30,132,noise,4,15
30,133,noise,2,27
30,134,noise,4,120
30,135,noise,4,100
30,136,no_noise,1,159
30,137,no_noise,2,162
30,138,no_noise,2,131
30,139,noise,1,148
30,140,no_noise,4,74
30,141,noise,1,75
30,142,no_noise,2,98
30,143,no_noise,4,103
30,144,noise,2,48
30,145,no_noise,4,170
30,146,no_noise,2,25
30,147,no_noise,4,66
30,148,noise,1,135
30,149,no_noise,2,94
30,150,no_noise,1,114
30,151,noise,4,90
30,152,noise,4,21
30,153,no_noise,2,108
30,154,no_noise,2,53
30,155,noise,1,51
30,156,no_noise,4,96
30,157,no_noise,2,118
30,158,noise,2,138
30,159,noise,4,93
30,160,no_noise,1,39
30,161,no_noise,2,23
30,162,noise,2,16
30,163,noise,1,40
30,164,noise,2,62
30,165,noise,4,55
30,166,noise,2,59
30,167,no_noise,4,86
30,168,noise,1,83
30,169,noise,1,20
30,170,noise,1,73
30,171,noise,2,3
30,172,noise,4,132
30,173,no_noise,1,69
30,174,no_noise,4,61
30,175,no_noise,4,106
30,176,noise,2,149
30,177,no_noise,2,152
30,178,noise,4,85
30,179,no_noise,4,101
30,180,no_noise,4,8
