prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
304,313,363,1000,1000,noise,2.8468346645592764
304,314,326,500,500,no_noise,4.1412417630677005
304,315,380,1000,1000,noise,1.0295103791025042
304,316,319,1000,1000,noise,5.805213821977267
304,317,335,1000,1000,no_noise,4.329240405760062
304,318,322,1000,500,noise,1.157428649857648
304,319,334,500,500,noise,0.6355585553020433
304,320,337,500,1000,noise,0.931230373665791
304,321,362,500,1000,noise,4.791252589942007
304,322,331,1000,500,noise,0.31497567780697766
304,323,333,1000,500,no_noise,0.8817909094222323
304,324,388,1000,1000,noise,4.434232017482118
304,325,365,500,1000,no_noise,2.9932873510500873
304,326,411,1000,500,no_noise,3.947059412467654
304,327,376,500,1000,noise,0.18638807668010932
304,328,356,1000,500,no_noise,3.0894420159349787
304,329,358,1000,1000,no_noise,5.589887528704281
304,330,391,500,500,no_noise,6.207217189934003
304,331,315,1000,500,no_noise,2.5925646420607946
304,332,342,1000,500,no_noise,3.503193882955286
304,333,353,500,500,no_noise,0.18179908260437205
304,334,378,500,1000,noise,1.625062462488696
304,335,338,1000,1000,noise,6.265078519953505
304,336,350,500,1000,no_noise,2.754978987795925
304,337,357,1000,500,noise,3.0977736021104136
304,338,340,1000,1000,no_noise,1.5998862655476103
304,339,330,500,500,no_noise,2.0212086180575977
304,340,361,500,500,noise,3.9864171723791895
304,341,352,500,1000,noise,4.604582465582052
304,342,327,1000,1000,no_noise,4.966136234959217
304,343,385,1000,1000,no_noise,1.1418769426837638
304,344,398,500,500,no_noise,5.761884808555653
304,345,341,500,500,no_noise,5.608771764725653
304,346,374,500,1000,no_noise,0.14545113034912047
304,347,354,1000,1000,noise,0.814066739318708
304,348,366,1000,500,noise,2.095274747232029
304,349,329,500,1000,no_noise,4.172232733143142
304,350,389,500,500,noise,4.388043427850534
304,351,407,1000,1000,noise,2.4862659042574062
304,352,345,500,500,noise,1.4099758624913257
304,353,320,500,1000,no_noise,5.039126206484506
304,354,339,500,500,noise,2.508872040865164
304,355,343,500,1000,no_noise,0.4264812409526839
304,356,314,1000,1000,no_noise,5.047860231183121
304,357,393,1000,500,noise,0.40270259159649324
304,358,404,500,1000,noise,2.9974269820423345
304,359,414,500,500,no_noise,4.706332237674188
304,360,383,500,1000,no_noise,5.856429204400661
304,361,384,500,500,no_noise,0.06127185288146908
304,362,394,500,500,noise,3.4276729124723033
304,363,405,500,1000,no_noise,4.179801221749642
304,364,400,500,1000,noise,3.2955563623391155
304,365,373,500,500,noise,2.902240134019472
304,366,360,500,1000,noise,3.597906844998896
304,367,392,1000,500,noise,0.14430069742325724
304,368,332,1000,1000,noise,2.2871611020346343
304,369,318,500,500,no_noise,1.2863515605857927
304,370,346,500,500,no_noise,1.4119539164509272
304,371,408,1000,1000,no_noise,3.137021970859654
304,372,413,1000,1000,no_noise,0.685265828643784
304,373,325,1000,500,no_noise,3.103339911775268
304,374,323,500,500,noise,0.7872141830876718
304,375,348,1000,500,no_noise,4.676667200954907
304,376,317,1000,500,noise,3.5873886907612675
304,377,377,1000,500,no_noise,0.3923967082350841
304,378,336,500,1000,noise,5.110188776125771
304,379,395,1000,1000,no_noise,4.465125655228991
304,380,401,500,500,no_noise,0.6386457293809498
304,381,399,1000,500,no_noise,6.046680606346632
304,382,375,1000,500,no_noise,3.258469614510063
304,383,382,500,500,noise,0.8231455811231969
304,384,372,1000,1000,noise,4.64113389365003
304,385,379,1000,500,noise,2.060290540376533
304,386,349,1000,1000,no_noise,2.77471499323977
304,387,367,1000,1000,no_noise,5.294080761999393
304,388,409,1000,500,noise,6.1208985235122135
304,389,328,500,1000,noise,2.3315626333652095
304,390,364,500,500,no_noise,4.624853742510674
304,391,402,1000,500,noise,3.751000344243357
304,392,381,1000,1000,no_noise,0.015893864694689785
304,393,359,500,1000,no_noise,1.9921805344071115
304,394,369,1000,500,noise,1.221932300899339
304,395,406,500,500,noise,2.9123778081342904
304,396,344,1000,500,noise,2.4780547191657316
304,397,355,500,500,noise,3.735773314182149
304,398,368,1000,500,no_noise,3.6651047156942225
304,399,410,500,1000,no_noise,2.7389733049578466
304,400,316,500,1000,noise,0.992165143889272
304,401,321,1000,1000,noise,6.222440139916687
304,402,397,1000,1000,noise,1.913866815274937
304,403,396,500,1000,no_noise,5.712426626275269
304,404,387,500,1000,no_noise,4.0383723451606794
304,405,371,500,500,no_noise,0.41218267233133643
304,406,347,1000,500,noise,1.121813616634273
304,407,386,1000,500,no_noise,5.976848895015557
304,408,415,500,1000,noise,1.4074362381686365
304,409,390,500,1000,noise,5.670932735328159
304,410,370,1000,1000,no_noise,2.014935127941553
304,411,313,500,500,noise,1.7557170995673372
304,412,351,1000,1000,noise,3.2092936539967774
304,413,403,1000,500,no_noise,1.938092662595861
304,414,412,500,500,noise,3.33509082519961
304,415,416,1000,1000,noise,6.101538512884348
304,416,324,500,1000,no_noise,3.1620107577543592
