prot_id,trial_id,no_targets,noise_present,trajectory_id
3,1,4,no_noise,162
3,2,4,noise,117
3,3,2,no_noise,147
3,4,4,no_noise,110
3,5,1,noise,150
3,6,4,no_noise,18
3,7,4,no_noise,126
3,8,2,no_noise,67
3,9,1,noise,107
3,10,2,noise,52
3,11,1,no_noise,165
3,12,4,noise,177
3,13,1,no_noise,175
3,14,1,no_noise,65
3,15,2,noise,39
3,16,4,no_noise,15
3,17,1,noise,97
3,18,4,noise,102
3,19,2,no_noise,60
3,20,4,noise,90
3,21,1,no_noise,168
3,22,4,no_noise,35
3,23,1,noise,54
3,24,1,no_noise,73
3,25,4,no_noise,22
3,26,1,no_noise,20
3,27,2,noise,114
3,28,2,noise,142
3,29,4,noise,29
3,30,2,noise,11
3,31,2,no_noise,155
3,32,2,noise,89
3,33,1,no_noise,13
3,34,4,no_noise,76
3,35,4,noise,134
3,36,1,noise,173
3,37,1,noise,92
3,38,4,noise,151
3,39,4,no_noise,19
3,40,2,noise,143
3,41,1,no_noise,63
3,42,1,noise,100
3,43,4,noise,2
3,44,2,noise,146
3,45,4,noise,55
3,46,4,no_noise,48
3,47,2,noise,174
3,48,2,no_noise,152
3,49,4,noise,112
3,50,2,noise,95
3,51,1,noise,172
3,52,1,no_noise,132
3,53,1,no_noise,121
3,54,1,noise,9
3,55,2,noise,83
3,56,1,noise,28
3,57,1,no_noise,170
3,58,2,no_noise,180
3,59,1,noise,75
3,60,1,noise,93
3,61,4,no_noise,17
3,62,4,noise,61
3,63,4,noise,41
3,64,2,no_noise,25
3,65,1,noise,111
3,66,4,noise,178
3,67,2,no_noise,153
3,68,4,no_noise,171
3,69,1,noise,71
3,70,4,no_noise,141
3,71,1,no_noise,124
3,72,1,noise,157
3,73,4,noise,88
3,74,4,noise,137
3,75,4,no_noise,116
3,76,4,noise,33
3,77,2,noise,109
3,78,1,noise,23
3,79,4,noise,120
3,80,1,no_noise,10
3,81,2,no_noise,72
3,82,4,no_noise,160
3,83,1,no_noise,24
3,84,2,noise,149
3,85,1,no_noise,50
3,86,2,no_noise,129
3,87,2,noise,12
3,88,4,no_noise,80
3,89,1,no_noise,3
3,90,1,noise,31
3,91,4,noise,21
3,92,4,no_noise,62
3,93,4,noise,34
3,94,2,no_noise,125
3,95,2,noise,36
3,96,2,noise,26
3,97,4,noise,1
3,98,2,noise,161
3,99,4,no_noise,42
3,100,2,no_noise,159
3,101,2,noise,94
3,102,4,noise,148
3,103,2,no_noise,96
3,104,2,noise,64
3,105,4,no_noise,105
3,106,1,noise,98
3,107,2,noise,127
3,108,2,no_noise,91
3,109,1,noise,66
3,110,1,no_noise,104
3,111,2,noise,123
3,112,4,noise,103
3,113,4,noise,37
3,114,1,noise,43
3,115,2,noise,154
3,116,1,no_noise,16
3,117,1,no_noise,47
3,118,4,no_noise,166
3,119,2,no_noise,32
3,120,2,no_noise,135
3,121,4,no_noise,78
3,122,2,no_noise,56
3,123,1,no_noise,139
3,124,1,noise,4
3,125,1,no_noise,51
3,126,2,noise,81
3,127,2,no_noise,108
3,128,2,noise,133
3,129,2,noise,79
3,130,1,noise,86
3,131,2,noise,176
3,132,1,no_noise,38
3,133,4,noise,144
3,134,2,no_noise,179
3,135,1,noise,130
3,136,4,no_noise,40
3,137,4,noise,5
3,138,2,no_noise,44
3,139,1,no_noise,58
3,140,4,no_noise,30
3,141,2,no_noise,7
3,142,4,no_noise,163
3,143,2,noise,53
3,144,2,no_noise,158
3,145,2,no_noise,140
3,146,4,noise,106
3,147,2,noise,14
3,148,1,noise,115
3,149,2,no_noise,138
3,150,1,no_noise,101
3,151,1,no_noise,164
3,152,2,no_noise,49
3,153,1,noise,6
3,154,2,noise,113
3,155,4,no_noise,128
3,156,1,no_noise,119
3,157,4,no_noise,8
3,158,4,noise,84
3,159,2,no_noise,68
3,160,1,noise,136
3,161,4,no_noise,46
3,162,4,no_noise,122
3,163,1,noise,59
3,164,1,noise,57
3,165,2,no_noise,85
3,166,4,noise,169
3,167,1,noise,82
3,168,1,no_noise,77
3,169,4,noise,70
3,170,1,no_noise,167
3,171,2,noise,69
3,172,1,no_noise,87
3,173,4,no_noise,99
3,174,2,no_noise,27
3,175,1,noise,145
3,176,4,no_noise,131
3,177,1,no_noise,118
3,178,2,no_noise,74
3,179,2,no_noise,45
3,180,4,noise,156
