prot_id,trial_id,no_targets,noise_present,trajectory_id
8,1,2,noise,34
8,2,2,noise,99
8,3,2,no_noise,179
8,4,1,noise,5
8,5,4,no_noise,37
8,6,1,noise,47
8,7,4,no_noise,4
8,8,1,noise,18
8,9,4,no_noise,166
8,10,2,no_noise,35
8,11,1,noise,118
8,12,2,noise,87
8,13,4,noise,106
8,14,4,noise,66
8,15,1,no_noise,55
8,16,1,no_noise,97
8,17,1,noise,86
8,18,2,noise,82
8,19,4,noise,100
8,20,2,no_noise,6
8,21,1,noise,127
8,22,2,noise,77
8,23,4,no_noise,142
8,24,2,no_noise,159
8,25,4,no_noise,9
8,26,4,noise,105
8,27,4,noise,76
8,28,1,no_noise,41
8,29,1,noise,137
8,30,4,noise,163
8,31,4,noise,152
8,32,2,no_noise,104
8,33,4,noise,124
8,34,1,noise,168
8,35,4,noise,20
8,36,2,noise,102
8,37,2,no_noise,63
8,38,4,no_noise,162
8,39,4,noise,40
8,40,1,noise,117
8,41,2,no_noise,16
8,42,1,noise,2
8,43,2,no_noise,140
8,44,1,noise,146
8,45,1,no_noise,65
8,46,2,noise,114
8,47,2,no_noise,156
8,48,4,noise,89
8,49,2,no_noise,90
8,50,1,no_noise,32
8,51,1,no_noise,19
8,52,2,no_noise,128
8,53,2,noise,75
8,54,4,noise,79
8,55,4,noise,7
8,56,1,no_noise,92
8,57,4,no_noise,3
8,58,1,no_noise,60
8,59,2,no_noise,151
8,60,4,no_noise,51
8,61,2,noise,173
8,62,4,no_noise,25
8,63,2,noise,120
8,64,4,noise,165
8,65,1,no_noise,115
8,66,4,noise,94
8,67,1,noise,174
8,68,1,noise,10
8,69,2,no_noise,130
8,70,2,no_noise,38
8,71,2,noise,21
8,72,1,no_noise,36
8,73,2,noise,72
8,74,1,noise,71
8,75,1,noise,33
8,76,2,noise,180
8,77,4,no_noise,149
8,78,4,no_noise,13
8,79,4,no_noise,178
8,80,2,no_noise,131
8,81,2,no_noise,12
8,82,2,noise,135
8,83,1,no_noise,133
8,84,1,noise,91
8,85,4,noise,121
8,86,4,noise,154
8,87,2,noise,1
8,88,4,no_noise,98
8,89,2,no_noise,81
8,90,2,no_noise,138
8,91,1,noise,139
8,92,4,no_noise,107
8,93,1,no_noise,64
8,94,1,noise,31
8,95,4,no_noise,59
8,96,2,noise,46
8,97,2,no_noise,164
8,98,4,noise,15
8,99,4,no_noise,141
8,100,1,noise,39
8,101,1,noise,101
8,102,1,noise,68
8,103,2,noise,74
8,104,4,no_noise,113
8,105,4,noise,136
8,106,1,no_noise,85
8,107,1,no_noise,158
8,108,1,no_noise,161
8,109,4,no_noise,49
8,110,1,noise,143
8,111,1,no_noise,172
8,112,4,no_noise,29
8,113,1,noise,116
8,114,2,no_noise,67
8,115,4,no_noise,132
8,116,2,noise,52
8,117,2,noise,108
8,118,4,no_noise,111
8,119,2,noise,109
8,120,1,no_noise,56
8,121,1,no_noise,126
8,122,1,no_noise,26
8,123,4,no_noise,58
8,124,4,noise,50
8,125,2,no_noise,53
8,126,4,noise,57
8,127,4,noise,150
8,128,2,noise,122
8,129,2,noise,24
8,130,4,no_noise,160
8,131,4,noise,73
8,132,4,no_noise,8
8,133,2,no_noise,148
8,134,1,noise,70
8,135,4,noise,61
8,136,1,noise,155
8,137,2,no_noise,14
8,138,2,noise,175
8,139,2,no_noise,23
8,140,1,no_noise,110
8,141,2,noise,96
8,142,4,no_noise,22
8,143,2,noise,145
8,144,1,no_noise,27
8,145,2,no_noise,30
8,146,1,no_noise,62
8,147,1,noise,167
8,148,4,no_noise,54
8,149,2,no_noise,147
8,150,4,noise,78
8,151,2,noise,157
8,152,1,no_noise,93
8,153,2,noise,43
8,154,1,no_noise,119
8,155,1,noise,44
8,156,1,no_noise,169
8,157,1,no_noise,170
8,158,2,noise,123
8,159,4,noise,11
8,160,1,no_noise,42
8,161,4,no_noise,84
8,162,2,no_noise,95
8,163,2,no_noise,177
8,164,4,noise,80
8,165,4,noise,69
8,166,1,noise,88
8,167,4,noise,153
8,168,2,no_noise,28
8,169,4,no_noise,144
8,170,1,no_noise,176
8,171,1,no_noise,45
8,172,2,no_noise,125
8,173,1,noise,112
8,174,4,noise,48
8,175,4,no_noise,134
8,176,2,noise,83
8,177,1,noise,103
8,178,2,noise,171
8,179,4,no_noise,129
8,180,1,no_noise,17
