prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
8,1,50,2500,1500,2000,noise,4.404183342199894
8,2,132,2500,1500,2000,no_noise,0.29802341967738144
8,3,77,2500,2000,1500,no_noise,3.827131411545036
8,4,171,1500,2500,2000,noise,0.002980265488591538
8,5,129,2000,1500,2500,no_noise,3.8020077289742407
8,6,177,1500,2500,2000,noise,3.379302583871106
8,7,97,2500,2000,1500,no_noise,0.7564924279746865
8,8,166,1500,2000,2500,no_noise,3.0069358705599947
8,9,75,2000,1500,2500,noise,0.4537703114577205
8,10,71,1500,2500,2000,no_noise,3.376116624785979
8,11,107,2500,1500,2000,no_noise,0.02305651641931261
8,12,8,1500,2500,2000,noise,5.088006955981069
8,13,79,2500,1500,2000,no_noise,1.5069281044613607
8,14,99,2000,2500,1500,noise,2.9302384667081256
8,15,235,2000,2500,1500,noise,3.217260313794421
8,16,192,2000,2500,1500,no_noise,3.0229375610946345
8,17,115,2500,1500,2000,no_noise,5.325218478850283
8,18,204,2500,2000,1500,noise,3.1605486925563326
8,19,238,2000,1500,2500,noise,4.180245654799206
8,20,178,1500,2500,2000,noise,0.2493564229930536
8,21,86,2500,2000,1500,no_noise,2.7208434884753614
8,22,74,2500,2000,1500,no_noise,2.1372033340459673
8,23,160,1500,2000,2500,no_noise,2.8970656815913296
8,24,210,1500,2500,2000,no_noise,3.5836668208961626
8,25,61,1500,2500,2000,noise,3.286432766944746
8,26,35,2500,1500,2000,no_noise,3.9393194903431157
8,27,128,1500,2500,2000,no_noise,5.87075918187317
8,28,67,1500,2500,2000,noise,5.8317534000515066
8,29,34,2500,2000,1500,no_noise,0.017426114850487284
8,30,31,1500,2000,2500,no_noise,6.173287654849819
8,31,149,1500,2500,2000,noise,5.645470745636943
8,32,187,1500,2000,2500,noise,1.3624400569713648
8,33,121,2500,1500,2000,no_noise,5.828619447704098
8,34,180,2500,1500,2000,no_noise,2.2868897526747016
8,35,239,2500,1500,2000,no_noise,1.5959942524582136
8,36,151,2000,1500,2500,noise,0.7866992739596399
8,37,95,2000,1500,2500,no_noise,3.3653699817623046
8,38,87,2500,1500,2000,noise,4.709268350832229
8,39,161,2000,1500,2500,noise,2.6511799922425494
8,40,156,2500,2000,1500,noise,4.236914917244309
8,41,36,2000,2500,1500,noise,3.737005739277601
8,42,41,2500,1500,2000,no_noise,2.0400685008817048
8,43,83,2000,2500,1500,no_noise,6.108676338889166
8,44,80,2000,2500,1500,noise,2.773829761029152
