prot_id,trial_id,no_targets,noise_present,trajectory_id
17,1,1,no_noise,61
17,2,4,no_noise,106
17,3,1,noise,53
17,4,1,no_noise,49
17,5,2,noise,50
17,6,4,noise,161
17,7,2,noise,115
17,8,2,noise,20
17,9,4,noise,1
17,10,4,noise,72
17,11,1,noise,16
17,12,4,no_noise,19
17,13,2,no_noise,62
17,14,4,noise,160
17,15,4,no_noise,26
17,16,2,noise,133
17,17,4,noise,51
17,18,1,noise,82
17,19,4,noise,162
17,20,2,no_noise,146
17,21,4,noise,155
17,22,4,noise,111
17,23,1,no_noise,31
17,24,4,no_noise,43
17,25,2,no_noise,3
17,26,4,noise,178
17,27,1,no_noise,128
17,28,4,noise,22
17,29,2,noise,25
17,30,1,noise,164
17,31,1,noise,17
17,32,4,noise,151
17,33,1,no_noise,7
17,34,1,no_noise,120
17,35,4,no_noise,90
17,36,2,no_noise,79
17,37,2,no_noise,149
17,38,1,no_noise,77
17,39,4,noise,175
17,40,1,noise,52
17,41,4,noise,34
17,42,4,noise,41
17,43,2,noise,103
17,44,2,noise,122
17,45,1,noise,177
17,46,2,noise,9
17,47,4,no_noise,114
17,48,2,noise,167
17,49,1,no_noise,126
17,50,1,noise,32
17,51,1,no_noise,37
17,52,2,no_noise,127
17,53,2,noise,171
17,54,4,noise,55
17,55,4,noise,85
17,56,1,no_noise,143
17,57,1,no_noise,131
17,58,2,noise,145
17,59,1,noise,59
17,60,2,no_noise,4
17,61,1,noise,97
17,62,4,noise,5
17,63,4,no_noise,104
17,64,4,no_noise,141
17,65,2,no_noise,102
17,66,1,no_noise,144
17,67,2,no_noise,18
17,68,1,noise,123
17,69,4,noise,39
17,70,2,noise,84
17,71,2,noise,15
17,72,2,noise,142
17,73,1,noise,172
17,74,1,no_noise,70
17,75,2,no_noise,86
17,76,4,no_noise,74
17,77,4,no_noise,169
17,78,4,noise,12
17,79,2,noise,87
17,80,1,no_noise,166
17,81,2,no_noise,153
17,82,4,no_noise,173
17,83,1,no_noise,117
17,84,2,no_noise,21
17,85,1,noise,83
17,86,1,no_noise,110
17,87,2,no_noise,174
17,88,1,noise,24
17,89,4,noise,158
17,90,2,no_noise,68
17,91,2,noise,57
17,92,2,no_noise,170
17,93,2,noise,13
17,94,2,noise,136
17,95,1,no_noise,44
17,96,1,no_noise,89
17,97,4,no_noise,180
17,98,2,no_noise,98
17,99,2,no_noise,42
17,100,4,no_noise,134
17,101,1,no_noise,30
17,102,1,noise,71
17,103,2,noise,168
17,104,2,no_noise,137
17,105,1,noise,125
17,106,4,no_noise,75
17,107,4,noise,129
17,108,4,no_noise,124
17,109,4,noise,48
17,110,2,noise,29
17,111,1,noise,163
17,112,1,noise,2
17,113,2,noise,113
17,114,4,no_noise,46
17,115,1,no_noise,33
17,116,1,noise,45
17,117,1,no_noise,64
17,118,2,no_noise,156
17,119,4,no_noise,132
17,120,1,noise,135
17,121,1,noise,91
17,122,2,no_noise,118
17,123,1,noise,94
17,124,4,noise,109
17,125,1,noise,96
17,126,1,no_noise,8
17,127,4,no_noise,36
17,128,4,noise,116
17,129,4,no_noise,73
17,130,2,no_noise,76
17,131,1,noise,148
17,132,2,noise,92
17,133,4,no_noise,100
17,134,4,no_noise,66
17,135,1,no_noise,179
17,136,4,noise,165
17,137,1,noise,23
17,138,4,noise,27
17,139,4,no_noise,58
17,140,1,noise,40
17,141,4,no_noise,138
17,142,2,no_noise,69
17,143,1,no_noise,11
17,144,2,no_noise,159
17,145,2,noise,47
17,146,4,noise,10
17,147,1,no_noise,140
17,148,2,noise,65
17,149,2,noise,6
17,150,4,no_noise,101
17,151,1,no_noise,154
17,152,4,no_noise,139
17,153,4,noise,35
17,154,2,noise,121
17,155,2,no_noise,88
17,156,2,no_noise,93
17,157,2,noise,107
17,158,1,noise,14
17,159,1,no_noise,99
17,160,4,no_noise,67
17,161,1,noise,108
17,162,1,no_noise,119
17,163,2,no_noise,56
17,164,2,no_noise,38
17,165,2,noise,105
17,166,1,noise,112
17,167,2,noise,28
17,168,2,noise,176
17,169,2,no_noise,80
17,170,2,no_noise,147
17,171,4,no_noise,157
17,172,4,noise,54
17,173,1,no_noise,78
17,174,4,noise,63
17,175,1,no_noise,81
17,176,4,no_noise,130
17,177,1,noise,152
17,178,4,no_noise,95
17,179,4,no_noise,60
17,180,2,no_noise,150
