prot_id,trial_id,no_targets,noise_present,trajectory_id
28,1,1,no_noise,43
28,2,1,no_noise,31
28,3,4,no_noise,68
28,4,1,no_noise,170
28,5,1,noise,58
28,6,4,no_noise,151
28,7,1,noise,89
28,8,2,no_noise,119
28,9,2,no_noise,11
28,10,1,no_noise,162
28,11,1,no_noise,30
28,12,2,no_noise,28
28,13,4,no_noise,159
28,14,2,no_noise,142
28,15,2,noise,148
28,16,4,no_noise,153
28,17,1,noise,171
28,18,2,noise,173
28,19,2,noise,113
28,20,1,no_noise,46
28,21,2,no_noise,52
28,22,1,no_noise,82
28,23,4,noise,116
28,24,1,no_noise,178
28,25,1,no_noise,59
28,26,2,noise,157
28,27,1,no_noise,164
28,28,4,no_noise,125
28,29,1,no_noise,174
28,30,2,no_noise,135
28,31,4,no_noise,141
28,32,2,noise,133
28,33,1,no_noise,80
28,34,1,noise,84
28,35,4,noise,17
28,36,2,noise,117
28,37,1,no_noise,92
28,38,1,noise,128
28,39,2,no_noise,131
28,40,4,no_noise,33
28,41,2,noise,167
28,42,4,noise,165
28,43,4,noise,81
28,44,2,no_noise,26
28,45,4,no_noise,97
28,46,1,noise,60
28,47,2,no_noise,139
28,48,4,no_noise,23
28,49,1,noise,32
28,50,1,noise,71
28,51,4,noise,168
28,52,4,noise,61
28,53,1,no_noise,3
28,54,1,no_noise,122
28,55,2,no_noise,126
28,56,4,noise,93
28,57,2,no_noise,95
28,58,4,noise,176
28,59,1,noise,115
28,60,1,noise,70
28,61,4,noise,18
28,62,4,no_noise,37
28,63,1,noise,172
28,64,2,noise,9
28,65,4,noise,66
28,66,2,no_noise,106
28,67,1,noise,83
28,68,1,no_noise,8
28,69,1,no_noise,56
28,70,4,noise,40
28,71,1,noise,36
28,72,4,noise,129
28,73,1,no_noise,161
28,74,2,noise,137
28,75,2,noise,53
28,76,1,noise,65
28,77,4,noise,63
28,78,1,no_noise,103
28,79,1,no_noise,27
28,80,4,noise,136
28,81,4,noise,73
28,82,4,no_noise,107
28,83,1,noise,20
28,84,1,no_noise,75
28,85,4,no_noise,160
28,86,2,no_noise,54
28,87,4,noise,72
28,88,4,noise,90
28,89,2,noise,1
28,90,2,noise,57
28,91,4,no_noise,7
28,92,4,noise,21
28,93,4,no_noise,13
28,94,2,no_noise,156
28,95,4,noise,48
28,96,2,noise,114
28,97,1,noise,91
28,98,4,noise,138
28,99,2,noise,99
28,100,2,no_noise,85
28,101,4,noise,152
28,102,4,noise,166
28,103,4,noise,175
28,104,1,noise,76
28,105,1,noise,134
28,106,4,no_noise,154
28,107,2,no_noise,96
28,108,2,noise,104
28,109,2,noise,35
28,110,1,noise,74
28,111,2,noise,145
28,112,2,noise,42
28,113,4,no_noise,2
28,114,1,noise,22
28,115,4,noise,87
28,116,4,no_noise,16
28,117,1,no_noise,100
28,118,2,noise,25
28,119,1,noise,102
28,120,2,no_noise,163
28,121,1,noise,38
28,122,1,no_noise,64
28,123,2,no_noise,6
28,124,2,no_noise,45
28,125,2,noise,147
28,126,1,no_noise,39
28,127,1,no_noise,98
28,128,2,noise,109
28,129,4,no_noise,105
28,130,2,no_noise,110
28,131,2,noise,144
28,132,4,noise,44
28,133,4,no_noise,49
28,134,2,no_noise,177
28,135,2,no_noise,62
28,136,1,no_noise,140
28,137,2,no_noise,101
28,138,4,noise,127
28,139,4,no_noise,121
28,140,1,noise,15
28,141,2,no_noise,12
28,142,2,noise,108
28,143,1,no_noise,10
28,144,2,no_noise,124
28,145,4,no_noise,29
28,146,2,noise,123
28,147,4,no_noise,5
28,148,2,noise,79
28,149,4,noise,4
28,150,2,no_noise,150
28,151,4,noise,132
28,152,2,noise,169
28,153,2,no_noise,130
28,154,4,no_noise,180
28,155,1,noise,143
28,156,1,no_noise,146
28,157,4,no_noise,88
28,158,4,no_noise,149
28,159,2,noise,86
28,160,4,noise,47
28,161,4,no_noise,50
28,162,1,no_noise,69
28,163,2,noise,67
28,164,1,noise,78
28,165,4,noise,41
28,166,1,noise,34
28,167,4,no_noise,77
28,168,4,no_noise,120
28,169,1,noise,14
28,170,2,no_noise,112
28,171,2,no_noise,155
28,172,2,noise,19
28,173,4,no_noise,179
28,174,1,noise,111
28,175,2,no_noise,118
28,176,1,noise,51
28,177,2,noise,158
28,178,1,noise,94
28,179,4,no_noise,55
28,180,1,no_noise,24
