prot_id,trial_id,no_targets,noise_present,trajectory_id
25,1,1,no_noise,86
25,2,1,noise,160
25,3,1,no_noise,40
25,4,4,noise,67
25,5,4,noise,106
25,6,2,no_noise,126
25,7,2,no_noise,6
25,8,2,noise,75
25,9,4,no_noise,80
25,10,2,noise,144
25,11,4,noise,18
25,12,4,no_noise,50
25,13,1,noise,42
25,14,1,noise,65
25,15,1,no_noise,13
25,16,1,no_noise,105
25,17,1,noise,141
25,18,1,no_noise,88
25,19,4,noise,113
25,20,1,no_noise,96
25,21,2,no_noise,165
25,22,2,no_noise,102
25,23,1,no_noise,178
25,24,4,noise,177
25,25,4,noise,5
25,26,1,no_noise,154
25,27,4,no_noise,38
25,28,2,no_noise,94
25,29,4,noise,73
25,30,2,noise,90
25,31,4,noise,82
25,32,4,no_noise,14
25,33,4,no_noise,77
25,34,1,noise,173
25,35,2,no_noise,155
25,36,4,noise,27
25,37,4,no_noise,85
25,38,4,no_noise,56
25,39,4,no_noise,16
25,40,4,noise,22
25,41,2,no_noise,36
25,42,4,no_noise,19
25,43,2,no_noise,104
25,44,4,noise,127
25,45,4,no_noise,55
25,46,2,noise,103
25,47,4,noise,164
25,48,4,no_noise,91
25,49,1,no_noise,12
25,50,2,no_noise,156
25,51,4,noise,29
25,52,1,no_noise,149
25,53,1,noise,25
25,54,2,noise,81
25,55,1,noise,120
25,56,1,noise,33
25,57,4,no_noise,24
25,58,1,no_noise,180
25,59,4,no_noise,179
25,60,2,noise,158
25,61,4,no_noise,137
25,62,1,no_noise,99
25,63,1,no_noise,98
25,64,2,no_noise,116
25,65,2,no_noise,8
25,66,4,no_noise,62
25,67,1,noise,121
25,68,2,no_noise,129
25,69,4,noise,58
25,70,1,no_noise,41
25,71,2,noise,39
25,72,1,no_noise,139
25,73,2,no_noise,59
25,74,1,noise,150
25,75,1,no_noise,28
25,76,4,no_noise,142
25,77,1,no_noise,20
25,78,2,noise,37
25,79,2,no_noise,32
25,80,2,noise,115
25,81,2,noise,162
25,82,2,noise,68
25,83,4,no_noise,159
25,84,2,noise,110
25,85,1,no_noise,92
25,86,1,noise,124
25,87,2,noise,1
25,88,4,noise,74
25,89,1,no_noise,119
25,90,1,noise,118
25,91,2,noise,134
25,92,4,no_noise,122
25,93,1,noise,114
25,94,2,no_noise,76
25,95,2,noise,44
25,96,2,no_noise,66
25,97,2,no_noise,157
25,98,4,no_noise,48
25,99,1,noise,87
25,100,1,noise,169
25,101,2,noise,53
25,102,1,noise,61
25,103,1,noise,174
25,104,2,no_noise,151
25,105,2,no_noise,78
25,106,2,noise,168
25,107,2,noise,9
25,108,1,noise,54
25,109,1,no_noise,45
25,110,2,no_noise,112
25,111,1,noise,163
25,112,2,no_noise,131
25,113,1,no_noise,52
25,114,2,no_noise,11
25,115,1,noise,72
25,116,2,noise,107
25,117,1,noise,31
25,118,4,no_noise,175
25,119,4,noise,4
25,120,4,noise,43
25,121,1,noise,51
25,122,1,no_noise,71
25,123,2,no_noise,171
25,124,4,noise,108
25,125,4,no_noise,83
25,126,2,noise,145
25,127,2,no_noise,152
25,128,2,no_noise,64
25,129,4,no_noise,109
25,130,2,noise,97
25,131,2,no_noise,146
25,132,2,noise,23
25,133,1,no_noise,95
25,134,1,noise,140
25,135,2,noise,130
25,136,4,no_noise,125
25,137,4,noise,132
25,138,4,noise,10
25,139,1,no_noise,26
25,140,4,noise,70
25,141,4,noise,63
25,142,4,noise,101
25,143,4,noise,176
25,144,4,no_noise,49
25,145,4,no_noise,172
25,146,4,no_noise,100
25,147,1,no_noise,170
25,148,2,noise,34
25,149,2,no_noise,30
25,150,2,no_noise,69
25,151,4,no_noise,133
25,152,1,noise,57
25,153,1,noise,93
25,154,2,noise,2
25,155,1,no_noise,21
25,156,4,no_noise,136
25,157,2,noise,166
25,158,1,noise,47
25,159,4,no_noise,143
25,160,4,no_noise,3
25,161,4,noise,161
25,162,4,noise,167
25,163,1,noise,123
25,164,1,no_noise,46
25,165,1,noise,135
25,166,4,noise,60
25,167,2,noise,79
25,168,4,noise,84
25,169,1,noise,89
25,170,2,no_noise,128
25,171,2,noise,111
25,172,4,noise,147
25,173,2,no_noise,138
25,174,4,noise,7
25,175,2,noise,117
25,176,1,no_noise,153
25,177,1,noise,15
25,178,1,no_noise,148
25,179,2,noise,35
25,180,1,no_noise,17
