prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
20,1,145,2500,2000,1500,noise,0.3996930735979882
20,2,44,2500,2000,1500,no_noise,2.8960581523551214
20,3,166,1500,2000,2500,no_noise,3.0069358705599947
20,4,126,2000,1500,2500,noise,1.1338538186370144
20,5,83,2000,2500,1500,no_noise,6.108676338889166
20,6,233,2500,2000,1500,noise,3.725442521714605
20,7,200,2000,1500,2500,no_noise,5.881962884392351
20,8,154,2500,2000,1500,no_noise,2.996614477341109
20,9,183,1500,2500,2000,noise,3.6540869032495378
20,10,223,1500,2000,2500,no_noise,4.119122707960271
20,11,226,1500,2000,2500,no_noise,3.4128940137175636
20,12,41,2500,1500,2000,noise,2.0400685008817048
20,13,209,2000,2500,1500,no_noise,3.4422555870992353
20,14,212,2500,1500,2000,noise,3.830055362002166
20,15,179,2500,2000,1500,noise,5.818180560219676
20,16,229,2000,1500,2500,no_noise,0.6220390680925636
20,17,89,1500,2500,2000,no_noise,3.80952239389877
20,18,159,1500,2000,2500,noise,3.1640760630740443
20,19,60,2500,1500,2000,noise,1.1453668332402849
20,20,202,2000,2500,1500,noise,3.1936083487551397
20,21,98,2500,1500,2000,no_noise,6.126637946125061
20,22,218,1500,2500,2000,no_noise,4.025891532713315
20,23,161,2000,1500,2500,no_noise,2.6511799922425494
20,24,42,2000,1500,2500,no_noise,2.4889217954573644
20,25,27,1500,2000,2500,noise,3.5449542649113885
20,26,122,2000,1500,2500,no_noise,1.8681345609944096
20,27,45,1500,2000,2500,no_noise,4.80784028888625
20,28,29,2000,2500,1500,noise,1.929085345782104
20,29,163,2000,2500,1500,no_noise,5.710542196146905
20,30,109,2000,1500,2500,no_noise,4.472150865800067
20,31,30,2000,1500,2500,noise,0.19942949689046507
20,32,217,2500,1500,2000,noise,5.880287932429593
20,33,32,2000,2500,1500,no_noise,6.249884834184078
20,34,165,2500,1500,2000,no_noise,4.8019100651829145
20,35,116,2500,2000,1500,no_noise,5.545756645995879
20,36,128,1500,2500,2000,noise,5.87075918187317
20,37,190,2000,1500,2500,no_noise,0.1644562151071849
20,38,56,2000,1500,2500,noise,5.438752089718032
20,39,238,2000,1500,2500,noise,4.180245654799206
20,40,236,2500,1500,2000,noise,2.8787617354327875
20,41,31,1500,2000,2500,noise,6.173287654849819
20,42,37,2500,1500,2000,no_noise,1.6830114022832117
20,43,67,1500,2500,2000,no_noise,5.8317534000515066
20,44,149,1500,2500,2000,noise,5.645470745636943
20,45,62,1500,2000,2500,noise,4.60394656142552
20,46,6,1500,2500,2000,no_noise,3.888158581137321
20,47,64,2500,1500,2000,no_noise,5.520150307251946
20,48,111,2500,1500,2000,noise,1.3664655130591967
20,49,235,2000,2500,1500,noise,3.217260313794421
20,50,136,2500,1500,2000,no_noise,5.129597869118114
20,51,144,2000,1500,2500,no_noise,0.9472523563371089
20,52,186,2500,2000,1500,noise,6.248809832240218
20,53,38,2000,2500,1500,noise,6.023922395015781
20,54,142,1500,2500,2000,no_noise,3.6552936278001735
20,55,140,2500,2000,1500,noise,2.022829313314632
20,56,192,2000,2500,1500,no_noise,3.0229375610946345
20,57,124,2500,1500,2000,no_noise,6.01721250180751
20,58,23,1500,2500,2000,noise,5.500502869794456
20,59,72,2000,2500,1500,noise,5.785970694115179
20,60,148,1500,2500,2000,no_noise,6.258609146569564
20,61,18,2000,2500,1500,no_noise,2.5683129830132803
20,62,232,1500,2500,2000,noise,2.2167357561020102
20,63,221,2000,1500,2500,noise,3.46676674587024
20,64,8,1500,2500,2000,no_noise,5.088006955981069
20,65,5,1500,2000,2500,no_noise,0.2504639470687344
20,66,170,2500,1500,2000,no_noise,3.567733044870435
20,67,99,2000,2500,1500,noise,2.9302384667081256
20,68,81,2000,1500,2500,noise,3.161824734554318
20,69,17,1500,2000,2500,noise,4.71598635445833
20,70,181,1500,2000,2500,noise,2.6854216701573055
20,71,182,2500,1500,2000,noise,1.5780236599794764
20,72,75,2000,1500,2500,noise,0.4537703114577205
20,73,107,2500,1500,2000,noise,0.02305651641931261
20,74,219,1500,2000,2500,no_noise,6.214632300357401
20,75,239,2500,1500,2000,noise,1.5959942524582136
20,76,155,2000,2500,1500,no_noise,2.426650065864159
20,77,216,1500,2500,2000,no_noise,5.848635982318823
20,78,40,1500,2000,2500,noise,3.025656626948927
20,79,185,2500,1500,2000,no_noise,0.07411321758156753
