prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
602,105,106,500,1000,no_noise,1.346819117199379
602,106,208,1000,1000,noise,4.498854663743295
602,107,168,1000,1000,noise,3.3166582870789822
602,108,128,1000,500,noise,0.7773993398829138
602,109,167,1000,500,no_noise,2.7585374497115756
602,110,198,1000,500,noise,0.63537892359109
602,111,157,1000,500,no_noise,5.357375039145808
602,112,201,500,500,noise,4.215858976408429
602,113,119,1000,500,noise,3.16909064342573
602,114,171,1000,500,no_noise,3.5954670516688534
602,115,192,1000,1000,noise,5.752476972567236
602,116,127,1000,500,no_noise,1.3221836250208163
602,117,126,500,1000,no_noise,1.2467731019269825
602,118,177,1000,500,noise,5.644727195579385
602,119,178,500,1000,noise,1.6555953987651915
602,120,123,500,500,no_noise,0.5009878240395036
602,121,150,500,500,noise,3.7797782469585166
602,122,160,1000,1000,noise,2.425374353022742
602,123,205,500,1000,no_noise,1.9759925895313737
602,124,111,1000,1000,noise,2.930052545912349
602,125,190,1000,500,noise,4.490292129616522
602,126,145,500,1000,no_noise,2.2731595569855108
602,127,140,1000,1000,no_noise,5.952729470596145
602,128,176,500,1000,no_noise,0.82977808157632
602,129,164,500,500,no_noise,2.186394428446783
602,130,158,500,500,noise,2.087066245132111
602,131,187,500,1000,noise,5.989350643283553
602,132,107,1000,1000,no_noise,5.940160433948176
602,133,144,1000,1000,noise,5.376264714296599
602,134,183,1000,1000,noise,3.2874635595042507
602,135,118,1000,500,no_noise,3.1191572219668693
602,136,175,1000,500,noise,0.3566253475857586
602,137,135,1000,500,no_noise,3.8021907956168444
602,138,182,1000,1000,no_noise,0.3264381588310359
602,139,137,500,1000,no_noise,5.997904145354104
602,140,122,1000,1000,noise,0.11138062701590101
602,141,193,1000,500,no_noise,2.8704824471157684
602,142,188,500,500,noise,4.482886734432088
602,143,159,500,500,no_noise,4.2482297986116775
602,144,185,1000,500,no_noise,2.586788959560436
602,145,114,500,1000,noise,0.7969584419580237
602,146,142,1000,500,no_noise,4.316388202299915
602,147,186,1000,1000,no_noise,4.538182929763435
602,148,191,500,1000,no_noise,0.7935848577775584
602,149,146,500,500,no_noise,0.9918414162104288
602,150,166,1000,500,noise,4.566537942360666
602,151,180,500,1000,no_noise,6.141947663241945
602,152,125,500,1000,noise,2.0358031437838893
602,153,156,500,1000,no_noise,0.09472322148809953
602,154,155,1000,1000,no_noise,6.041078449337164
602,155,109,500,500,no_noise,1.0580335482812757
602,156,112,1000,500,no_noise,5.469622127670451
602,157,197,1000,1000,noise,0.1177535531367111
602,158,115,500,1000,no_noise,4.7745986954175965
602,159,154,1000,500,noise,0.9551573833960729
602,160,207,1000,1000,no_noise,0.42341436632504603
602,161,148,500,1000,noise,0.5969259726599088
602,162,110,500,1000,noise,4.113536723510169
602,163,174,1000,1000,noise,5.65717848487699
602,164,116,1000,1000,noise,4.140490790163807
602,165,152,1000,500,no_noise,0.19242417761651298
602,166,184,1000,500,no_noise,5.086079276142608
602,167,153,500,1000,noise,1.676377359914433
602,168,179,500,500,noise,0.09180414401109127
602,169,138,1000,500,noise,3.500796741001845
602,170,196,500,1000,no_noise,4.543267547318165
602,171,113,500,500,noise,3.666925166563308
602,172,139,500,500,no_noise,5.417400045485399
602,173,163,500,1000,noise,4.427656055886922
602,174,172,500,500,noise,1.0474498202036617
602,175,195,1000,1000,no_noise,3.496313223319623
602,176,189,500,500,no_noise,4.324300328900319
602,177,203,1000,500,no_noise,0.8150680701710148
602,178,149,1000,500,noise,4.330796832100039
602,179,181,500,500,no_noise,2.997902927810243
602,180,199,500,500,no_noise,4.5825365417494055
602,181,120,500,500,no_noise,2.9936754705311075
602,182,162,1000,1000,no_noise,0.21095314251941755
602,183,200,500,1000,noise,2.3553961216685195
602,184,194,500,500,noise,5.267761619347173
602,185,124,1000,1000,no_noise,2.082749451834629
602,186,129,500,500,no_noise,0.505171430349213
602,187,133,500,1000,noise,1.9441308906151527
602,188,130,1000,1000,noise,3.0206527068812856
602,189,151,1000,1000,noise,3.3380620322994545
602,190,170,500,500,no_noise,4.98892303756101
602,191,165,500,1000,no_noise,1.162716081986133
602,192,206,500,500,no_noise,4.623354219295227
602,193,173,500,1000,noise,1.6304611422225195
602,194,147,1000,1000,no_noise,1.780165332380081
602,195,141,500,1000,noise,1.170326538786492
602,196,134,1000,1000,no_noise,4.904004328150193
602,197,169,1000,1000,no_noise,0.3118331995730026
602,198,136,500,1000,no_noise,5.5659006666066215
602,199,161,500,500,noise,4.453669875832654
602,200,204,500,1000,noise,4.3712645196616595
602,201,121,500,500,noise,5.637879624224838
602,202,143,500,500,noise,0.5424110136187608
602,203,105,500,500,noise,3.309565325845819
602,204,132,500,500,noise,1.825413411978503
602,205,108,1000,500,noise,1.8462754503375685
602,206,131,1000,500,noise,6.242585589798393
602,207,117,1000,1000,no_noise,0.7899089718164394
602,208,202,1000,500,noise,4.121329679340916
