prot_id,trial_id,noise_present,no_targets,trajectory_id
24,1,no_noise,4,70
24,2,no_noise,1,61
24,3,noise,1,59
24,4,no_noise,1,93
24,5,noise,1,33
24,6,no_noise,4,54
24,7,noise,4,174
24,8,no_noise,4,152
24,9,no_noise,4,176
24,10,noise,4,31
24,11,no_noise,4,110
24,12,noise,2,74
24,13,noise,1,91
24,14,noise,1,165
24,15,no_noise,1,122
24,16,no_noise,2,123
24,17,noise,2,57
24,18,noise,4,101
24,19,no_noise,1,153
24,20,noise,2,52
24,21,no_noise,4,5
24,22,noise,1,132
24,23,noise,4,175
24,24,noise,4,73
24,25,no_noise,2,28
24,26,noise,1,157
24,27,no_noise,2,87
24,28,noise,2,2
24,29,noise,1,151
24,30,noise,1,37
24,31,noise,4,120
24,32,no_noise,4,163
24,33,noise,2,158
24,34,no_noise,2,46
24,35,noise,1,139
24,36,noise,2,131
24,37,noise,2,29
24,38,no_noise,4,121
24,39,noise,2,171
24,40,noise,2,16
24,41,no_noise,1,79
24,42,no_noise,4,172
24,43,no_noise,2,92
24,44,no_noise,2,146
24,45,noise,1,45
24,46,noise,4,67
24,47,noise,4,8
24,48,no_noise,1,166
24,49,noise,1,89
24,50,no_noise,4,68
24,51,no_noise,1,97
24,52,noise,4,96
24,53,noise,4,140
24,54,noise,4,51
24,55,no_noise,1,25
24,56,no_noise,1,66
24,57,noise,2,159
24,58,noise,4,10
24,59,noise,2,173
24,60,no_noise,1,27
24,61,no_noise,1,19
24,62,no_noise,2,164
24,63,noise,1,86
24,64,no_noise,4,22
24,65,no_noise,2,48
24,66,no_noise,1,32
24,67,no_noise,2,69
24,68,noise,2,100
24,69,noise,4,108
24,70,noise,2,40
24,71,no_noise,1,98
24,72,no_noise,4,42
24,73,no_noise,2,81
24,74,no_noise,4,160
24,75,no_noise,4,106
24,76,no_noise,2,58
24,77,no_noise,1,44
24,78,no_noise,4,148
24,79,no_noise,1,9
24,80,noise,1,125
24,81,no_noise,4,84
24,82,no_noise,2,161
24,83,no_noise,1,17
24,84,noise,1,56
24,85,noise,4,18
24,86,noise,2,107
24,87,noise,2,112
24,88,noise,1,55
24,89,no_noise,1,1
24,90,noise,4,95
24,91,no_noise,1,7
24,92,noise,4,21
24,93,no_noise,4,12
24,94,noise,1,119
24,95,noise,2,14
24,96,no_noise,1,135
24,97,noise,1,126
24,98,no_noise,2,77
24,99,noise,2,23
24,100,no_noise,4,53
24,101,noise,1,50
24,102,no_noise,1,103
24,103,noise,2,83
24,104,noise,1,24
24,105,no_noise,1,78
24,106,noise,4,39
24,107,noise,1,76
24,108,no_noise,2,90
24,109,no_noise,1,177
24,110,noise,1,168
24,111,noise,4,43
24,112,no_noise,2,180
24,113,noise,4,138
24,114,noise,2,170
24,115,noise,2,144
24,116,noise,4,114
24,117,no_noise,1,64
24,118,no_noise,4,150
24,119,no_noise,4,20
24,120,no_noise,2,62
24,121,noise,4,155
24,122,noise,2,167
24,123,noise,1,145
24,124,no_noise,4,41
24,125,no_noise,2,72
24,126,noise,4,111
24,127,noise,2,47
24,128,no_noise,4,82
24,129,no_noise,2,117
24,130,no_noise,2,30
24,131,noise,1,102
24,132,noise,4,104
24,133,noise,2,113
24,134,no_noise,1,118
24,135,no_noise,4,94
24,136,no_noise,2,142
24,137,noise,2,71
24,138,noise,4,124
24,139,noise,4,134
24,140,no_noise,1,26
24,141,no_noise,2,133
24,142,noise,4,60
24,143,noise,1,11
24,144,no_noise,2,4
24,145,no_noise,4,3
24,146,no_noise,4,34
24,147,noise,4,109
24,148,no_noise,2,162
24,149,noise,2,85
24,150,no_noise,4,36
24,151,no_noise,1,13
24,152,noise,1,116
24,153,noise,1,154
24,154,no_noise,1,149
24,155,no_noise,4,115
24,156,no_noise,2,136
24,157,no_noise,2,130
24,158,noise,2,147
24,159,no_noise,4,129
24,160,noise,2,169
24,161,noise,4,35
24,162,noise,1,80
24,163,no_noise,1,99
24,164,no_noise,1,128
24,165,no_noise,2,65
24,166,no_noise,4,6
24,167,noise,1,127
24,168,no_noise,2,38
24,169,noise,1,75
24,170,noise,2,88
24,171,noise,2,143
24,172,no_noise,2,137
24,173,noise,4,49
24,174,no_noise,4,179
24,175,no_noise,1,178
24,176,noise,2,63
24,177,no_noise,2,15
24,178,noise,4,141
24,179,no_noise,2,105
24,180,noise,1,156
