prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
801,1,5,1000,500,noise,2.878108677098858
801,2,91,500,1000,noise,0.09237085360539199
801,3,58,500,1000,no_noise,2.851619988092924
801,4,26,500,1000,noise,6.137272016139618
801,5,7,500,500,noise,0.5902819122281233
801,6,37,500,1000,noise,2.642355863493596
801,7,89,1000,1000,noise,0.4999825008837586
801,8,45,1000,1000,noise,1.547761572744931
801,9,4,1000,1000,noise,5.770214628988967
801,10,27,500,500,noise,2.049491777970448
801,11,102,1000,1000,no_noise,1.4924052602580353
801,12,90,1000,500,no_noise,2.4517101246647686
801,13,31,1000,500,noise,2.8875331874275423
801,14,49,500,500,no_noise,1.729221177894419
801,15,32,500,1000,no_noise,1.766606239589441
801,16,24,500,500,no_noise,3.339593205747546
801,17,39,1000,1000,noise,3.8018627259971423
801,18,62,1000,1000,noise,5.393890096144499
801,19,40,500,1000,no_noise,6.2282017520709605
801,20,66,1000,500,no_noise,1.5393258238764158
801,21,85,1000,500,no_noise,1.528483323145597
801,22,3,500,500,no_noise,4.057225719462251
801,23,54,1000,1000,noise,5.4067040603889724
801,24,14,1000,1000,noise,1.283244957491875
801,25,79,1000,500,no_noise,2.752922161549427
801,26,34,1000,500,noise,3.4275788819498407
801,27,73,1000,1000,no_noise,3.7199406418877974
801,28,19,500,500,noise,0.2890519560599114
801,29,77,500,1000,noise,4.986741703819704
801,30,88,1000,1000,noise,2.9818045003546936
801,31,20,1000,1000,noise,4.874118740438364
801,32,25,1000,1000,no_noise,5.067557004089917
801,33,72,500,500,noise,4.488115462583889
801,34,53,1000,500,noise,2.6039770239923103
801,35,86,500,1000,no_noise,5.499917363165754
801,36,59,500,500,no_noise,5.434926213692082
801,37,80,500,500,no_noise,2.676326891323262
801,38,68,1000,1000,no_noise,2.037299501244612
801,39,67,1000,500,noise,2.622748474881444
801,40,94,500,500,no_noise,1.4485957075057438
801,41,16,500,500,no_noise,2.850909739902521
801,42,9,1000,500,noise,0.7855177949862986
801,43,101,1000,1000,noise,2.8753861265737006
801,44,93,500,1000,no_noise,4.669837722971165
801,45,78,1000,1000,noise,2.2113857886143897
801,46,6,500,1000,noise,0.1657996157052124
801,47,65,500,1000,no_noise,1.7010153200357943
801,48,17,500,1000,noise,0.06010118633565131
801,49,70,1000,1000,noise,2.192628624583219
801,50,84,500,500,no_noise,2.563196257332546
801,51,83,1000,1000,no_noise,4.963248769678984
801,52,35,1000,1000,no_noise,0.0248511716539066
801,53,63,500,1000,noise,0.8889655497605142
801,54,76,500,1000,no_noise,4.852815847327358
801,55,46,500,1000,noise,3.47706079276147
801,56,23,500,1000,no_noise,2.7099222929923044
801,57,21,1000,500,noise,0.33919912886808845
801,58,87,500,1000,noise,3.0289411457508906
801,59,56,500,1000,no_noise,0.12369843966795457
801,60,60,500,500,noise,2.9440081158349956
801,61,18,1000,500,no_noise,2.8827940321255587
801,62,8,1000,1000,no_noise,3.057802921948289
801,63,43,1000,500,noise,5.986381566192432
801,64,44,1000,1000,no_noise,5.595965461783161
801,65,100,500,1000,noise,3.1141499020776116
801,66,95,500,500,noise,4.459769003668667
801,67,47,500,1000,no_noise,0.06215648236983817
801,68,55,500,1000,noise,3.0872124731912884
801,69,12,1000,1000,no_noise,3.1337938680304998
801,70,71,500,500,no_noise,4.231735612316898
801,71,29,500,500,no_noise,3.3274466042499813
801,72,61,1000,1000,no_noise,4.296127838740164
801,73,30,1000,1000,noise,1.3227316063378671
801,74,75,500,500,noise,4.271662916957972
801,75,36,1000,500,no_noise,4.032149628542411
801,76,51,500,500,noise,1.9087928653188406
801,77,41,500,500,no_noise,4.3377759607516175
801,78,52,1000,500,no_noise,3.1160630214924283
801,79,57,1000,500,no_noise,1.208571718777466
801,80,15,500,500,noise,5.656993604215969
801,81,104,500,1000,no_noise,5.584308238567309
801,82,50,1000,1000,no_noise,4.341281084674098
801,83,42,1000,500,no_noise,4.932002979754988
801,84,64,1000,500,noise,2.441496067208277
801,85,22,1000,1000,no_noise,3.348325533461189
801,86,69,500,1000,noise,0.036736436002873255
801,87,97,1000,500,noise,2.728080531047233
801,88,48,500,500,noise,6.178337099465169
801,89,1,1000,500,no_noise,2.105768935945683
801,90,2,500,1000,no_noise,4.9985712543965395
801,91,81,500,500,noise,2.4254844654036503
801,92,103,1000,500,no_noise,1.714182349318273
801,93,28,1000,500,no_noise,3.667539533639877
801,94,74,1000,500,noise,1.536682054415663
801,95,13,1000,500,no_noise,4.407771635941017
801,96,92,1000,1000,no_noise,5.930316171460843
801,97,82,1000,500,noise,1.4442556172378493
801,98,33,500,500,no_noise,6.208608449896993
801,99,96,1000,500,noise,4.871752227600748
801,100,10,500,1000,noise,6.129786211662957
801,101,38,500,500,noise,5.864754444437468
801,102,11,500,1000,no_noise,2.533614156365015
801,103,99,500,500,no_noise,4.632490986803982
801,104,98,500,500,noise,1.5604322207568506
