prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
604,313,318,500,500,no_noise,1.2863515605857927
604,314,367,1000,1000,no_noise,5.294080761999393
604,315,313,500,500,noise,1.7557170995673372
604,316,350,500,1000,no_noise,2.754978987795925
604,317,342,1000,500,no_noise,3.503193882955286
604,318,411,1000,500,no_noise,3.947059412467654
604,319,362,500,1000,noise,4.791252589942007
604,320,357,1000,500,noise,3.0977736021104136
604,321,412,500,500,noise,3.33509082519961
604,322,331,1000,500,noise,0.31497567780697766
604,323,398,500,500,no_noise,5.761884808555653
604,324,353,500,500,no_noise,0.18179908260437205
604,325,344,1000,500,noise,2.4780547191657316
604,326,368,1000,500,no_noise,3.6651047156942225
604,327,316,500,1000,noise,0.992165143889272
604,328,413,1000,1000,no_noise,0.685265828643784
604,329,405,500,1000,no_noise,4.179801221749642
604,330,356,1000,500,no_noise,3.0894420159349787
604,331,377,1000,500,no_noise,0.3923967082350841
604,332,386,1000,500,no_noise,5.976848895015557
604,333,325,1000,500,no_noise,3.103339911775268
604,334,414,500,500,no_noise,4.706332237674188
604,335,323,500,500,noise,0.7872141830876718
604,336,322,1000,500,noise,1.157428649857648
604,337,372,1000,1000,noise,4.64113389365003
604,338,391,500,500,no_noise,6.207217189934003
604,339,388,1000,1000,noise,4.434232017482118
604,340,399,1000,500,no_noise,6.046680606346632
604,341,358,1000,1000,no_noise,5.589887528704281
604,342,366,1000,500,noise,2.095274747232029
604,343,327,1000,1000,no_noise,4.966136234959217
604,344,370,1000,1000,no_noise,2.014935127941553
604,345,337,500,1000,noise,0.931230373665791
604,346,373,500,500,noise,2.902240134019472
604,347,384,500,500,no_noise,0.06127185288146908
604,348,346,500,500,no_noise,1.4119539164509272
604,349,389,500,500,noise,4.388043427850534
604,350,339,500,500,noise,2.508872040865164
604,351,375,1000,500,no_noise,3.258469614510063
604,352,315,1000,500,no_noise,2.5925646420607946
604,353,387,500,1000,no_noise,4.0383723451606794
604,354,324,500,1000,no_noise,3.1620107577543592
604,355,381,1000,1000,no_noise,0.015893864694689785
604,356,332,1000,1000,noise,2.2871611020346343
604,357,330,500,500,no_noise,2.0212086180575977
604,358,355,500,500,noise,3.735773314182149
604,359,371,500,500,no_noise,0.41218267233133643
604,360,345,500,500,noise,1.4099758624913257
604,361,380,1000,1000,noise,1.0295103791025042
604,362,383,500,1000,no_noise,5.856429204400661
604,363,359,500,1000,no_noise,1.9921805344071115
604,364,341,500,500,no_noise,5.608771764725653
604,365,336,500,1000,noise,5.110188776125771
604,366,404,500,1000,noise,2.9974269820423345
604,367,338,1000,1000,noise,6.265078519953505
604,368,326,500,500,no_noise,4.1412417630677005
604,369,352,500,1000,noise,4.604582465582052
604,370,363,1000,1000,noise,2.8468346645592764
604,371,349,1000,1000,no_noise,2.77471499323977
604,372,360,500,1000,noise,3.597906844998896
604,373,385,1000,1000,no_noise,1.1418769426837638
604,374,333,1000,500,no_noise,0.8817909094222323
604,375,334,500,500,noise,0.6355585553020433
604,376,347,1000,500,noise,1.121813616634273
604,377,374,500,1000,no_noise,0.14545113034912047
604,378,395,1000,1000,no_noise,4.465125655228991
604,379,351,1000,1000,noise,3.2092936539967774
604,380,409,1000,500,noise,6.1208985235122135
604,381,407,1000,1000,noise,2.4862659042574062
604,382,376,500,1000,noise,0.18638807668010932
604,383,328,500,1000,noise,2.3315626333652095
604,384,416,1000,1000,noise,6.101538512884348
604,385,348,1000,500,no_noise,4.676667200954907
604,386,335,1000,1000,no_noise,4.329240405760062
604,387,402,1000,500,noise,3.751000344243357
604,388,320,500,1000,no_noise,5.039126206484506
604,389,329,500,1000,no_noise,4.172232733143142
604,390,317,1000,500,noise,3.5873886907612675
604,391,343,500,1000,no_noise,0.4264812409526839
604,392,369,1000,500,noise,1.221932300899339
604,393,408,1000,1000,no_noise,3.137021970859654
604,394,393,1000,500,noise,0.40270259159649324
604,395,400,500,1000,noise,3.2955563623391155
604,396,390,500,1000,noise,5.670932735328159
604,397,354,1000,1000,noise,0.814066739318708
604,398,403,1000,500,no_noise,1.938092662595861
604,399,392,1000,500,noise,0.14430069742325724
604,400,379,1000,500,noise,2.060290540376533
604,401,361,500,500,noise,3.9864171723791895
604,402,321,1000,1000,noise,6.222440139916687
604,403,397,1000,1000,noise,1.913866815274937
604,404,401,500,500,no_noise,0.6386457293809498
604,405,410,500,1000,no_noise,2.7389733049578466
604,406,396,500,1000,no_noise,5.712426626275269
604,407,382,500,500,noise,0.8231455811231969
604,408,394,500,500,noise,3.4276729124723033
604,409,365,500,1000,no_noise,2.9932873510500873
604,410,364,500,500,no_noise,4.624853742510674
604,411,406,500,500,noise,2.9123778081342904
604,412,314,1000,1000,no_noise,5.047860231183121
604,413,340,1000,1000,no_noise,1.5998862655476103
604,414,415,500,1000,noise,1.4074362381686365
604,415,378,500,1000,noise,1.625062462488696
604,416,319,1000,1000,noise,5.805213821977267
