prot_id,trial_id,no_targets,noise_present,trajectory_id
23,1,1,noise,41
23,2,4,noise,180
23,3,4,no_noise,76
23,4,1,noise,13
23,5,2,no_noise,35
23,6,4,no_noise,97
23,7,4,noise,179
23,8,1,noise,5
23,9,1,noise,49
23,10,1,noise,14
23,11,2,noise,61
23,12,2,no_noise,105
23,13,1,no_noise,169
23,14,2,noise,178
23,15,4,noise,161
23,16,2,noise,110
23,17,4,noise,64
23,18,1,noise,71
23,19,4,noise,21
23,20,2,noise,11
23,21,1,noise,46
23,22,1,noise,30
23,23,2,no_noise,57
23,24,1,noise,101
23,25,1,noise,144
23,26,2,no_noise,137
23,27,2,noise,69
23,28,4,no_noise,52
23,29,2,no_noise,128
23,30,2,noise,55
23,31,1,noise,82
23,32,4,noise,75
23,33,1,noise,51
23,34,4,noise,135
23,35,4,noise,90
23,36,1,no_noise,177
23,37,1,noise,96
23,38,2,no_noise,166
23,39,4,no_noise,122
23,40,4,noise,16
23,41,1,no_noise,42
23,42,4,noise,152
23,43,4,noise,136
23,44,2,no_noise,115
23,45,4,no_noise,123
23,46,2,noise,78
23,47,4,noise,145
23,48,1,no_noise,34
23,49,1,noise,31
23,50,4,no_noise,9
23,51,4,noise,149
23,52,4,no_noise,175
23,53,4,noise,168
23,54,2,noise,165
23,55,2,noise,48
23,56,2,noise,127
23,57,1,no_noise,60
23,58,2,no_noise,155
23,59,1,no_noise,56
23,60,2,no_noise,79
23,61,1,no_noise,72
23,62,1,noise,27
23,63,4,no_noise,40
23,64,4,no_noise,94
23,65,2,noise,93
23,66,4,noise,126
23,67,1,no_noise,77
23,68,4,noise,36
23,69,4,noise,18
23,70,1,noise,66
23,71,2,no_noise,159
23,72,2,noise,25
23,73,1,noise,118
23,74,2,no_noise,32
23,75,1,noise,74
23,76,1,no_noise,129
23,77,2,noise,114
23,78,1,no_noise,130
23,79,4,no_noise,151
23,80,2,noise,99
23,81,4,noise,139
23,82,2,noise,174
23,83,2,no_noise,88
23,84,2,no_noise,45
23,85,4,no_noise,65
23,86,1,noise,124
23,87,1,noise,2
23,88,4,no_noise,67
23,89,4,no_noise,7
23,90,1,no_noise,153
23,91,1,noise,83
23,92,1,noise,37
23,93,4,noise,141
23,94,4,no_noise,102
23,95,2,noise,3
23,96,2,no_noise,143
23,97,1,no_noise,131
23,98,2,noise,53
23,99,2,noise,10
23,100,4,no_noise,50
23,101,1,no_noise,70
23,102,4,no_noise,20
23,103,1,noise,73
23,104,2,noise,38
23,105,2,noise,87
23,106,2,no_noise,120
23,107,4,noise,80
23,108,4,noise,22
23,109,1,no_noise,15
23,110,1,noise,107
23,111,4,noise,176
23,112,4,noise,91
23,113,2,noise,164
23,114,1,noise,158
23,115,1,noise,108
23,116,4,noise,54
23,117,1,no_noise,33
23,118,4,no_noise,4
23,119,2,no_noise,68
23,120,1,no_noise,138
23,121,1,no_noise,29
23,122,4,no_noise,173
23,123,1,noise,26
23,124,4,no_noise,160
23,125,1,no_noise,125
23,126,2,noise,58
23,127,4,no_noise,121
23,128,2,noise,39
23,129,2,no_noise,59
23,130,2,noise,157
23,131,4,no_noise,84
23,132,4,no_noise,111
23,133,2,no_noise,150
23,134,1,no_noise,167
23,135,2,noise,154
23,136,2,noise,147
23,137,2,noise,28
23,138,4,no_noise,86
23,139,4,noise,17
23,140,2,no_noise,134
23,141,1,no_noise,100
23,142,1,no_noise,44
23,143,1,no_noise,171
23,144,2,noise,1
23,145,2,no_noise,170
23,146,4,noise,103
23,147,2,no_noise,140
23,148,1,no_noise,146
23,149,4,no_noise,98
23,150,1,no_noise,113
23,151,4,noise,156
23,152,2,no_noise,85
23,153,1,no_noise,6
23,154,2,no_noise,117
23,155,1,noise,43
23,156,2,no_noise,23
23,157,2,no_noise,162
23,158,4,no_noise,163
23,159,2,no_noise,132
23,160,4,noise,95
23,161,1,noise,92
23,162,4,no_noise,19
23,163,1,no_noise,172
23,164,2,no_noise,47
23,165,4,no_noise,24
23,166,1,no_noise,112
23,167,2,noise,142
23,168,2,no_noise,119
23,169,2,noise,148
23,170,4,no_noise,109
23,171,2,no_noise,89
23,172,1,no_noise,106
23,173,4,no_noise,12
23,174,4,noise,8
23,175,1,no_noise,133
23,176,2,no_noise,63
23,177,4,noise,104
23,178,4,no_noise,62
23,179,1,noise,116
23,180,1,no_noise,81
