prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
702,105,177,1000,500,noise,5.644727195579385
702,106,182,1000,1000,no_noise,0.3264381588310359
702,107,112,1000,500,no_noise,5.469622127670451
702,108,105,500,500,noise,3.309565325845819
702,109,169,1000,1000,no_noise,0.3118331995730026
702,110,123,500,500,no_noise,0.5009878240395036
702,111,200,500,1000,noise,2.3553961216685195
702,112,120,500,500,no_noise,2.9936754705311075
702,113,137,500,1000,no_noise,5.997904145354104
702,114,174,1000,1000,noise,5.65717848487699
702,115,184,1000,500,no_noise,5.086079276142608
702,116,207,1000,1000,no_noise,0.42341436632504603
702,117,160,1000,1000,noise,2.425374353022742
702,118,202,1000,500,noise,4.121329679340916
702,119,162,1000,1000,no_noise,0.21095314251941755
702,120,198,1000,500,noise,0.63537892359109
702,121,191,500,1000,no_noise,0.7935848577775584
702,122,111,1000,1000,noise,2.930052545912349
702,123,132,500,500,noise,1.825413411978503
702,124,175,1000,500,noise,0.3566253475857586
702,125,189,500,500,no_noise,4.324300328900319
702,126,110,500,1000,noise,4.113536723510169
702,127,171,1000,500,no_noise,3.5954670516688534
702,128,115,500,1000,no_noise,4.7745986954175965
702,129,116,1000,1000,noise,4.140490790163807
702,130,135,1000,500,no_noise,3.8021907956168444
702,131,186,1000,1000,no_noise,4.538182929763435
702,132,172,500,500,noise,1.0474498202036617
702,133,138,1000,500,noise,3.500796741001845
702,134,170,500,500,no_noise,4.98892303756101
702,135,141,500,1000,noise,1.170326538786492
702,136,140,1000,1000,no_noise,5.952729470596145
702,137,163,500,1000,noise,4.427656055886922
702,138,179,500,500,noise,0.09180414401109127
702,139,151,1000,1000,noise,3.3380620322994545
702,140,114,500,1000,noise,0.7969584419580237
702,141,128,1000,500,noise,0.7773993398829138
702,142,199,500,500,no_noise,4.5825365417494055
702,143,142,1000,500,no_noise,4.316388202299915
702,144,144,1000,1000,noise,5.376264714296599
702,145,147,1000,1000,no_noise,1.780165332380081
702,146,154,1000,500,noise,0.9551573833960729
702,147,197,1000,1000,noise,0.1177535531367111
702,148,118,1000,500,no_noise,3.1191572219668693
702,149,187,500,1000,noise,5.989350643283553
702,150,165,500,1000,no_noise,1.162716081986133
702,151,161,500,500,noise,4.453669875832654
702,152,122,1000,1000,noise,0.11138062701590101
702,153,131,1000,500,noise,6.242585589798393
702,154,130,1000,1000,noise,3.0206527068812856
702,155,145,500,1000,no_noise,2.2731595569855108
702,156,129,500,500,no_noise,0.505171430349213
702,157,121,500,500,noise,5.637879624224838
702,158,152,1000,500,no_noise,0.19242417761651298
702,159,188,500,500,noise,4.482886734432088
702,160,205,500,1000,no_noise,1.9759925895313737
702,161,148,500,1000,noise,0.5969259726599088
702,162,194,500,500,noise,5.267761619347173
702,163,185,1000,500,no_noise,2.586788959560436
702,164,126,500,1000,no_noise,1.2467731019269825
702,165,149,1000,500,noise,4.330796832100039
702,166,196,500,1000,no_noise,4.543267547318165
702,167,204,500,1000,noise,4.3712645196616595
702,168,190,1000,500,noise,4.490292129616522
702,169,106,500,1000,no_noise,1.346819117199379
702,170,133,500,1000,noise,1.9441308906151527
702,171,127,1000,500,no_noise,1.3221836250208163
702,172,203,1000,500,no_noise,0.8150680701710148
702,173,193,1000,500,no_noise,2.8704824471157684
702,174,113,500,500,noise,3.666925166563308
702,175,125,500,1000,noise,2.0358031437838893
702,176,168,1000,1000,noise,3.3166582870789822
702,177,158,500,500,noise,2.087066245132111
702,178,181,500,500,no_noise,2.997902927810243
702,179,192,1000,1000,noise,5.752476972567236
702,180,119,1000,500,noise,3.16909064342573
702,181,167,1000,500,no_noise,2.7585374497115756
702,182,108,1000,500,noise,1.8462754503375685
702,183,157,1000,500,no_noise,5.357375039145808
702,184,201,500,500,noise,4.215858976408429
702,185,124,1000,1000,no_noise,2.082749451834629
702,186,183,1000,1000,noise,3.2874635595042507
702,187,117,1000,1000,no_noise,0.7899089718164394
702,188,139,500,500,no_noise,5.417400045485399
702,189,153,500,1000,noise,1.676377359914433
702,190,143,500,500,noise,0.5424110136187608
702,191,180,500,1000,no_noise,6.141947663241945
702,192,156,500,1000,no_noise,0.09472322148809953
702,193,159,500,500,no_noise,4.2482297986116775
702,194,107,1000,1000,no_noise,5.940160433948176
702,195,166,1000,500,noise,4.566537942360666
702,196,206,500,500,no_noise,4.623354219295227
702,197,164,500,500,no_noise,2.186394428446783
702,198,150,500,500,noise,3.7797782469585166
702,199,134,1000,1000,no_noise,4.904004328150193
702,200,146,500,500,no_noise,0.9918414162104288
702,201,155,1000,1000,no_noise,6.041078449337164
702,202,136,500,1000,no_noise,5.5659006666066215
702,203,195,1000,1000,no_noise,3.496313223319623
702,204,208,1000,1000,noise,4.498854663743295
702,205,109,500,500,no_noise,1.0580335482812757
702,206,176,500,1000,no_noise,0.82977808157632
702,207,173,500,1000,noise,1.6304611422225195
702,208,178,500,1000,noise,1.6555953987651915
