prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
19,1,53,1500,2000,2500,noise,2.969406026788503
19,2,218,1500,2500,2000,no_noise,4.025891532713315
19,3,141,1500,2000,2500,no_noise,3.868521173446182
19,4,91,1500,2500,2000,noise,2.0184633820617846
19,5,84,2000,2500,1500,no_noise,0.704015416222223
19,6,20,1500,2000,2500,noise,5.896833293061704
19,7,234,2500,2000,1500,no_noise,3.0232684819416735
19,8,103,2500,1500,2000,no_noise,4.22984174782984
19,9,156,2500,2000,1500,noise,4.236914917244309
19,10,139,1500,2500,2000,no_noise,4.504077161326996
19,11,190,2000,1500,2500,no_noise,0.1644562151071849
19,12,27,1500,2000,2500,noise,3.5449542649113885
19,13,37,2500,1500,2000,no_noise,1.6830114022832117
19,14,28,2500,2000,1500,noise,5.899570213831153
19,15,36,2000,2500,1500,noise,3.737005739277601
19,16,214,1500,2500,2000,no_noise,5.16316177416091
19,17,110,2000,1500,2500,no_noise,2.5166490728326183
19,18,51,2500,2000,1500,noise,6.192532937590237
19,19,124,2500,1500,2000,noise,6.01721250180751
19,20,125,1500,2500,2000,noise,0.4697470884974706
19,21,154,2500,2000,1500,no_noise,2.996614477341109
19,22,215,1500,2500,2000,no_noise,0.45757330305615707
19,23,146,2500,1500,2000,no_noise,4.966625317731478
19,24,16,2000,1500,2500,no_noise,0.12246561080711249
19,25,57,2500,2000,1500,noise,4.279645853182166
19,26,7,2000,2500,1500,no_noise,4.2731650441676
19,27,1,1500,2000,2500,no_noise,1.8683528254460002
19,28,61,1500,2500,2000,noise,3.286432766944746
19,29,130,2500,2000,1500,no_noise,4.318042295976699
19,30,9,2000,1500,2500,no_noise,0.9515936593640912
19,31,66,2500,1500,2000,noise,1.9426097805805282
19,32,76,1500,2500,2000,noise,0.8252867767811622
19,33,176,1500,2000,2500,no_noise,1.431237616883025
19,34,152,2000,2500,1500,no_noise,4.332851022168158
19,35,86,2500,2000,1500,no_noise,2.7208434884753614
19,36,85,2000,2500,1500,noise,1.828690437714065
19,37,59,2000,2500,1500,no_noise,3.8475364928128606
19,38,17,1500,2000,2500,noise,4.71598635445833
19,39,41,2500,1500,2000,noise,2.0400685008817048
19,40,54,1500,2000,2500,noise,4.06086586194594
19,41,184,1500,2000,2500,noise,4.210197702879376
19,42,195,2500,2000,1500,no_noise,3.334647948694883
19,43,58,2500,2000,1500,no_noise,6.272152387179897
19,44,191,2500,1500,2000,noise,5.701282248010039
19,45,97,2500,2000,1500,noise,0.7564924279746865
