prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
14,1,111,2500,1500,2000,noise,1.3664655130591967
14,2,61,1500,2500,2000,no_noise,3.286432766944746
14,3,108,2000,1500,2500,no_noise,2.6086916856568934
14,4,173,2500,1500,2000,noise,6.19234799256082
14,5,24,2500,1500,2000,no_noise,2.9591198211381786
14,6,172,2500,1500,2000,noise,1.6972984109258968
14,7,196,2000,2500,1500,no_noise,0.521402092432866
14,8,98,2500,1500,2000,no_noise,6.126637946125061
14,9,11,1500,2500,2000,noise,5.373080525342348
14,10,161,2000,1500,2500,no_noise,2.6511799922425494
14,11,169,1500,2500,2000,no_noise,3.2073816069009116
14,12,17,1500,2000,2500,noise,4.71598635445833
14,13,135,2500,2000,1500,no_noise,0.321018805138916
14,14,235,2000,2500,1500,noise,3.217260313794421
14,15,138,2500,2000,1500,noise,2.759022253448454
14,16,20,1500,2000,2500,no_noise,5.896833293061704
14,17,145,2500,2000,1500,no_noise,0.3996930735979882
14,18,202,2000,2500,1500,noise,3.1936083487551397
14,19,240,2000,2500,1500,noise,0.6362188009524967
14,20,141,1500,2000,2500,noise,3.868521173446182
14,21,130,2500,2000,1500,no_noise,4.318042295976699
14,22,139,1500,2500,2000,no_noise,4.504077161326996
14,23,105,2500,2000,1500,no_noise,3.53538197645001
14,24,19,2500,2000,1500,no_noise,3.923178183295745
14,25,126,2000,1500,2500,noise,1.1338538186370144
14,26,69,2000,2500,1500,no_noise,1.1829519372793023
14,27,49,1500,2000,2500,no_noise,3.846299762349501
14,28,164,1500,2000,2500,noise,4.088542396544697
14,29,67,1500,2500,2000,no_noise,5.8317534000515066
14,30,144,2000,1500,2500,no_noise,0.9472523563371089
14,31,36,2000,2500,1500,noise,3.737005739277601
14,32,214,1500,2500,2000,noise,5.16316177416091
14,33,163,2000,2500,1500,no_noise,5.710542196146905
14,34,199,1500,2500,2000,no_noise,5.814729861238498
14,35,220,2500,1500,2000,no_noise,4.5572402977507345
14,36,79,2500,1500,2000,noise,1.5069281044613607
14,37,136,2500,1500,2000,no_noise,5.129597869118114
14,38,222,2500,1500,2000,noise,3.455324568686205
