prot_id,trial_id,noise,no_targets,trajectory_id,cage_indicated
36,1,noise,2,140,3
36,2,noise,2,155,4
36,3,noise,4,78,3
36,4,noise,1,65,1
36,5,no_noise,1,30,1
36,6,noise,4,64,4
36,7,no_noise,1,84,4
36,8,no_noise,4,71,1
36,9,no_noise,4,17,4
36,10,no_noise,4,179,2
36,11,noise,4,76,1
36,12,noise,1,59,2
36,13,noise,4,92,1
36,14,no_noise,2,150,3
36,15,no_noise,2,54,4
36,16,noise,2,3,3
36,17,no_noise,4,61,1
36,18,no_noise,4,21,3
36,19,noise,4,56,2
36,20,no_noise,2,118,2
36,21,noise,1,20,1
36,22,no_noise,1,131,3
36,23,noise,1,73,4
36,24,no_noise,2,31,4
36,25,noise,1,98,4
36,26,noise,2,60,2
36,27,noise,4,1,4
36,28,noise,2,52,2
36,29,no_noise,1,43,4
36,30,no_noise,2,145,2
36,31,no_noise,4,102,2
36,32,noise,1,165,4
36,33,no_noise,2,105,4
36,34,no_noise,2,79,1
36,35,noise,4,83,3
36,36,no_noise,1,32,3
36,37,no_noise,4,57,3
36,38,noise,2,72,4
36,39,no_noise,2,114,4
36,40,noise,2,167,2
36,41,noise,4,50,3
36,42,no_noise,1,27,4
36,43,noise,1,106,3
36,44,no_noise,2,144,3
36,45,no_noise,2,136,3
36,46,no_noise,4,168,2
36,47,no_noise,1,94,2
36,48,no_noise,4,129,1
36,49,noise,4,170,3
36,50,noise,2,158,2
36,51,noise,4,23,2
36,52,no_noise,2,107,4
36,53,no_noise,1,13,3
36,54,no_noise,4,68,2
36,55,no_noise,1,178,4
36,56,noise,2,28,1
36,57,no_noise,2,116,4
36,58,noise,2,177,3
36,59,no_noise,1,66,4
36,60,no_noise,2,159,2
36,61,noise,2,153,2
36,62,no_noise,4,22,3
36,63,no_noise,2,19,2
36,64,no_noise,1,115,1
36,65,no_noise,1,14,2
36,66,no_noise,2,39,1
36,67,no_noise,1,10,2
36,68,no_noise,1,169,3
36,69,no_noise,4,120,4
36,70,noise,1,103,1
36,71,noise,4,37,3
36,72,no_noise,2,125,3
36,73,noise,2,108,1
36,74,no_noise,1,18,3
36,75,no_noise,4,90,1
36,76,noise,1,12,1
36,77,no_noise,4,146,4
36,78,noise,4,55,1
36,79,noise,1,6,2
36,80,noise,4,33,4
36,81,no_noise,2,67,1
36,82,noise,2,163,4
36,83,noise,4,24,3
36,84,noise,4,53,1
36,85,noise,2,119,3
36,86,noise,4,130,1
36,87,noise,1,80,4
36,88,no_noise,4,40,1
36,89,no_noise,1,44,4
36,90,noise,1,126,4
36,91,noise,1,141,4
36,92,noise,1,149,3
36,93,no_noise,1,135,1
36,94,noise,2,58,4
36,95,no_noise,1,123,4
36,96,no_noise,2,139,4
36,97,noise,2,5,4
36,98,noise,1,11,3
36,99,noise,1,34,4
36,100,no_noise,4,101,1
36,101,no_noise,4,77,3
36,102,noise,4,62,1
36,103,no_noise,1,86,2
36,104,noise,4,15,1
36,105,noise,2,121,1
36,106,no_noise,2,75,3
36,107,noise,4,2,2
36,108,no_noise,2,38,3
36,109,no_noise,1,89,2
36,110,no_noise,1,104,2
36,111,no_noise,2,4,1
36,112,no_noise,2,88,2
36,113,noise,2,112,2
36,114,noise,4,47,2
36,115,noise,4,109,3
36,116,no_noise,2,132,1
36,117,no_noise,2,157,1
36,118,no_noise,1,171,2
36,119,no_noise,1,46,2
36,120,noise,4,42,2
36,121,noise,1,124,2
36,122,no_noise,2,45,3
36,123,noise,2,82,1
36,124,noise,2,180,1
36,125,noise,1,127,2
36,126,noise,1,147,1
36,127,no_noise,2,166,3
36,128,no_noise,1,87,4
36,129,noise,4,162,2
36,130,noise,2,41,2
36,131,no_noise,4,100,3
36,132,no_noise,4,113,4
36,133,noise,2,142,1
36,134,no_noise,1,154,1
36,135,no_noise,1,143,4
36,136,noise,1,151,1
36,137,noise,1,134,2
36,138,noise,4,122,1
36,139,noise,4,25,2
36,140,noise,2,174,4
36,141,noise,2,93,2
36,142,noise,4,172,3
36,143,noise,1,48,3
36,144,noise,1,137,2
36,145,no_noise,1,70,2
36,146,noise,4,16,1
36,147,noise,2,9,2
36,148,noise,1,111,2
36,149,no_noise,1,148,2
36,150,noise,2,161,3
36,151,no_noise,4,96,2
36,152,no_noise,4,29,1
36,153,noise,1,49,3
36,154,noise,4,133,1
36,155,no_noise,2,156,3
36,156,no_noise,1,138,3
36,157,noise,1,91,3
36,158,no_noise,4,173,1
36,159,no_noise,2,152,1
36,160,no_noise,4,85,3
36,161,noise,2,81,4
36,162,noise,1,128,3
36,163,no_noise,4,176,3
36,164,no_noise,4,69,4
36,165,noise,1,110,2
36,166,noise,1,175,1
36,167,no_noise,4,97,4
36,168,noise,4,35,3
36,169,no_noise,1,7,3
36,170,no_noise,4,74,3
36,171,no_noise,4,36,4
36,172,noise,4,99,4
36,173,noise,2,51,2
36,174,noise,2,26,4
36,175,no_noise,4,95,1
36,176,no_noise,2,63,4
36,177,noise,2,8,4
36,178,no_noise,2,160,1
36,179,noise,1,117,4
36,180,no_noise,4,164,1
