prot_id,trial_id,trajectory_id,first_speed,final_speed,noise_present,direction
204,313,413,1000,1000,no_noise,0.685265828643784
204,314,318,500,500,no_noise,1.2863515605857927
204,315,351,1000,1000,noise,3.2092936539967774
204,316,329,500,1000,no_noise,4.172232733143142
204,317,356,1000,500,no_noise,3.0894420159349787
204,318,378,500,1000,noise,1.625062462488696
204,319,337,500,1000,noise,0.931230373665791
204,320,396,500,1000,no_noise,5.712426626275269
204,321,321,1000,1000,noise,6.222440139916687
204,322,345,500,500,noise,1.4099758624913257
204,323,405,500,1000,no_noise,4.179801221749642
204,324,401,500,500,no_noise,0.6386457293809498
204,325,313,500,500,noise,1.7557170995673372
204,326,395,1000,1000,no_noise,4.465125655228991
204,327,360,500,1000,noise,3.597906844998896
204,328,384,500,500,no_noise,0.06127185288146908
204,329,342,1000,500,no_noise,3.503193882955286
204,330,408,1000,1000,no_noise,3.137021970859654
204,331,411,1000,500,no_noise,3.947059412467654
204,332,333,1000,500,no_noise,0.8817909094222323
204,333,365,500,1000,no_noise,2.9932873510500873
204,334,386,1000,500,no_noise,5.976848895015557
204,335,397,1000,1000,noise,1.913866815274937
204,336,370,1000,1000,no_noise,2.014935127941553
204,337,357,1000,500,noise,3.0977736021104136
204,338,349,1000,1000,no_noise,2.77471499323977
204,339,353,500,500,no_noise,0.18179908260437205
204,340,336,500,1000,noise,5.110188776125771
204,341,404,500,1000,noise,2.9974269820423345
204,342,358,1000,1000,no_noise,5.589887528704281
204,343,399,1000,500,no_noise,6.046680606346632
204,344,328,500,1000,noise,2.3315626333652095
204,345,347,1000,500,noise,1.121813616634273
204,346,339,500,500,noise,2.508872040865164
204,347,364,500,500,no_noise,4.624853742510674
204,348,372,1000,1000,noise,4.64113389365003
204,349,332,1000,1000,noise,2.2871611020346343
204,350,320,500,1000,no_noise,5.039126206484506
204,351,377,1000,500,no_noise,0.3923967082350841
204,352,315,1000,500,no_noise,2.5925646420607946
204,353,354,1000,1000,noise,0.814066739318708
204,354,348,1000,500,no_noise,4.676667200954907
204,355,392,1000,500,noise,0.14430069742325724
204,356,375,1000,500,no_noise,3.258469614510063
204,357,390,500,1000,noise,5.670932735328159
204,358,416,1000,1000,noise,6.101538512884348
204,359,414,500,500,no_noise,4.706332237674188
204,360,406,500,500,noise,2.9123778081342904
204,361,344,1000,500,noise,2.4780547191657316
204,362,383,500,1000,no_noise,5.856429204400661
204,363,389,500,500,noise,4.388043427850534
204,364,350,500,1000,no_noise,2.754978987795925
204,365,341,500,500,no_noise,5.608771764725653
204,366,379,1000,500,noise,2.060290540376533
204,367,314,1000,1000,no_noise,5.047860231183121
204,368,322,1000,500,noise,1.157428649857648
204,369,368,1000,500,no_noise,3.6651047156942225
204,370,346,500,500,no_noise,1.4119539164509272
204,371,319,1000,1000,noise,5.805213821977267
204,372,371,500,500,no_noise,0.41218267233133643
204,373,400,500,1000,noise,3.2955563623391155
204,374,403,1000,500,no_noise,1.938092662595861
204,375,376,500,1000,noise,0.18638807668010932
204,376,316,500,1000,noise,0.992165143889272
204,377,331,1000,500,noise,0.31497567780697766
204,378,366,1000,500,noise,2.095274747232029
204,379,410,500,1000,no_noise,2.7389733049578466
204,380,394,500,500,noise,3.4276729124723033
204,381,317,1000,500,noise,3.5873886907612675
204,382,323,500,500,noise,0.7872141830876718
204,383,330,500,500,no_noise,2.0212086180575977
204,384,407,1000,1000,noise,2.4862659042574062
204,385,355,500,500,noise,3.735773314182149
204,386,361,500,500,noise,3.9864171723791895
204,387,324,500,1000,no_noise,3.1620107577543592
204,388,415,500,1000,noise,1.4074362381686365
204,389,325,1000,500,no_noise,3.103339911775268
204,390,334,500,500,noise,0.6355585553020433
204,391,402,1000,500,noise,3.751000344243357
204,392,409,1000,500,noise,6.1208985235122135
204,393,374,500,1000,no_noise,0.14545113034912047
204,394,380,1000,1000,noise,1.0295103791025042
204,395,373,500,500,noise,2.902240134019472
204,396,363,1000,1000,noise,2.8468346645592764
204,397,352,500,1000,noise,4.604582465582052
204,398,369,1000,500,noise,1.221932300899339
204,399,393,1000,500,noise,0.40270259159649324
204,400,412,500,500,noise,3.33509082519961
204,401,367,1000,1000,no_noise,5.294080761999393
204,402,327,1000,1000,no_noise,4.966136234959217
204,403,359,500,1000,no_noise,1.9921805344071115
204,404,385,1000,1000,no_noise,1.1418769426837638
204,405,335,1000,1000,no_noise,4.329240405760062
204,406,326,500,500,no_noise,4.1412417630677005
204,407,343,500,1000,no_noise,0.4264812409526839
204,408,387,500,1000,no_noise,4.0383723451606794
204,409,398,500,500,no_noise,5.761884808555653
204,410,382,500,500,noise,0.8231455811231969
204,411,362,500,1000,noise,4.791252589942007
204,412,340,1000,1000,no_noise,1.5998862655476103
204,413,381,1000,1000,no_noise,0.015893864694689785
204,414,338,1000,1000,noise,6.265078519953505
204,415,388,1000,1000,noise,4.434232017482118
204,416,391,500,500,no_noise,6.207217189934003
